fid,매우양호,양호,약간양호,약간불량,불량,매우불량,기타,총면적
405,85307.907,577742.0129999999,153254.893,254793.549,0,0,0,1071098.362
406,0,112945.221,71084.841,733475.412,41993.168,0,0,959498.642
407,246060.26,412440.32300000003,88377.975,324609.595,0,0,0,1071488.153
408,0,268745.294,0,757022.9519999999,0,0,0,1025768.2459999999
409,1045587.632,11420.176,0,356.265,0,0,0,1057364.0729999999
410,575500.327,273666.721,84386.9,109326.903,4714.162,23368.206,0,1070963.219
411,15876.99,299712.284,119546.214,562619.798,92847.106,20988.537,0,1111590.929
412,1077730.135,0,0,0,0,0,0,1077730.135
413,850941.556,123899.252,0,13794.976,0,0,0,988635.784
414,457312.802,280542.13300000003,134148.803,65714.42599999999,0,16403.244,0,954121.408
415,236166.374,0,0,0,0,0,175996.935,412163.309
416,344391.426,0,0,0,0,0,0,344391.426
417,149537.96600000001,486122.03800000006,30464.199,386601.234,0,0,0,1052725.4370000002
418,512740.831,155220.249,105400.523,180453.714,0,0,0,953815.3170000002
419,39148.254,681657.8470000001,32865.225,152990.53399999999,0,9483.536,0,916145.396
420,0,786257.729,102297.609,41687.14,0,83827.027,0,1014069.505
421,71166.298,722722.6749999999,19979.077,402465.564,0,0,0,1216333.614
422,0,358891.827,207745.962,422790.864,0,16897.162,0,1006325.815
423,0,669049.738,30610.98,315784.65599999996,0,0,0,1015445.374
424,305403.347,728290.794,5449.505,17393.138,0,0,0,1056536.784
425,411005.699,322558.713,7846.538,286522.096,0,0,0,1027933.046
426,0,493740.57399999996,332212.865,191001.809,0,90179.836,0,1107135.084
427,57143.44,739014.8520000001,83274.549,187539.293,0,4672.636,0,1071644.77
428,514600.357,202029.78100000002,0,17985.103,0,0,0,734615.241
429,312356.081,147525.212,0,0,0,0,0,459881.293
430,22394.754,378523.60199999996,38590.020000000004,366670.185,53555.912,0,0,859734.473
431,0,142342.146,854.602,658983.428,136613.35,3465.632,0,942259.1579999999
432,0,597276.885,256927.7,134321.788,0,8002.122,0,996528.4949999999
433,554747.253,375923.942,151434.783,125848.301,0,35996.14,0,1243950.419
434,0,227507.144,41070.733,700249.257,0,44745.887,0,1013573.021
435,40079.903,563761.0650000001,221214.337,96869.16,0,52469.749,0,974394.2140000002
436,1011204.376,246797.234,3508.052,12383.712,0,0,0,1273893.374
437,145942.923,596167.828,142888.141,128453.292,0,0,0,1013452.184
438,816658.122,178887.471,19402.296,0,0,0,0,1014947.889
439,1036552.069,348668.907,0,10101.204,0,0,0,1395322.18
440,522361.554,593190.509,0,0,0,0,0,1115552.063
441,1027847.066,42271.662,0,0,0,0,0,1070118.728
442,1171835.207,63917.869,0,0,0,0,0,1235753.076
443,554347.827,226973.611,0,4473.076,0,0,0,785794.5140000001
444,968945.61,19004.047,0,0,0,0,0,987949.657
445,945478.218,0,0,0,0,0,0,945478.218
446,202749.52300000002,342572.841,879279.0580000001,234497.722,0,0,0,1659099.1440000003
447,124123.823,388732.405,528964.098,299831.125,0,0,0,1341651.451
448,0,547551.021,426591.166,36101.809,0,0,0,1010243.9959999999
449,109659.101,790051.076,0,172415.832,0,0,0,1072126.009
450,751733.25,236503.943,4937.397,73481.836,0,0,0,1066656.426
451,0,337791.24799999996,511443.143,172127.488,0,0,0,1021361.879
452,0,508738.273,302245.971,180522.155,0,0,0,991506.399
453,495354.26,518943.232,0,0,0,0,0,1014297.4920000001
454,254222.48200000002,712884.265,0,47262.557,0,0,0,1014369.304
455,0,431818.883,287572.365,317654.208,0,0,0,1037045.4559999999
456,712737.07,186013.33,0,35175.607,0,0,0,933926.0069999999
457,37686.792,899050.262,0,135768.113,0,0,0,1072505.167
458,295938.92699999997,637955.392,0,80282.3,0,0,0,1014176.619
459,926035.033,89638.527,0,0,0,0,0,1015673.56
460,125837.426,879413.5750000001,0,110179.633,0,0,0,1115430.634
461,914516.046,156367.955,0,0,0,0,0,1070884.001
462,572402.295,498898.44999999995,30450.518,128661.47,0,0,0,1230412.733
463,0,790641.944,249846.46399999998,0,0,0,0,1040488.408
464,569421.778,483618.563,0,19209.722,0,0,0,1072250.063
465,513203.712,571405.633,62459.161,89346.068,0,0,0,1236414.574
466,257562.044,907123.496,87521.705,70527.969,0,0,0,1322735.2140000002
467,0,544886.928,512525.45,14824.409,0,0,0,1072236.787
468,926368.228,0,0,0,0,0,69179.548,995547.776
469,933199.405,130920.575,0,742946.03,0,0,0,1807066.01
470,555004.2930000001,227512.50199999998,38524.938,295745.491,0,0,0,1116787.224
471,666008.641,287012.52,55914.235,23439.382,0,38880.763,0,1071255.541
472,1004024.493,55579.003,0,0,0,0,0,1059603.496
473,701886.509,174168.54,10147.522,103463.875,0,519.682,0,990186.128
474,487009.718,356072.613,0,66294.341,0,104424.383,0,1013801.055
475,821011.531,121528.40299999999,0,2550.612,0,0,0,945090.5459999999
476,174026.557,332804.346,108416.85900000001,127976.55,0,0,36815.425,780039.7370000002
477,219939.671,776158.213,1.98,20191.545,0,0,0,1016291.409
478,464592.792,365933.615,39917.552,144349.39800000002,0,0,0,1014793.3570000001
479,0,176254.95,0,777362.481,0,0,0,953617.4310000001
480,260378.025,423958.905,0,432962.96,0,0,0,1117299.8900000001
481,475080.103,365325.282,0,152663.862,0,0,0,993069.247
482,590922.809,400565.358,24682.121,0,0,0,0,1016170.2880000001
483,354808.973,406074.315,58615.389,240279.855,0,0,0,1059778.532
484,652817.662,343710.135,18747.286,728.907,0,0,0,1016003.99
485,0,513124.13300000003,0,558672.505,0,0,0,1071796.638
486,0,704661.157,0,367778.424,0,0,0,1072439.581
487,15546.865,196541.03100000002,738120.613,48597.894,0,0,0,998806.403
488,6429.956,339216.003,23096.659,646171.283,0,0,0,1014913.9010000001
489,91667.86,811919.933,78150.544,0,0,0,0,981738.3369999999
490,436965.225,383164.485,73838.64,137420.912,0,0,0,1031389.262
491,0,878333.73,190407.975,0,0,0,0,1068741.705
492,199705.492,594892.949,124955.078,75993.22,0,0,0,995546.739
493,191511.649,562347.2250000001,30915.575,282277.52,0,0,0,1067051.969
494,660761.553,308114.579,70866.294,29989.651,0,0,0,1069732.077
495,5642.92,639494.305,290466.885,43259.419,0,0,0,978863.5290000001
496,0,591965.972,0,525134.664,0,0,0,1117100.636
497,0,411066.836,0,646740.624,0,0,0,1057807.46
498,0,350212.909,0,346486.15,0,0,0,696699.059
499,0,535052.512,12721.907,524656.591,0,0,0,1072431.01
500,0,708544.691,0,0,0,0,0,708544.691
501,0,597078.294,400623.747,0,0,0,0,997702.041
502,0,656095.163,413266.306,2067.311,0,0,0,1071428.78
503,0,255211.789,0,0,0,0,0,255211.789
504,240492.394,373331.397,278813.467,40643.2,0,0,0,933280.4579999999
505,0,511370.973,293049.721,165661.548,0,0,0,970082.2420000001
506,388485.61799999996,284554.09400000004,188516.03,191032.288,0,0,0,1052588.03
507,0,606387.895,120153.804,331115.142,0,0,0,1057656.841
508,66129.028,516998.273,126903.66399999999,132196.434,0,0,0,842227.399
509,0,196046.064,168.102,277099.329,0,0,0,473313.49500000005
510,72840.591,101398.53099999999,575.49,4142.018,0,0,0,178956.62999999998
511,46040.678,757944.208,0,0,0,0,0,803984.8859999999
512,147210.721,68096.907,0,0,0,0,0,215307.628
513,50431.468,908257.2829999999,6494.508,0,0,0,0,965183.259
514,131020.821,852063.2740000001,17723.672000000002,25.756,0,0,0,1000833.5230000002
515,0,751158.071,82368.755,123275.611,0,102995.062,0,1059797.499
516,0,796024.023,60032.481,67159.86,0,2868.219,0,926084.5830000001
517,0,814559.868,95619.197,128082.815,0,35801.869,0,1074063.749
518,0,895477.049,43962.712,177611.805,0,0,0,1117051.5659999999
519,0,222960.191,453195.97,396284.068,0,0,0,1072440.229
520,0,20145.46,240209.271,753813.465,0,0,0,1014168.196
521,0,433237.746,223577.49,576535.174,0,0,0,1233350.4100000001
522,0,469365.841,141912.944,507131.948,0,0,0,1118410.733
523,0,346695.331,68277.003,657840.536,0,0,0,1072812.87
524,0,22498.565,51223.966,981641.523,0,0,0,1055364.054
525,0,464431.042,109620.878,496627.919,0,0,0,1070679.8390000002
526,1433.724,768861.777,50385.72,195971.72,0,0,0,1016652.941
527,0,637035.951,226016.106,188768.605,0,0,0,1051820.662
528,0,219830.003,215025.422,581918.476,0,0,0,1016773.9010000001
529,0,754817.359,175192.307,127909.584,0,0,0,1057919.25
530,0,675926.806,58945.518,281781.29,0,0,0,1016653.6140000001
531,0,686804.913,156298.33500000002,172051.68,0,0,0,1015154.9279999998
532,0,854669.127,67407.268,93199.01,0,0,0,1015275.405
533,0,918233.518,67572.711,29348.716,0,0,0,1015154.9450000001
534,0,723860.487,0,348909.582,0,0,0,1072770.069
535,0,91416.644,23948.522,894474.592,0,0,0,1009839.7579999999
536,3359.489,135033.928,12515.622,51148.384,0,0,0,202057.423
537,30082.023,1066404.775,0,20455.282,0,0,0,1116942.0799999998
538,152163.484,159310.74,0,681683.643,0,0,0,993157.8670000001
539,882080.086,189996.971,0,0,0,0,0,1072077.057
540,629536.278,289496.486,15800.605,136838.042,0,0,0,1071671.4109999998
541,1032023.989,50.013,23202.32,0,0,0,0,1055276.322
542,942371.455,39561.772,35261.526,0,0,0,0,1017194.7529999999
543,953596.835,0,0,0,0,0,0,953596.835
544,128826.007,810046.035,0,130994.067,0,0,0,1069866.109
545,2861.763,872750.427,0,196191.933,0,0,0,1071804.1230000001
546,762701.222,293482.398,0,0,0,0,0,1056183.6199999999
547,0,1014926.872,0,0,0,0,0,1014926.872
548,0,910757.659,0,104169.609,0,0,0,1014927.2679999999
549,139153.132,877393.172,0,0,0,0,0,1016546.304
550,0,513128.994,0,501918.796,0,0,0,1015047.79
551,0,318621.733,0,696305.576,0,0,0,1014927.309
552,0,903276.821,0,154279.533,0,0,0,1057556.354
553,204674.955,464016.083,0,347854.906,0,0,0,1016545.9439999999
554,0,57690.559,0,1015009.167,0,0,0,1072699.726
555,704683.619,292581.593,0,17903.093,0,0,0,1015168.3049999999
556,0,177836.786,0,938037.644,0,0,0,1115874.43
557,0,321464.715,0,693703.619,0,0,0,1015168.334
558,0,765292.675,0,249755.119,0,0,0,1015047.794
559,0,823938.298,0,192728.682,0,0,0,1016666.98
560,0,808092.252,0,178956.318,0,0,0,987048.57
561,0,834935.258,0,64745.653999999995,0,0,0,899680.912
562,0,258091.603,0,859762.69,0,0,0,1117854.293
563,66562.572,295368.097,0,0,0,0,0,361930.669
564,27813.263,576930.451,0,423642.633,0,0,0,1028386.3470000001
565,159714.568,48124.733,0,0,0,0,0,207839.301
566,67086.617,400274.894,0,0,0,0,0,467361.51099999994
567,0,479391.91599999997,184741.97600000002,238624.075,0,0,0,902757.967
568,0,776078.559,19855.65,276774.16000000003,0,0,0,1072708.369
569,341757.895,730307.371,0,0,0,0,0,1072065.266
570,0,45019.186,8954.341,1018353.614,0,0,0,1072327.1409999998
571,0,556416.425,158876.165,302655.045,0,0,0,1017947.635
572,575823.077,61705.514,20822.055,359233.526,0,0,0,1017584.172
573,758306.182,229949.319,0,83566.733,0,0,0,1071822.234
