Entertain_tags,number,overlap_num,overlap_word
겁없는녀석들,14,0,[]
인터뷰,14,4,"['꾹tv인터뷰', '꾹인터뷰', '샤이니인터뷰', '종현인터뷰']"
??????????????????,14,8,"['???????????????????', '????????????????????????????', '????????????????????', '?????????????????????????????', '????????????????????????', '?????????????????????????', '?????????????????????', '???????????????????????????????']"
cook,14,6,"['cooking', 'oliviacooke', 'cookclawmachine', 'cookbaconandsteakwithclawmachine', 'clawmachinecookingexperiment', 'cookshow']"
대박,14,5,"['꾹대박', '꾹tv대박', 'fa대박', '대박영상', '대박소름']"
보쌈,14,0,[]
pizza,14,0,[]
meok,14,1,['meokbang']
dna,14,4,"['dnabts', 'dnaama', 'btsdnalivemma2017', 'btsdna']"
족발,14,1,['트와이스모모족발']
bang,14,12,"['mukbang', 'bangtan', 'meokbang', 'bangtansonyeondan', 'koreanmukbang', 'bangtanboys', 'bangtailboys', 'bangtail', '꾹mukbang', '꾹tvmukbang', 'twicemukbang', 'bigbang']"
cooking,14,1,['clawmachinecookingexperiment']
seoul,14,1,['seouldiscovery']
ベイブレ?ド,14,1,['ベイブレ?ドバ?スト']
#koreanews24h,14,0,[]
럭키강이,14,0,[]
luckykangi,14,0,[]
kangi,14,1,['luckykangi']
강이,14,1,['럭키강이']
놀이,14,7,"['그때그놀이', '팽이놀이', '겨울놀이', '챌린지놀이', '베이블레이드만들기놀이', '폭죽놀이', '베이블레이드놀이']"
kids,14,4,"['kinkikids', 'collegekidsreact', 'collegekidsreacttok-popbtsmonstaxseventeentwiceredvelvet', 'kidsreact']"
셰프,14,6,"['스타셰프', '마스터셰프', '마스터셰프한글', '마스터셰프us시즌3한글', '마스터셰프us시즌3', '마스터쉐프마스터셰프us']"
강식당,13,2,"['tvn강식당', '신서유기외전강식당']"
쇠구슬,13,0,[]
윤형빈,13,0,[]
남편,13,5,"['김용임남편시성웅이혼이유', '복면가왕윤유선남편이성호판사', '남편과', '남편버릇', '박해미남편황민이혼이유(이혼사유)']"
steveaoki,13,8,"['btssteveaoki', 'btssteveaokiremix', 'btssteveaokimicdropreaction', 'dadanddaughtersreactionstobtsmicdropftsteveaoki', ""dadanddaughtersreactionstobts(방탄소년단)'micdrop(steveaokiremix)'officialmv"", ""bts|micdrop|steveaokiremix'officialmv|blackguyreaction!!!"", 'btsmicdropremixsteveaoki', 'steveaokiremixmicdrop']"
권민석,13,0,[]
정문홍,13,0,[]
짜장면,13,0,[]
workpointchannel,13,0,[]
용인민속촌,13,0,[]
꿀알바,13,0,[]
19금,13,0,[]
thaitvshow,13,0,[]
workpoint,13,1,['workpointchannel']
comedy,13,1,['comedytv']
한국민속촌,13,0,[]
민속촌캐릭터,13,0,[]
koreanfolkvillage,13,0,[]
민속촌,13,6,"['용인민속촌', '한국민속촌', '민속촌캐릭터', '민속촌알바', '민속촌작명가', '민속촌장사꾼']"
민속촌알바,13,0,[]
닥파,13,2,"['닥파송', '닥파파']"
안재억,13,1,['안재억의재밌는인생']
thaitv,13,1,['thaitvshow']
maheshrathsara,13,0,[]
mnet,13,1,['mnetasianmusicawards']
에피소드,13,0,[]
서프라이즈,13,5,"['신비한웹툰서프라이즈', '신비한tv서프라이즈', '서프라이즈레전드', '서프라이즈스토리', '서프라이즈웹툰']"
기막힌이야기,13,0,[]
역대급,13,1,['역대급지진']
신비한웹툰서프라이즈,13,0,[]
신비한tv서프라이즈,13,0,[]
surprisestory,13,0,[]
서프라이즈레전드,13,0,[]
서프라이즈스토리,13,0,[]
보겸,13,4,"['보겸;', '보겸tv;', '치킨보겸', '24시간굶고보겸']"
쇳물,13,1,['액체쇳물']
납량특집,13,0,[]
익스트림,13,1,['커플익스트림']
닥터파이어,13,0,[]
remix,13,19,"['btsremix', 'micdropremix', 'btsmicdropremixremix', 'btssteveaokiremix', 'bestmicdropremix', 'micdropremixreaction', ""dadanddaughtersreactionstobts(방탄소년단)'micdrop(steveaokiremix)'officialmv"", ""bts|micdrop|steveaokiremix'officialmv|blackguyreaction!!!"", 'btsmicdropremixsteveaoki', 'steveaokiremixmicdrop', '30secondstomars-walkonwater(r3habremix)', '30secondstomarsremix', 'r3habremix', '30secondstomarswalkonwaterremix', 'walkonwaterremix', 'thirtysecondstomarsremix', 'thirtysecondstomars-walkonwater(r3habremix)', 'walkonwater(r3habremix)', 'thechainsmokers-young(k?dremix)']"
사건사고,13,0,[]
surprise,13,1,['surprisestory']
웹툰,13,4,"['신비한웹툰서프라이즈', '서프라이즈웹툰', '네이버웹툰', '#네이버웹툰']"
amazingstory,13,0,[]
서프라이즈웹툰,13,0,[]
한국어,13,1,['아라시한국어']
충격사건,13,0,[]
민주주의,13,0,[]
청와대,13,0,[]
알루미늄,13,1,['겜도리알루미늄']
엠넷,13,1,['엠넷아시안뮤직어워드']
토요미스테리,13,0,[]
#손석희의저주,13,6,"['#손석희의저주북콘서트', '#손석희의저주판매량', '#손석희의저주북콘서트전주', '#손석희의저주이벤트', '#손석희의저주교보', '#손석희의저주그랜드슬램']"
shanthazoysa,13,0,[]
gayathridias,13,0,[]
pini,13,1,['magepinikandule']
udariwarnakulasooriya,13,0,[]
세월호,13,0,[]
theekshanaanuradha,13,0,[]
surajmapa,13,0,[]
jonghyun,12,12,"['shineejonghyundead', 'kimjonghyun', 'shineejonghyun', 'shineejonghyunmeninggal', 'jonghyunmeninggal', 'jonghyundead', 'penghormatanterakhirjonghyunshinee', 'jonghyunshineemeninggal', 'jonghyunsuicide', 'jonghyunshinee', 'jonghyuntaeyeon', 'pesanterakhirjonghyunshinee']"
리액션,12,4,"['171231엔시티127마마무리액션트와이스하트쉐이커가요대제전', '171231엔시티127마마무리액션트와이스', '워너원리액션', '강다니엘리액션']"
kbs,12,10,"['kbsworldlive', 'kbslive', 'kbsworld', 'kbsonair', '#정미홍kbs', 'kbs가요대축제', 'kbssongfestialbts', '2017kbssongfestival', 'kbssongfestival2017', 'kbssongfestival']"
공대생재넌,12,0,[]
mv,12,5,"[""dadanddaughtersreactionstobts(방탄소년단)'micdrop(steveaokiremix)'officialmv"", ""bts|micdrop|steveaokiremix'officialmv|blackguyreaction!!!"", 'fmv', 'chipumvm?inh?t', 'mvemsair?ianhxinl?iemđi']"
irl,12,9,"['girls', 'girl', ""girls'generation"", '2girls', 'fangirls', 'jungkookgirlfriend', 'taehyunggirlfriend', ""girl'sday"", 'favegirls']"
형제,12,1,['오늘도형제는평화롭다']
서울,12,5,"['서울맛집', '서울지진', '스포츠서울', '연예인서울여행', '서울구치소']"
성공,12,2,"['겜도리성공', '성공한덕후']"
roadfc,12,0,[]
니노미야카즈나리,12,0,[]
라멘,12,15,"['점보라멘', '라멘먹방애니', '라멘먹방', '일본라멘만들기', '라멘만들기', '생면식감돈코츠라멘', '일본라멘방송', '라멘다큐', '돈코츠라멘만들기', '돈코츠라멘', '라멘장인', '라멘맛집', '일본라멘', '라멘스페셜', '일본라멘맛집']"
도네이션,12,0,[]
초대형,12,0,[]
dr.fire,12,0,[]
테스트,12,7,"['심리테스트', '천재테스트', '아이큐테스트', '고소공포증테스트', '시력테스트', '색감테스트', '눈테스트']"
트위치,12,1,['트위치tv']
트게더,12,0,[]
트수,12,0,[]
army,12,1,['btsarmy']
동핵,12,20,"['동핵셀리', '동핵유부초밥', '동핵자살', '동핵지혜', '동핵근황', '동핵찬', '동핵지코', '동핵이당', '세야동핵', '동핵철구', '동핵미국자살', '팝콘tv동핵', '동핵미국', '동핵차', '팝콘동핵', '이시우동핵', 'bj동핵', '동핵유부녀', '동핵유부초밥동영상', '동핵아들']"
액체쇳물,12,0,[]
thachth?cdanhhai,12,13,"['tr??nggiangthachth?cdanhhai', 'tr?nthanhthachth?cdanhhai', 'thachth?cdanhhait?p3', 'thachth?cdanhhait?p3full', 'thachth?cdanhhait?p1', 'thachth?cdanhhait?p5', 'thachth?cdanhhait?p5full', 'thachth?cdanhhait?p2fullhtv', 'thachth?cdanhhait?p2', 'thachth?cdanhhait?p6', 'thachth?cdanhhait?p6full', 'thachth?cdanhhait?p4full', 'thachth?cdanhhait?p4']"
삼대장,12,3,"['데일리삼대장', '삼대장플레이', '삼대장챌린져스']"
htvthachthucdanhhai,12,0,[]
fullhd,12,0,[]
thachthucdanhhai,12,14,"['htvthachthucdanhhai', 'tranthanhthachthucdanhhai', 'truonggiangthachthucdanhhai', 'thachthucdanhhaitap3full', 'thachthucdanhhaitap3', 'thachthucdanhhaitap1', 'thachthucdanhhaitap5', 'thachthucdanhhaitap5full', 'thachthucdanhhaitap2', 'thachthucdanhhaitap2fullhtv', 'thachthucdanhhaitap6full', 'thachthucdanhhaitap6', 'thachthucdanhhaitap4full', 'thachthucdanhhaitap4']"
하스스톤,12,0,[]
나pd,12,0,[]
thumindudodanthanna,12,0,[]
kumbiyo,12,0,[]
약빤영상,12,0,[]
ㅋㅋㅋ,12,1,['ㅋㅋㅋㅋ']
빵터지는,12,0,[]
혼밥,12,0,[]
웃음참기,12,0,[]
소셜,12,0,[]
kalanagunasekara,12,0,[]
백종원,12,0,[]
koombiyo,12,0,[]
약,12,5,"['약빤영상', '약빤더빙', '약국', '작약', '작약꽃']"
yureninoshika,12,0,[]
퍼즐,12,4,"['창의력퍼즐', '성냥퍼즐', '재밌는퍼즐', '성냥개비퍼즐']"
lakmaldharmarathne,12,0,[]
kubiyo,12,0,[]
koobiyoo,12,0,[]
kuumbiyo,12,0,[]
thailand,12,3,"['thevoicethailand', '18+thailand', 'takemeoutthailand']"
achalasolamans,12,0,[]
sns,12,2,"['snsd', 'snstv']"
#showbiz,11,0,[]
#koreanews,11,1,['#koreanews24h']
식사망,11,0,[]
그때그놀이,11,0,[]
박리혜,11,0,[]
몰카,11,1,['고든램지몰카']
stevenspielberg,11,0,[]
해외,11,4,"['해외반응', '해외토크쇼', '해외축구', '해외광고']"
평창올림픽,11,0,[]
박찬호,11,0,[]
나루토,11,0,[]
bighit,11,0,[]
장광,11,0,[]
이재용,11,5,"['이재용여자관계와연예인', '양재식이재용', '이재용감독', '이재용군대', '삼성이재용']"
주석,11,1,['중국주석경호장면']
주물,11,1,['돼지주물럭']
마이린tv,11,0,[]
아침뉴스,11,0,[]
한혜진,11,0,[]
정오뉴스,11,0,[]
카톡,11,4,"['톡톡카톡', '카톡대화', '카톡으로말해요', '카톡내용']"
연플리,11,1,['연플리시즌2']
옐로우,11,0,[]
연애플레이리스트,11,0,[]
xuannh?n,11,0,[]
????????????????,11,10,"['?????????????????', '??????????????????', '???????????????????', '????????????????????????????', '????????????????????', '?????????????????????????????', '????????????????????????', '?????????????????????????', '?????????????????????', '???????????????????????????????']"
마크정식,11,0,[]
인기가요,11,0,[]
뮤직뱅크,11,0,[]
블리치,11,0,[]
중국음식,11,0,[]
온정돈까스,11,0,[]
편의점조합,11,0,[]
#변희재미디어워치,11,1,['#변희재미디어워치대표고문']
점보라멘,11,0,[]
점보라면,11,0,[]
매운짬뽕,11,0,[]
릴마블,11,0,[]
멘토스,11,0,[]
유준호,11,0,[]
푸드파이트,11,0,[]
대형,11,4,"['초대형', '대형슬라임', '대형경기장', '대형스태디움']"
디진다돈까스,11,0,[]
신전떡볶이,11,0,[]
불닭볶음면,11,0,[]
불닭볶음탕면,11,0,[]
데일리삼대장,11,0,[]
진,11,117,"['안소진', '진상', '지석진', '박우진', '배진영', '한혜진', '디진다돈까스', '#조원진', '홍진영', '주진우', '지진', '소진', '김진태', '수진', '김석진', '배현진', '포항지진', '#대한애국당조원진', '부모님께효도한후달라진어머니의모습', '이진', '#조원진대표', '시진핑', '진실', '윤혜진', '보고싶진아', '진아', '#김경혜조원진', '알새우칩튀기면커진다', '흥진호', '여진', '서울지진', '경북지진', '전국지진', '경북대지진', ""군'산지진"", '역대급지진', '강진', '울산지진', '군산지진', '김관진', '김경진', '주진형', '김진', '진중권', '왕진진', '이병진', '#조원진김경혜', '#변희재조원진', '#조원진김경혜정미홍', '문진혁', '사장해임에배현진아나운서한마디', '화유기출연진', '화유기진선미', '헤어진연인', '조원진', '주영진', '석진직캠', '석진', '진아마태', '진선규', '마태진아', '서현진', '청진기', '강성진', '남성진', '진품명품', '#조원진허평환', '아이폰사진', '입진보', '시국진단', '장진성', '숨겨진춤실력', '포켓매거진전동킥보드', '포켓매거진', '조진웅', '피팅모델차유진', '피팅모델송진주', '굴진짬뽕', '#조원진정미홍', '#태블릿pc의진실', '#조원진변희재', '#태블릿pc진상조사팀', '#김진태자유한국당', '#김진태홍준표', '#김진태자유한국당의원', '#자유한국당태블릿pc진상조사팀', '#김진태', '#김진태박근혜대통령', '#김진태태블릿pc', '#김진태의원', '#사진', '건강검진', '방탄소년단김석진', '홍진호', '진쨔', '#변희재진중권', '진샤', '진쟈', '이수진', '진진자라', '태진아진진자라', '태진아', '#신동호배현진', '#최승호배현진', '#배현진아나운서', '#배현진', '#배현진mbc아나운서', '#배현진최승호', '[긴급교신]비행기에서떨어진승객', '우리가사진찍는이유', '비행기에서떨어진승객', '조원진단식', '청룡영화제진선규', '진선규수상소감', '정진운', '조진', '#시진핑']"
섭이,11,2,"['섭이는못말려', '공대생섭이']"
삼대장플레이,11,0,[]
철판아이스크림,11,0,[]
tr?nhxuannhan,11,0,[]
억섭호,11,0,[]
김윤태,11,0,[]
대왕돈까스,11,0,[]
컵라면,11,0,[]
원피스,11,1,['원피스;']
편의점,11,2,"['편의점조합', '편의점꿀조합']"
쏫,11,0,[]
삼대장챌린져스,11,0,[]
요구르트,11,0,[]
hoanmy,11,1,['phithuonghoanmy']
평창,11,3,"['평창올림픽', '평창동계올림픽', '평창동계올림픽대회']"
quangb?o,11,0,[]
viyeumaden,11,6,"['viyeumadentap13', 'viyeumadentap16', 'viyeumadentap12', 'viyeumadentap14', 'viyeumadentap11', 'viyeumadentap10']"
jamescorden,11,1,['btsjamescorden']
avengers,11,1,['avengers:infinitywar']
머리,11,1,['겜도리머리']
hoanmi,11,0,[]
thevoice,11,2,"['thevoiceth', 'thevoicethailand']"
뉴스공장,11,0,[]
mobidic,11,0,[]
쉐프,11,1,['마스터쉐프마스터셰프us']
카스,11,0,[]
모비딕,11,0,[]
미슐랭,11,1,['미슐랭가이드']
숏터뷰,11,1,['양세형의숏터뷰']
#조원진,11,6,"['#조원진대표', '#조원진김경혜', '#조원진김경혜정미홍', '#조원진허평환', '#조원진정미홍', '#조원진변희재']"
thevoiceth,11,1,['thevoicethailand']
thevoicethailand,11,0,[]
funnyent,11,0,[]
blindauditions,11,0,[]
외국인,11,1,['외국인축구']
꾹tv신기,11,0,[]
비정상회담,11,1,['종현비정상회담']
닭발,11,3,"['국물닭발', '매운닭발', '무뼈닭발']"
조쉬,11,0,[]
idol,11,1,['idols']
1편,11,0,[]
왕쥬,11,6,"['bj왕쥬', '왕쥬먹방', '먹방왕쥬', '왕쥬결혼식', '아프리카왕쥬', '왕쥬결혼']"
꾹신기,11,0,[]
afreecatv,11,0,[]
nguy?nti?nđ?t,11,0,[]
매운음식,11,0,[]
phithuonghoanmy,11,0,[]
b?okun,11,0,[]
viyeumađ?n,11,0,[]
phithuong,11,1,['phithuonghoanmy']
착시현상,11,0,[]
vymd,11,7,"['t?tinhv?ing??in?iti?ngvymdtap', 'vymdtap13', 'vymdtap16', 'vymdtap12', 'vymdtap14', 'vymdtap11', 'vymdtap10']"
cuong7,11,0,[]
karik,11,0,[]
ph?mh?ngh?i,11,0,[]
신현준,10,0,[]
c??ngseven,10,0,[]
파이터,10,5,"['푸드파이터', '보이즈빌리지큐드파이터', '큐드파이터먹방', '큐드파이터', '몬스타엑스파이터']"
정유라,10,0,[]
메이플,10,0,[]
양식,10,0,[]
ongioicaudayroi,10,0,[]
홍진영,10,0,[]
던전,10,0,[]
에이핑크,10,0,[]
cabletvprovider,10,0,[]
cableprovider,10,1,['cableproviders']
apink,10,0,[]
디아블로,10,0,[]
던파,10,0,[]
분식,10,0,[]
satellitetvproviders,10,0,[]
스토리,10,2,"['서프라이즈스토리', '영화속촬영비하인드스토리']"
사랑,10,9,"['짝사랑', '급식의사랑', '공대생급식의사랑', '여자친구에게사랑받는법', '사랑의온도', '시리사랑해', '전지적짝사랑시점', '내사랑내곁에', '사랑이야기']"
th?nt??ng,10,0,[]
?ngi?ic?uđayr?i,10,0,[]
붕어빵,10,0,[]
show,10,25,"['eatingshow', 'thaitvshow', '#showbiz', 'ellenshow', 'thelatelateshow', '#showsbiz', 'brycedallashoward', 'thehottestrankingshow', 'theellenshow', 'latelateshow', 'btsellenshow', 'latenightshow', 'showcase', 'shownu', 'talkshow', 'thesacredrianaresultsshow2017', 'asiasgottalentresultsshow2017', 'villageroadshowpictures', 'tvshow', 'varietyshow', 'lateshow', 'thelateshow', 'koreanvarietyshow', 'cookshow', 'twicevarietyshow']"
댄스,10,4,"['남자섹시댄스', '섹시댄스', '응가댄스', '유소나댄스']"
비글즈,10,3,"['비글즈턱형', '비글즈블랙리스트', '철구비글즈']"
번역,10,2,"['외신번역', '영문번역']"
용느,10,1,['세야용느']
cablepackages,10,0,[]
방송,10,23,"['캠방송', '한국방송', '생방송스타뉴스', '생방송', '화유기방송사고', '개인방송', '야외방송', '드라마방송사고', '화유기재방송', '개미애국방송', '인터넷방송', '2017mbc방송연예대상', '일본라멘방송', '#미디어워치실시간방송', '센방송', '쎈방송', '쏀방송', '허준선생방송', '까치방송', '패션전문방송', '방송사고', '홈쇼핑방송사고', '방송장비']"
t?tinhv?ing??in?iti?ngvymdtap,10,0,[]
b?okul,10,0,[]
cabletelevisioncompanies,10,0,[]
#대한애국당,10,18,"['#대한애국당변희재', '#대한애국당조원진', '#대한애국당정미홍', '#대한애국당창당', '#대한애국당김경혜', '#대한애국당시도당위원장', '#대한애국당당원', '#대한애국당자유한국당', '#대한애국당내홍', '#대한애국당변희재최고위원', '#대한애국당허평환', '#대한애국당카페', '#대한애국당당사', '#대한애국당태극기집회', '#대한애국당정광용', '#대한애국당사단', '#대한애국당김경혜대변인', '#대한애국당창당과정']"
외계인,10,2,"['꾹tv외계인', '꾹외계인']"
주진우,10,0,[]
cabletelevisionproviders,10,0,[]
#jtbc,10,8,"['#jtbc변희재', '#jtbc집회', '#jtbc손석희앵커', '#jtbc태블릿pc조작', '#jtbc태블릿pc최순실', '#jtbc민사소송', '#jtbc손석희앵ㅇ커', '#jtbc지보히']"
스타크래프트,10,0,[]
t-ara,10,0,[]
일식,10,0,[]
아프리카먹방,10,0,[]
내딸의남자들2,10,0,[]
티브이조선,10,0,[]
덕질,10,12,"['덕질방꾸미기', '덕질방', '덕질다이어리', '덕질브이로그', '덕질방소개', '덕질노트만들기', '여자친구앞에서덕질', '덕질노트', '덕질vlog', '덕질현타', '남자친구앞에서덕질', '덕질꿀팁']"
mygoldenlife,10,6,"['mygoldenlifeparkshihoo', 'mygoldenlifeepisode29', 'mygoldenlifeep29preview', 'mygoldenlifeep29', 'mygoldenlifeepisode29preview', 'mygoldenlifeshinhyesun']"
황금빛내인생,10,1,['황금빛내인생29']
티비조선,10,0,[]
스테이크,10,5,"['돈스테이크', '스테이크파티', '2kg스테이크', '뜯어먹는스테이크', '소프스테이크']"
kikduu,10,0,[]
tv조선,10,0,[]
종합편성,10,0,[]
지진,10,9,"['포항지진', '서울지진', '경북지진', '전국지진', '경북대지진', ""군'산지진"", '역대급지진', '울산지진', '군산지진']"
kik,10,2,"['kikduu', 'kinkikids']"
jsl,10,1,['jslglobalmedia']
배동성,10,0,[]
jslglobalmedia,10,0,[]
미자,10,3,"['미자의온도', '내딸의남자들미자', '내딸남미자']"
duu,10,1,['kikduu']
김태원,10,0,[]
소진,10,1,['안소진']
박정학,10,0,[]
조선일보,10,0,[]
종편,10,0,[]
이명박,10,0,[]
?????????????,10,15,"['?????????????????', '??????????????????', '????????????????', '???????????????', '???????????????????', '????????????????????????????', '??????????????', '????????????????????', '?????????????????????????????', '?????????????.', '????????????????????????', '?????????????????????????', '?????????????????????', '???????????????????????????????', '??????????????18+']"
김진태,10,7,"['#김진태자유한국당', '#김진태홍준표', '#김진태자유한국당의원', '#김진태', '#김진태박근혜대통령', '#김진태태블릿pc', '#김진태의원']"
cableserviceproviders,10,0,[]
미슐랭가이드,10,0,[]
맛있는먹방,10,0,[]
thankgodyouarehere,10,0,[]
hoailinh,10,0,[]
cableproviders,10,0,[]
tvcablecompanies,10,0,[]
foodfighter,10,0,[]
eater,10,2,"['fasteater', 'theater']"
#태블릿,10,10,"['#태블릿pc의진실', '#태블릿pc미디어워치', '#태블릿pc진상조사팀', '#태블릿pc국정농단', '#태블릿최순실', '#태블릿피씨', '#태블릿pc조작', '#태블릿조작', '#태블릿pc', '#태블릿pc보도']"
thankgodyou’rehere,10,0,[]
satellitetvprovider,10,1,['satellitetvproviders']
jiyeon,10,0,[]
피파,10,1,['#피파온라인3']
ogcdr,10,0,[]
fasteater,10,0,[]
foodfight,10,1,['foodfighter']
cablecompanyinmyarea,10,0,[]
sm,10,36,"['asmr', 'kingsman', 'justicesmith', 'thechainsmokers', 'uctiqlgtewia0_hguxsm6oza', 'btsmama2017', 'btssmut', '꾹asmr', '꾹tvasmr', 'smachwatermelon', 'smosh', 'smilewa', 'smile', 'btsmicdroplyric', 'btsmicdropremixremix', 'btsmicdropdesiigner', 'btsmicdrop', 'btsmicdropdesigner', 'dadanddaughtersreactionstobtsmicdropftsteveaoki', 'dadanddaughtersreactionstobtsmicdrop', 'btsmicdropjapanese', 'btsmicdropremixsteveaoki', 'btsmicdropreaction', 'cosmetics', 'smtown', 'thisismj', 'smink', 'reactionvideoonbtsmicdrop', 'angelsmile11', 'fism', 'fism2018', 'collegekidsreacttok-popbtsmonstaxseventeentwiceredvelvet', 'btsmma', 'japonism', 'thechainsmokersk?d', 'thechainsmokers-young(k?dremix)']"
서든어택,10,0,[]
二宮和也,10,0,[]
시사,10,6,"['#시사폭격', '시사폭격', '#변희재시사폭격', '#변희재의시사폭격', '시사토론', '#변희재의시사폭겨']"
사드,10,0,[]
화장품,10,0,[]
#대한애국당변희재,10,1,['#대한애국당변희재최고위원']
창의력,10,3,"['창의력퍼즐', '창의력퀴즈', '창의력문제']"
엄태웅,10,0,[]
민호,10,4,"['송민호', '강민호', '박민호', '최민호']"
한성주장군,10,0,[]
相葉雅紀,10,0,[]
태민,10,0,[]
울산큰고래,10,0,[]
온유,10,0,[]
櫻井翔,10,3,"['중학생이된사쿠라이쇼(櫻井翔)~??재밌는일본광고(자막포함)', '출연:사쿠라이쇼(櫻井翔)제품:進?ゼミ中?講座', '사쿠라이쇼(櫻井翔)']"
제일비싼,10,0,[]
계선국tv,10,0,[]
dance,10,0,[]
嵐,10,8,"['嵐女?', '嵐韓?', 'vs嵐', '嵐にしやがれ', '嵐の宿題くん', '嵐しやがれ', '嵐デスマッチ', '嵐天然']"
ellen,10,11,"['ellenshow', 'ellendegeneres', 'ellenaudience', 'ellenfans', 'theellenshow', 'ellentube', 'ellentickets', 'btsxellen', 'ellenbts', 'btsellenshow', 'btsonellen']"
군대,10,3,"['이승기군대', '이재용군대', '군대교신']"
핵,10,27,"['동핵', '동핵셀리', '동핵유부초밥', '동핵자살', '동핵지혜', '동핵근황', '동핵찬', '동핵지코', '동핵이당', '세야동핵', '동핵철구', '핵꿀잼', '북핵', '클래시로얄버그판.클로얄핵', '동핵미국자살', '팝콘tv동핵', '탄핵', '동핵미국', '동핵차', '팝콘동핵', '이시우동핵', 'bj동핵', '동핵유부녀', '동핵유부초밥동영상', '동핵아들', '핵잠수함', '핵전쟁']"
속보,10,2,"['뉴스속보', '연합속보']"
大野智,10,0,[]
chitai,10,0,[]
김주혁,10,1,['김주혁김영애윤소정추모']
비투비,10,0,[]
xuanb?c,10,0,[]
松本潤,10,0,[]
btob,10,0,[]
avengers:infinitywar,9,0,[]
더불어민주당,9,0,[]
infinitywar,9,1,['avengers:infinitywar']
marvel,9,1,['marvelstudios']
ama,9,45,"['bestteledrama', 'samanedirimuni', 'topteledrama', 'srilankanteledrama', 'drama', 'teledrama', 'sarangateledrama', 'sinhalateledrama', 'teledramaepisodes', 'swarnavahiniteledrama', 'srilankateledramas', 'watchlatestteledramas', 'amazingstory', 'achalasolamans', 'mama', 'amas', '2017mama', 'dramax', '2017mamaxm2', 'mamainjapan', 'kendricklamar', 'btsxama', 'dnaama', 'btsxamas', 'btsama', 'kdramatv', 'kdrama', 'yokohama', 'btsmama2017', 'btsamas', 'koreandrama', 'mamamoo', 'aibamasaki', 'dramarama', 'amanda', '2017mamawannaone', 'mama2017', '2017mamajapan', '171231mamamooreactiontwiceheartshakermbcgayodaejun', 'budditamamg', '#amas', 'mamainhongkong', 'mama워너원', 'mamawannaone', 'mamamooreactiontwice']"
기자,9,8,"['장기자랑', '기자시대', '미디어워치기자', '이우희기자', '#미디어워치이우희기자', '#mbc김세의기자', '#변희재기자회견', '#손석희기자회견']"
mpd,9,0,[]
marvelstudios,9,0,[]
comicbooks,9,0,[]
superhero,9,0,[]
musicvideo,9,1,['twicemusicvideo']
nerdy,9,0,[]
지식,9,0,[]
bangtansonyeondan,9,0,[]
열일곱,9,0,[]
패러디,9,5,"['나몰라패밀리패러디', '나몰라패러디', '꾹tv패러디', '꾹패러디', '영화패러디']"
snl,9,0,[]
#변희재정미홍,9,0,[]
플레이리스트,9,2,"['연애플레이리스트', '플레이리스트스튜디오']"
찮찮,9,0,[]
플레이리스트스튜디오,9,0,[]
태연,9,0,[]
효연,9,0,[]
사이다,9,1,['bj사이다']
자살,9,5,"['동핵자살', '동핵미국자살', '동혁자살', '종현자살', '샤이니종현자살']"
interview,9,0,[]
redvelvet,9,3,"['redvelvetupdates', 'redvelvetnews', 'collegekidsreacttok-popbtsmonstaxseventeentwiceredvelvet']"
한국방송,9,0,[]
마동석,9,0,[]
써니,9,2,"['써니몸매', '써니필라테스']"
예능레전드,9,1,['예능레전드.']
공대생작비,9,0,[]
좋아요,9,0,[]
동핵셀리,9,0,[]
구독,9,1,['맞구독']
동핵유부초밥,9,1,['동핵유부초밥동영상']
페이커,9,0,[]
롤매드무비,9,0,[]
세야이은혜,9,0,[]
동핵자살,9,0,[]
세야은혜,9,0,[]
동핵지혜,9,0,[]
seya세야,9,0,[]
웡풍,9,0,[]
풍웡,9,0,[]
동핵근황,9,0,[]
세야윈도우,9,0,[]
엠피디,9,0,[]
엠투,9,0,[]
#pc,9,0,[]
범죄도시,9,0,[]
24시간,9,9,"['24시간뉴스', '아메리칸뮤직어워드24시간', '24시간굶고보겸', '24시간굶고', '24시간굶고치킨', '24시간굶고자메이카', '24시간굶고먹방', '24시간굶고엽떡', '난24시간이모자란스타일']"
세야먹방,9,0,[]
아프리카tv세야,9,0,[]
은혁,9,0,[]
세야폭행,9,0,[]
리얼사운드,9,5,"['꾹tv리얼사운드', '꾹리얼사운드', '리얼사운드떵개', '리얼사운드먹방', '리얼사운드떵순']"
key,9,9,"['crystalkey', 'jadekey', 'copperkey', 'themasterkey', '트와이스likey', '2minjinkjongkey', 'masterkey', 'twicelikey', 'masterkeyep7']"
정국직캠,9,1,['171225정국직캠']
geeky,9,0,[]
comics,9,1,['comicscene']
연예뉴스,9,0,[]
양파,9,0,[]
m2,9,2,"['2017mamaxm2', 'fism2018']"
세야꽂자,9,0,[]
세야이기광,9,0,[]
맞구독,9,0,[]
동핵찬,9,0,[]
동핵지코,9,0,[]
동핵이당,9,0,[]
먹방bj,9,0,[]
세야해명,9,0,[]
수영,9,3,"['김수영', '수영선수', '실내수영장']"
세야동핵,9,0,[]
동핵철구,9,0,[]
review,9,3,"['mygoldenlifeep29preview', 'mygoldenlifeepisode29preview', 'reviews']"
마술,9,8,"['마술사', '투명의자마술', '꾹마술', '꾹tv마술', '절단마술릴레이', '절단마술', '마술동영상', '마술영상']"
나쁜사또,9,0,[]
이슈스틱헤럴드,9,0,[]
