Music_tags,number,overlap_num,overlap_word
twice,55,49,"['twicemv', 'twicemusicvideo', 'twice뮤비', 'twice뮤직비디오', 'twicem', 'twiceheartshaker', 'twicewhatislove', 'twice하트셰이커', 'twicemerryhappy', ""twicewhat'slove"", 'twice왓이즈러브', 'twice티저', 'twicewhatislove?', 'twiceteaser', 'twice안무영상', 'twicedancevideo', 'twicerepackage', 'twice리패키지', 'twicedancepractice', 'twicedance', 'twicewhatislovelyric', 'twicewhatisloveaudio', 'twicewhatislovecolor', 'twicewhatislovecolorlyrics', 'twicewhatislovecolorcoded', 'twicewhatislovelyriccolorcoded', 'twicewhatislovecolorcodedlyrics', 'twicemerry&happy', 'twicecarol', 'twice메리앤해피', 'twicereaction', 'twicebangtanbrandon', 'twicebrandonreact', 'twicemvreaction', 'reactiontotwice', 'twiceheartshakermvreaction', 'brandontwice', 'twice공연', 'twiceconcert', 'twice2ndtour', 'twicelandzone2', 'twicetour', 'twiceland', 'twice판타지파크', 'twicefantasypark', 'twice투어', 'twice콘서트', 'twicechoreography', 'nahaeuntwice']"
rm,53,47,"['army', 'heartshakermusicvideo', 'heartshakermv', 'heartshakerm', 'performance', 'fullperformance', 'firstusperformance', 'aftermath', 'harmony', 'btsarmy', 'warmbo', 'performer', 'performs', 'charmoflife', 'charmingjo', 'charming_jo', 'h1ghermusic', 'highermusic', 'parmish', 'rmsugaj-hopeddaenglyrics', 'rmsugaj-hopeddaeng', 'parmishverma', ""bts-micdropperformance(dickclark’snewyear'srockin'evewithryanseacrest2018)"", 'btsnewyearperformance', 'charlieputh-doneforme(feat.kehlani)[officialaudio]', 'doneformeofficial', 'charlieputh-doneforme(feat.kehlani)', 'charlieputhdoneforme', 'doneforme(feat.kehlani)', 'charlieputhkehlanidoneforme', 'spiderman', '슈가nevermind', 'nevermind', 'reactiontoheartshakermv', 'twiceheartshakermvreaction', 'heartshakermvreaction', 'doneformekehlani', 'charlieputh-doneformekehlani', 'charlieputh-doneforme', 'doneformelyrics', 'btsperformance', 'doneformejazzversion', 'doneformepiano', 'charlieputh-doneforme(jazzversion)', 'doneformejazz', 'dearmyfamily', 'newyearmessages']"
트와이스,48,35,"['트와이스뮤직비디오', '트와이스mv', '트와이스뮤비', '트와이스m', '트와이스heartshaker', '트와이스하트셰이커', '트와이스musicvideo', '트와이스whatislove', '트와이스merryhappy', '트와이스메리해피', '트와이스티저', '트와이스teaser', '트와이스왓이즈러브', '트와이스왓츠러브', ""트와이스what'slove"", '트와이스안무영상', '트와이스리패키지', '트와이스댄스비디오', '트와이스남장', '트와이스영화패러디', '트와이스merry&happy', '트와이스메리앤해피', '트와이스whatislove?', '트와이스랜드', '트와이스콘서트', '트와이스투어', '트와이스랜드존2', '트와이스공연', '트와이스판타지파크', '트와이스fantasypark', '트와이스물음표댄스', '트와이스물음표춤', '트와이스dancevideo', '나하은트와이스', '트와이스배스트댄스']"
pop,48,35,"['kpop', 'k-pop', 'kpoplive', 'kpopstar', 'kpoper', 'candypop', 'oldpop', 'k-culturekoreanmusicmvmusicvideok-popkpop뮤비뮤직비디오', 'popsong', 'btsfakelovereactionnonkpop', 'kpopdancersreact', 'poprock', 'simplykpop', 'popsinseoul', 'toppop', 'kpopbest', 'kpoptop', 'btskpop', 'jpop', 'popping', 'popin', 'poppin', 'poppinboys', 'nicknackk-popshop', 'nicknackkpopshop', 'honeypopcorn', 'popmusic', 'kpopdance', '??멜론2018년1월5주차최신가요멜론차트연속듣기lkpoptop20l가사모음??', 'kpopmvreaction', 'kpopawards', 'k-popawards', 'kpopreaction', 'popularonyoutubeindia', 'kpopcouple']"
힙합,47,10,"['한국힙합', '힙합공연', '힙합플레이야', '힙합라이브', '딩고힙합', '힙합모음', '힙합퍼', '금요힙합', '라이브힙합', '국내힙합']"
고등래퍼,47,15,"['고등래퍼2', '고등래퍼1', '고등래퍼녹음현장', '고등래퍼2가사', '고등래퍼2lyric', '고등래퍼2lyrics', '고등래퍼차진혁', '차진혁고등래퍼', '고등래퍼2차진혁', '고등래퍼2이로한북', '고등래퍼2이로한', '고등래퍼총노래', '고등래퍼노래모음', '고등래퍼노래', '고등래퍼파이널']"
라이브,47,24,"['세로라이브', '이슬라이브', '라이브실화냐', '스타라이브', '노래방라이브', '가수라이브', '아이돌라이브', '힙합라이브', '아임라이브', '라이브방송', '라이브힙합', '라이브추천', '역주행라이브', '근본없는라이브', '자급자족라이브', '디피알라이브', '몰빵라이브', '이선희라이브', '라이브원', '일반인들의소름돋는라이브', '생라이브', '리얼라이브', '여섯시라이브', '연예인라이브']"
김하온,47,3,"['김하온레전드', '김하온싸이퍼', '김하온바코드']"
bighit,45,1,['bighitentertainment']
ikon,45,2,"['ikontv', 'ikon사랑을했다lovescenario']"
멜론차트,43,28,"['광고없는멜론차트', '광고없는멜론차트모음', '멜론차트노래모음', '20176월멜론차트', '멜론차트최신곡', '201712월멜론차트', '멜론차트top10', '2018년멜론차트', '2018년4월멜론차트', '가사보기멜론차트', '가사포함멜론차트', '5월멜론차트', '4월5주차멜론차트', '2018년5월멜론차트', '2018년4월5주차멜론차트', '멜론차트듣기', '5월멜론차트듣기', '4월3주차멜론차트', '5월2주차멜론차트', '4월4주차멜론차트', '4월멜론차트', '월간멜론차트', '5월1주차멜론차트', '멜론차트2018', '??멜론2018년1월5주차최신가요멜론차트연속듣기lkpoptop20l가사모음??', '1월멜론차트', '1월5주차멜론차트', '멜론차트연속듣기']"
dk,42,1,['shahidkapoor']
노래,42,53,"['노래모음', '최신노래', '최신노래모음', '광고없는노래모음', '최신노래듣기', '듣기좋은노래모음', '광고없는노래', '노래유튜버', '최신곡노래모음', '멜론차트노래모음', '노래방라이브', '좋은노래', '겨울노래', '빅스노래', '감성적인노래', '신나는노래', '노래방', '#멜론#최신음악#최신가요#실시간#노래#연속듣기#가사', '#멜론#최신가요#최신노래', '까페에서듣기좋은노래', '신나는겨울노래', '크리스마스노래', '겨울에듣기좋은노래', '잔잔한노래', '최진영노래', '노래하는코트', '코트노래', '노래방송', '가을노래', '언제들어도좋은노래best40곡모음', '밤노래', '좋은노래best40곡', '여름노래', '봄노래', 'tj노래방', '태진노래방', '해외노래', '2018노래모음', '좋은노래모음2018', '최신노래모음2018', '신나는노래모음2018', '2018노래', '남자들이좋아하는노래', '여자들이싫어하는노래', '바람의노래', '노래모음2018', '노래연속듣기2018', '좋은노래모음', '일반인이부른노래레전드', '노래.웃음.', '고등래퍼총노래', '고등래퍼노래모음', '고등래퍼노래']"
발라드,40,9,"['발라드모음', '겨울발라드', '좋은발라드모음2018', '좋은발라드', '발라드모음2018', '최신발라드연속듣기2018', '최신발라드', '2018년발라드모음', '광고없는발라드']"
지니뮤직,39,0,[]
dance,37,31,"['twicedancevideo', 'heelsdance', 'heeldance', 'heartshakerdancepractice', '하트셰이커dancevideo', 'heartshakerdancevideo', 'twicedancepractice', 'twicedance', 'dancersreact', 'kpopdancersreact', 'whatislovedancevideo', 'dancecover', 'btsdance', 'btsbloodsweat&tearsdancepractice', 'bloodsweat&tearsdancepractice', 'peekaboodancecovernahaeun', 'peekaboodancecover', 'peekaboodance', 'dancer', 'nomoredreamdancebreak', 'wannaonedance', 'dancepractice', 'kpopdance', 'dramaramadance', 'randomplaydance', 'wannaonecoverdance', 'dancesongs', 'nahaeunseventeenclapdancecover', 'nahaeundancecover', 'whatislovedance', '트와이스dancevideo']"
콘서트,37,4,"['조용필콘서트', '50주년콘서트', '트와이스콘서트', 'twice콘서트']"
인기가요,36,0,[]
노래모음,36,12,"['최신노래모음', '광고없는노래모음', '듣기좋은노래모음', '최신곡노래모음', '멜론차트노래모음', '2018노래모음', '좋은노래모음2018', '최신노래모음2018', '신나는노래모음2018', '노래모음2018', '좋은노래모음', '고등래퍼노래모음']"
jyp,36,1,['jypentertainment']
redvelvet,36,4,"['theperfectredvelvet', 'nahaeunredvelvet', 'redvelvetpeekaboo', '[album]perfectvelvet-redvelvetthe2ndalbum']"
레드벨벳,35,1,['레드벨벳피카부']
랩,35,10,"['랩몬스터', '랩퍼', '한국랩퍼', '랩배틀', '프리스타일랩', '스카이영원랩', '영원랩', '최진영영원랩', '랩저능아', '랩모니']"
koreamusic,34,0,[]
이병재,34,0,[]
벅스뮤직,34,0,[]
bobby,33,0,[]
chan,33,12,"['haechan', 'thechanceoflove', 'chanyeol', 'changeup!', 'jowoochan', 'newchapter#1:thechanceoflove', 'limchangjung', 'himchan', 'officialbillboardchannel', 'billboardchannel', 'pyeongchangwinterolympics2018', 'thibaanchannel']"
jay,33,3,"['jaypark', 'sanjayleelabhansali', 'jayk']"
june,33,2,"['hyungdon&daejune', 'daejune']"
bi,33,121,"['bighit', 'hongbin', 'bigbang', 'big', 'columbia', 'bigbang꽃길', 'punjabisongs', 'punjabi', 'yubindebut', 'yubinteaser', 'yubin', 'yubinsolo', 'yubinlady', 'yubinladymv', 'yubinmv', 'latestpunjabisongs2017', 'childishgambino', 'bigbangflowerroad', 'bigbang-꽃길(flowerroad)', 'newpunjabisongs2017', 'binglebangle', 'soobin', 'agreatbigworld', 'billboard', 'bittersweet', 'jbird', 'punjabisadsongs', 'punjabiromanticsongs', 'bingcrosby', 'showbizkorea', 'latestpunjabisongs', 'newpunjabisongs', 'punjabisong', 'birthdaygamble', 'birthdayremix', 'birthday', 'brandnewpunjabisongs', 'punjabilovesongs', 'buayeubichphuong', 'musicvideobichphuong', 'nh?cm?ibichph??ng', 'bichphuongofficial', 'bichphuong', 'bichph??ngtr?l?i', 'bichph??ngmvm?inh?t', 'newpunjabisadsong', 'punjabimusicvideosaatish', 'bestpunjabisongs2017', 'birender', 'punjabisongs2017', 'punjabilatestsongs', 'romanticsongspunjabi', 'punjabisongs2017aatish', 'jannatpunjabisong2017', 'newpunjabisongs2017jannat', 'latestpunjabisongs2017aatish', 'latestpunjabisong2017jannat', 'aatishnewpunjabisong2017', 'punjabibhangra', 'punjabimusic', 'punjabibhangramusic', 'mvbuayeubichph??ng', 'bichphuongbuayeu', 'bichph??ng', 'bichph??ngbuayeu', 'bichph??ngmv', 'buayeubichph??ng', 'bichph??ng2018', 'billboardcover', 'officialbillboardchannel', 'billboardchannel', 'billboardmagazine', 'bigwave', 'bibidibabidiboo', 'justinbieberfriends', 'panjabisongs', 'latestpanjabisongs', 'billboard200', 'punjabidjsongs', 'deepsidhupunjabisongs2018', 'punjabihitsongsdeepsidhu', 'punjabipartysongsdeepsidhu', 'deepsidhulatestpunjabisongs2018', 'punjabisongsnew2018thisweek', 'newpunjabisong2018', 'punjabisongs2018', 'latestpunjabisong2018', 'latestpunjabisongs2018', 'newpunjabi', 'punjabisongs2018latest', 'newpunjabisongs2018', 'punjabisongslatest', 'punjabisongs2018deepsidhu', 'latestpunjabisongsdeepsidhu', 'indianpunjabisinger', 'newpunjabisongsdeepsidhu', 'punjabibestsongsdeepsidhu', 'deepsidhunewpunjabisongs2018', 'punjabisongs2018new', 'punjabisongsnew2018', 'punjabisongs2018latestthisweek', 'punjabisongsnew', 'btsbillboard', 'rotiyanlatestpunjabisongs2017', 'bighitentertainment', 'newpunjabisongs2017amanmehra', 'rotiyanpunjabisong', 'rotiyanlatestpunjabisong2017', 'amanmehranewpunjabisongs2017', 'latestpunjabisong2017rotiyan', 'billboard2018', 'rotiyannewpunjabisongs2017', 'rotiyannewpunjabisong2017', 'newpunjabisongs2017rotiyan', 'newpunjabisong2017rotiyan', 'latestpunjabisongs2017rotiyan', 'rotiyanhitpunjabisongs2017', 'barbie', 'latestpunjabisong2017', 'latestpunjabimovie2017', 'hobie']"
바비,33,3,"['김바비', '비비디바비디부', '바비리스']"
김바비,33,0,[]
artist,32,9,"['poet|artist', 'fullalbumjonghyunpoet|artist', ""[fullalbum]jonghyun(종현)-'poet|artist'(posthumousalbum)"", 'fullalbumjonghyunpoet|artistposthumousalbum', 'jonghyunpoet|artistalbum', '종현poet|artistalbum', '종현poet|artist', ""jonghyun(종현)-우린봄이오기전에(beforeourspring)[album'poet|artist']"", 'artistoftheyear']"
j-hope,32,2,"['rmsugaj-hopeddaenglyrics', 'rmsugaj-hopeddaeng']"
강다니엘,32,4,"['강다니엘댄스', '강다니엘컷', '강다니엘독무', '컴백쇼강다니엘']"
가사,32,12,"['#멜론#최신음악#최신가요#실시간#노래#연속듣기#가사', '고등래퍼2가사', '바코드가사', '이로한가사', '붕붕가사', '가사번역', '가사보기멜론차트', '가사포함멜론차트', '??멜론2018년1월5주차최신가요멜론차트연속듣기lkpoptop20l가사모음??', '가사수록', '가사모음', '트리플포지션캥거루가사']"
reaction,31,19,"['btsreaction', 'btsfakelovereaction', 'btsfakelovereactionnonkpop', 'btsfakelovereactionmv', ""bts(방탄소년단)-'thetruthuntold'(feat.steveaoki)reaction"", 'cypherpt.4reaction', '#reaction', 'fakelovereaction', 'kpopmvreaction', 'reactions', 'twicereaction', 'heartshakerreaction', 'reactiontoheartshakermv', 'twicemvreaction', 'reactiontotwice', 'twiceheartshakermvreaction', 'heartshakermvreaction', 'kpopreaction', 'liereaction']"
하이라이트,30,2,"['하이라이트장면', '액션하이라이트']"
fakelove,30,13,"['fakeloveteaser2', 'btsfakelovereaction', 'btsfakelove', 'btsfakelovereactionnonkpop', '방탄소년단fakelove', 'btsfakelovereactionmv', 'fakeloveteaser1', 'btsfakelovemv', 'fakelovereaction', 'btsfakeloveteaser', 'fakelovecomeback', 'fakelovecomebackstage', 'fakelovebtslyrics']"
live,30,30,"['kpoplive', 'jimmykimmellive', 'edsheeranlive', 'serolive', 'verticallive', 'dprlive', 'amas2017livestream', 'amas2017btslive', 'amaslive', 'livemv', 'loveitliveit', ""i'mlive"", 'calvinharrisonekisslive', 'dualipaonekisslive', 'calvinharrisdualipaonekisslive', 'singerlive', 'dflive', 'hiphoplive', 'idollive', 'btslive', 'bestlive', 'beyoncelive', ""wecan'tliveonwithouttherhythm"", 'btsdnalive', 'dnalive', ""[제27회서울가요대상]bts(방탄소년단)-intro+'dna'+'micdrop'live(2018seoulmusicawards)"", 'troyelive', 'liveone', 'btsjimmykimmellive', ""bts(방탄소년단)-'micdrop'(liveatdickclark’snewyearsrockin’eve)""]"
직캠,30,3,"['골든디스크시상식직캠', '소녀시대직캠', '골든디스크직캠']"
concert,29,2,"['concerts', 'twiceconcert']"
army,29,2,"['btsarmy', 'dearmyfamily']"
리얼리티,29,0,[]
아티스트,28,0,[]
highlight,27,3,"['#highlight', '#vietnamhighlights', 'highlightreel']"
나얼,27,2,"['나얼기억의빈자리', '나얼기억의빈자리반복']"
고등래퍼2,27,6,"['고등래퍼2가사', '고등래퍼2lyric', '고등래퍼2lyrics', '고등래퍼2차진혁', '고등래퍼2이로한북', '고등래퍼2이로한']"
twicemv,27,1,['twicemvreaction']
twicemusicvideo,27,0,[]
yg,26,13,"['grammygold', 'ohmygirl', 'ohmygirlbanhana', 'ladygaga', 'boygroup', 'birthdaygamble', 'drakecharitygiveaway', 'kygovevo', 'kygo&miguel', 'kygo', 'gippygrewal', 'naishaddagippygrewal', 'lahorebygururandhawa']"
dingo,26,2,"['dingomusic', 'dingofreestyle']"
슬기,26,1,['슬기로운삶']
트와이스뮤직비디오,26,0,[]
딩고뮤직,25,0,[]
bangtantv,25,0,[]
official,25,20,"['officialvideo', 'gmmgrammyofficial', 'ptxofficial', '현아official', 'hyunaofficial', 'officialmusicvideo', 'dualipaofficial', 'lsdofficial', 'officialteaser', 'sonuketitukisweetyofficialtrailer', 'bichphuongofficial', 'lsd-genius(officialvideo)', 'lsdofficialaudio', 'lsd-audio(officialvideo)', 'officialbillboardchannel', 'charlieputh-doneforme(feat.kehlani)[officialaudio]', 'doneformeofficial', 'workpointofficial', 'thewayiamofficiallyricvideo', 'charlieputh-thewayiam[officiallyricvideo]']"
seulgi,25,0,[]
마마무,25,3,"['마마무별이빛나는밤', '마마무신곡', '#마마무']"
vixx,24,7,"['vixxscentist', 'vixxleosolo', 'vixxleodream', 'vixxleo', 'vixxtvcookie', 'vixxtv', 'eaudevixx']"
documentary,24,2,"['musicdocumentary', 'btsdocumentary']"
뮤직,24,34,"['뮤직비디오', '지니뮤직', '벅스뮤직', '트와이스뮤직비디오', '딩고뮤직', 'twice뮤직비디오', 'heartshaker뮤직비디오', '하트셰이커뮤직비디오', '도티뮤직비디오', '우리이야기뮤직비디오', '숙녀뮤직비디오', '유빈뮤직비디오', '뮤직뱅크', '저스트뮤직', 'k-culturekoreanmusicmvmusicvideok-popkpop뮤비뮤직비디오', '인디고뮤직', '하이어뮤직', '브랜뉴뮤직', '스퀘어뮤직', '안테나뮤직', '멜론뮤직어워즈', '봉뮤직', 'whatislove뮤직비디오', '멜론뮤직어워드', '2017멜론뮤직어워드', '아메리칸뮤직어워드', '메리앤해피뮤직비디오', 'merry&happy뮤직비디오', '뮤직앤뉴', '멜론뮤직어워드2017', '멜론뮤직어워드나하은춤', '멜론뮤직어워드베스트댄스상', '171202멜론뮤직어워드', '나하은멜론뮤직어워드']"
최신노래,24,4,"['최신노래모음', '최신노래듣기', '#멜론#최신가요#최신노래', '최신노래모음2018']"
프로듀스101,24,0,[]
youtube,24,8,"['youtuberedseries', 'youtuberedoriginals', 'youtubeoriginalseries', 'youtubered', 'songyoutuber', 'youtuber', 'lsdyoutube', 'popularonyoutubeindia']"
유튜브,24,5,"['유튜브오리지널', '유튜브레드', '유튜브레드오리지널', '유튜브오리지널시리즈', '유튜브레드시리즈']"
뉴이스트w,24,0,[]
빅스,24,23,"['빅스노래', '빅스뮤비', '빅스정규', '빅스센티스트', '빅스3집', '빅스향', '빅스정규3집', '빅스음원', '빅스정규앨범', '빅스레오', '빅스티비', '빅스레오꿈', '빅스레오솔로', '빅스tv', '빅스라비', '빅스혁', '빅스홍빈', '빅스티비쿠키', '빅스켄', '빅스엔', '빅스안무', '오드빅스', '빅스신곡']"
ken,23,4,"['kenshiyonezulemon', 'kendrick', 'drakenewmusic', 'kenshiyonezu']"
홍빈,23,2,"['이홍빈', '빅스홍빈']"
hongbin,23,0,[]
irene,23,0,[]
엔,23,21,"['로엔', '플레디스엔터테인먼트', '엔시티', '엔단', '글러브엔터테인먼트', '엔트레인보이', '엔시티드림', '엔터테인먼트', '엔이칠', '엔시티유', '엔시티일이칠', '엔드림', '엔씨티', '엔터', '알엔비', '빅스엔', '엔딩크레딧', 'sm엔터테인먼트', '엔딩크래딧', 'tnk티엔케이', '스타쉽엔터테인먼트']"
wendy,23,0,[]
세븐틴,23,9,"['세븐틴고맙다', '세븐틴커버', '세븐틴안무영상', '세븐틴박수안무', '나하은세븐틴', '세븐틴박수', '나하은세븐틴박수댄스커버', '세븐틴박수댄스커버', '고잉세븐틴']"
켄,23,4,"['요네즈켄시lemon', '켄타', '빅스켄', '타카다켄타']"
hyuk,23,4,"['hyukoh', 'ohhyuk', 'eunhyuk', 'minhyuk']"
leo,23,5,"['vixxleosolo', 'leodream', 'vixxleodream', 'vixxleo', 'dreamleo']"
ravi,23,0,[]
혁,23,11,"['한상혁', '혁오', '오혁', '차진혁', '고등래퍼차진혁', '차진혁고등래퍼', '고등래퍼2차진혁', '빅스혁', '은혁', '장혁', '민혁']"
레오,23,7,"['빅스레오', '빅스레오꿈', '레오솔로', '레오꿈', '빅스레오솔로', '꿈레오', '클레오파트라']"
라비,23,3,"['빅스라비', '라비믹테', '라비믹스테잎']"
최신노래모음,23,1,['최신노래모음2018']
광고없는노래모음,23,0,[]
joy,23,0,[]
웬디,23,0,[]
예리,23,0,[]
yeri,23,0,[]
heartshaker,23,16,"['heartshakermusicvideo', 'heartshakermv', 'twiceheartshaker', '트와이스heartshaker', 'heartshaker뮤직비디오', 'heartshakerm', 'heartshaker뮤비', 'heartshakerteaser', 'heartshaker티저', 'heartshakerdancepractice', 'heartshaker안무영상', 'heartshakerdancevideo', 'heartshakerreaction', 'reactiontoheartshakermv', 'twiceheartshakermvreaction', 'heartshakermvreaction']"
쇼미더머니,23,1,['쇼미더머니6']
아이린,23,0,[]
조이,23,0,[]
광고없는멜론차트,23,1,['광고없는멜론차트모음']
youtuberedseries,23,0,[]
musicdocumentary,23,0,[]
worldtour,23,0,[]
musician,23,0,[]
originalseries,23,1,['youtubeoriginalseries']
케이팝,23,1,['플레이케이팝']
youtuberedoriginals,23,0,[]
wingstour,23,0,[]
youtubeoriginalseries,23,0,[]
youtubered,23,2,"['youtuberedseries', 'youtuberedoriginals']"
달봉이와해봉이,22,0,[]
광고없는멜론차트모음,22,0,[]
rap,22,14,"['rapmonster', 'choreography', 'choreographyvideo', 'schoolrapper2', 'highschoolrapper2', 'rapper', 'rap-monster', 'koreanrapper', 'rapmon', 'heavenchoreography', 'dramaramachoreography', 'highschoolrapper', 'twicechoreography', 'whatislovechoreography']"
nu'estw,22,0,[]
최신노래듣기,22,0,[]
top100,22,1,['멜론top100']
세로라이브,22,0,[]
dingomusic,22,0,[]
달봉tv,22,1,['달봉tv멜론']
듣기좋은노래모음,22,0,[]
최신곡모음,22,0,[]
최신곡듣기,22,0,[]
갓딩고,22,0,[]
워너블,22,1,['워너블리액션']
트와이스mv,22,0,[]
