Comedy_tags,number,overlap_num,overlap_word
oldintonew,5,0,[]
세트플레이,5,0,[]
포스코비리,5,0,[]
동방신기,5,0,[]
smtown,5,0,[]
rm,5,8,"['ombrecolormix', 'vermilionmakeup', 'summermakeup', 'newyearmakeup', 'glittermakeup', 'readyformarrige', 'wintermakeup', 'reform']"
afterschool,5,0,[]
taemin,5,0,[]
태민,5,0,[]
btssuga,5,0,[]
dbsk,5,0,[]
민호,5,0,[]
key,5,0,[]
보아,5,0,[]
minho,5,0,[]
shinee,5,0,[]
superjunior,5,0,[]
샤이니,5,0,[]
junggook,5,0,[]
boaexo,5,0,[]
종현,5,0,[]
온유,5,0,[]
슈가,5,1,['펄슈가']
컬러믹스,5,1,['옴브레컬러믹스']
레나,5,0,[]
초밥,5,1,['연어초밥']
연어초밥,5,0,[]
청보라,5,1,['청보라염색']
노오븐,5,0,[]
려리네묭실,5,0,[]
ombrehair,5,0,[]
레이어드컷,5,0,[]
키,5,17,"['꿀키', '꿀키브이로그', '하나의키워드', '키덜트', '키라키라메이크업', '키스미', '아이러브니키', '비키니', '비키니라인', '크로마키스튜디오', '키썸', '세키네리사', '스모키메이크업', '키썸랩', '키썸피쳐링', '쿠키', '후지사와사츠키']"
랩몬,5,0,[]
bangtan,5,0,[]
boa,5,2,"['boaexo', 'uc74nuj8guq14boak5eoduna']"
정국,5,0,[]
jonghyun,5,0,[]
엑소,5,0,[]
onew,5,1,['oldintonew']
tohoshinki,5,0,[]
sm,5,13,"[""lamuqe'smagicup"", 'cosmetics', 'cosmetic', 'smtown', 'cosmeticsreview', 'smokymakeup', 'bananasmoothie', 'purplesmoky', 'smoothie', '김장김치asmr', 'backtoschoolsuppliesmakeup', 'schoolsuppliesmakeup', 'yoosmakeup']"
머위장아찌,5,1,['머위장아찌만들기']
딥블루염색,5,0,[]
코스메틱,5,0,[]
리아유,5,0,[]
ombrecolor,5,1,['ombrecolormix']
옴브레탈색,5,0,[]
clothinghacks,5,0,[]
파랑색염색,5,0,[]
영국남자,5,0,[]
ombre,5,4,"['ombrehair', 'ombrecolor', 'ombrecolormix', 'ombrebleach']"
스파게티,5,0,[]
crazywc,5,0,[]
홍대미용실,5,0,[]
벚꽃,5,3,"['벚꽃축제', '벚꽃템', '벚꽃메이크업']"
공책,5,0,[]
kitchen,5,3,"['junskitchen', ""jun'skitchen"", 'kitchentricks']"
cuisine,5,0,[]
다스베이다16회,5,0,[]
ombrecolormix,5,0,[]
making,5,0,[]
쿠쿠크루,5,0,[]
educationalvideos,5,0,[]
메이크업브러쉬,5,1,['메이크업브러쉬세척']
브릭메이크업,5,0,[]
브러쉬,5,10,"['친절한브러쉬', '이사배브러쉬', '메이크업브러쉬', '브러쉬세척', '브러쉬클리너', '메이크업브러쉬세척', '브러쉬세척법', '브러쉬제작', '메이크업아티스트브러쉬', '수아도르브러쉬']"
라벤더그레이,5,0,[]
craftsy,5,0,[]
experiment,5,0,[]
짝사랑,5,1,['전지적짝사랑시점']
teaching,5,0,[]
청보라염색,5,0,[]
satisfying,5,0,[]
크레이지wc,5,1,['홍대크레이지wc']
막장,5,0,[]
옴브레,5,4,"['옴브레염색', '옴브레컬러', '옴브레컬러믹스', '옴브레탈색']"
ombrebleach,5,0,[]
전짝시,5,0,[]
파스타,5,5,"['생파스타', '생면파스타', '크림파스타', '랜덤파스타', '아무거나파스타']"
연말메이크업,5,0,[]
연어,5,3,"['간장연어장', '연어초밥', '연어샐러드']"
감성,5,1,['민감성']
깡나,5,5,"['뷰티유투버깡나', '집팔아화장품사는깡나', '뷰티유튜버깡나', '깡나곽윤기', '곽윤기깡나']"
stylingtip,5,0,[]
같이준비해요,5,0,[]
꽁냥꽁냥,5,0,[]
이니스프리,5,0,[]
キッチン,5,1,['ジュンズキッチン']
kangna,5,1,['kkangna']
puremakeup,5,0,[]
iumakeup,5,0,[]
dailymakeupmake-up,5,0,[]
케이뷰티,5,0,[]
앞머리,5,0,[]
뷰티유투버깡나,5,0,[]
퓨어메이크업,5,0,[]
깨끗한메이크업,5,0,[]
beautycreator,5,0,[]
컴퓨터수리,5,0,[]
kkangna,5,0,[]
iu,5,2,"['iumakeup', 'herbarium']"
kbeautymakeup,5,0,[]
포니,5,7,"['포니신드롬', '포니메이크업', '포니화장법', '포니테일', '캘리포니아', '캘리포니아아몬드', '포니이펙트']"
강흥보,5,0,[]
집팔아화장품,5,1,['집팔아화장품사는깡나']
아이돌메이크업,5,0,[]
half-updo,5,0,[]
뷰티학개론,5,0,[]
트러블피부화장,5,0,[]
투톤,5,0,[]
입술성형메이크업,5,0,[]
부동산폭락,5,0,[]
긴얼굴쉐딩,5,0,[]
열무김치맛있게담는법,5,0,[]
스킨푸드,5,0,[]
열무김치담그는법,5,0,[]
lip,5,3,"['redlipstickmakeup', 'lipbalm', 'paperclips']"
화장튜토리얼,5,0,[]
cosmeticsreview,5,0,[]
이사배데일리,5,0,[]
왕초보메이크업,5,0,[]
성형메이크업,5,3,"['입술성형메이크업', '윤곽성형메이크업', '눈성형메이크업']"
화장품하울,5,0,[]
집팔아화장품사는깡나,5,0,[]
이사배아트,5,0,[]
화장품후기,5,0,[]
computer,5,0,[]
초보메이크업,5,1,['왕초보메이크업']
여자머리,5,1,['여자머리스타일']
여자헤어스타일,5,0,[]
훈녀,5,0,[]
물결웨이브,5,0,[]
이너뷰티,5,0,[]
섹시,5,1,['섹시한']
female,5,0,[]
기우쌤,5,0,[]
혜서니,5,0,[]
반묶음,5,0,[]
updo,5,1,['half-updo']
여자머리스타일,5,0,[]
긴머리웨이브,5,0,[]
걸그룹머리,5,0,[]
beuaty,5,0,[]
웨이브,5,2,"['물결웨이브', '긴머리웨이브']"
기우디자인,5,0,[]
아이돌,5,1,['아이돌메이크업']
c컬,5,0,[]
퍼플메이크업,5,0,[]
간단메이크업,5,0,[]
시스루뱅,5,0,[]
repurpose,5,0,[]
포니테일,5,0,[]
뷰튜버,5,0,[]
뷰티유튜버깡나,5,0,[]
다이어트,5,7,"['매실다이어트', '다이어트근력', '하체다이어트', '다이어트식단', '다이어트음식', '다이어트방법', '다이어트법']"
뷰투버,5,0,[]
hairstyle,5,0,[]
skinfood,5,0,[]
로맨틱,5,0,[]
컴퓨터,5,7,"['컴퓨터수리', '컴퓨터조립방법', '컴퓨터조립', '비싼컴퓨터', '컴퓨터튜닝', '컴퓨터고장원인', '조립컴퓨터']"
마사지,5,0,[]
funny,4,2,"['funnypranks', 'funnyvideo']"
액체,4,1,['액체괴물']
유기농매실,4,0,[]
광양매실,4,2,"['광양매실마을', '광양매실축제']"
무서운,4,0,[]
남친,4,4,"['송지효남친', '똥차남친', '남친더빙메이크업', '남친더빙']"
학교생활,4,1,['학교생활고민']
어이없는,4,0,[]
담는법,4,11,"['열무김치맛있게담는법', '장아찌담는법', '매실장아찌담는법', '매실청담는법', '알타리김치맛있게담는법', '오이소박이담는법', '오이김치맛있게담는법', '배추김치맛있게담는법', '김치담는법', '부추김치맛있게담는법', '마늘장아찌담는법']"
꾸며요,4,0,[]
ㅋㅋㅋ,4,2,"['ㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋ']"
ㅎㅎ,4,5,"['ㅎㅎㅎㅎ', 'ㅎㅎㅎ', 'ㅎㅎㅎㅎㅎ', 'ㅎㅎㅎㅎㅎㅎㅎ', 'ㅎㅎㅎㅎㅎㅎ']"
비밀연애,4,0,[]
ㅎ,4,6,"['ㅎㅎ', 'ㅎㅎㅎㅎ', 'ㅎㅎㅎ', 'ㅎㅎㅎㅎㅎ', 'ㅎㅎㅎㅎㅎㅎㅎ', 'ㅎㅎㅎㅎㅎㅎ']"
병맛,4,0,[]
유튜버,4,3,"['뷰티유튜버', '뷰티유튜버깡나', '일본유튜버']"
명이나물장아찌만드는법,4,0,[]
왕따,4,8,"['왕따썰', '왕따이유', '학교왕따', '왕따경험', '교내왕따', '왕따되는이유', '왕따당하는이유', '왕따일기']"
ㅋㅋㅋㅋ,4,1,['ㅋㅋㅋㅋㅋ']
쥬리인형,4,0,[]
ㅎㅎㅎㅎ,4,3,"['ㅎㅎㅎㅎㅎ', 'ㅎㅎㅎㅎㅎㅎㅎ', 'ㅎㅎㅎㅎㅎㅎ']"
클로이아트,4,0,[]
painting,4,0,[]
illust,4,0,[]
그림잘그리는법,4,0,[]
캐릭터그리기,4,0,[]
お?描き,4,0,[]
정월대보름음식,4,0,[]
보름나물,4,0,[]
광양매실마을,4,0,[]
plasticsurgery,4,0,[]
성형,4,8,"['라뮤끄성형외과', '입술성형메이크업', '성형메이크업', '윤곽성형메이크업', '눈성형메이크업', '성형화장', '성형녀', '강남성형']"
clothingrevamps,4,0,[]
supercool,4,0,[]
노트,4,0,[]
자,4,71,"['부동산투자', '갭투자', '만들자', '여자공감', '흥부자', '여자의화장에는이유가있다', '자원사기', '여자', '자원외교의몸통', '영국남자', '여자머리', '여자헤어스타일', '여자머리스타일', '기우디자인', '여자친구', '남자친구', '관심종자', '술자리', '과자골라담기', '과자담기', '김보름기자회견', '꾸미자', '여자팀추월', '여자근력운동', '여자상체근력', '자켓', '여자하체근력', '여자복근운동', '여자근육', '쿡소피자', '여자팔', '여자팔운동', '디자인', '자반고등어', '부동산갭투자', '문자', '자기계발', '감자볶음맛있게하는법', '감자당근볶음', '감자볶음', '감자볶음만드는법', '감자요리', '벤자민무어페인트', '벤자민페인트', '피자', '안녕자두야', '부자', '투자', '해외반응여자', '남자화장품', '리폼하자', '감자칩', '투명감자칩', '술자리메이크업', '라자냐롤', '라자냐', '치킨라자냐', '송지효남자', '남자염색', '아파트투자', '자원외교', '분당투자', '판교투자', '남자친구더빙메이크업', '자격지심', '여자싸움', '여자의질투', '꼬리자르기', '자원비리', '사자방', '투기자들']"
바닷가엑스파일,4,0,[]
바닷가전원주택단점,4,0,[]
탕후루,4,0,[]
바닷가단점,4,0,[]
바닷가집,4,0,[]
신비아파트,4,2,"['신비아파트고스트볼x의탄생', '신비아파트고스트볼의비밀']"
イラスト,4,0,[]
먹방,4,2,"['마실장아찌먹방', '먹방일기']"
drawing,4,1,['beautydrawing']
추천,4,13,"['화장품추천', '로드샵추천', '10대추천', '파운데이션추천', '수분크림추천', '블러셔추천', '꿀팁추천', '추천화장품', '라뮤끄추천', '추천템', '웹드추천', '웹드라마추천', '립스틱추천']"
매실청담기,4,0,[]
recipe,4,8,"['simplerecipe', 'boliedporkrecipe', 'boliedbeefrecipe', 'ponytailkimchirecipe', 'pickledgarlicrecipe', 'koreanfoodbulgogirecipe', 'bulgogirecipe', 'quickrecipes']"
한국선수,4,0,[]
일본sns화제,4,0,[]
2018평창,4,0,[]
대보름음식,4,1,['정월대보름음식']
보름음식,4,2,"['정월대보름음식', '대보름음식']"
描き方,4,0,[]
그림강좌,4,0,[]
artwork,4,0,[]
chloeart,4,0,[]
손그림,4,0,[]
일러스트,4,0,[]
sketch,4,0,[]
소묘,4,0,[]
ア?ト,4,0,[]
만화그리기,4,0,[]
회화,4,0,[]
2년숙성매실엑기스,4,0,[]
광양매실축제,4,0,[]
매실독성,4,0,[]
바비인형,4,0,[]
미미,4,3,"['미미인형', '미미월드', '리틀미미']"
monsterhigh,4,0,[]
dinga,4,0,[]
미용실,4,3,"['려리미용실', '려리네미용실', '홍대미용실']"
관절인형,4,1,['구체관절인형']
리페인팅,4,0,[]
키덜트,4,0,[]
회전목마,4,1,['딩가의회전목마']
폴리머클레이,4,0,[]
doll,4,4,"['babydoll', 'dollhouse', 'cherrydoll', 'dollymakeup']"
babydoll,4,0,[]
뷰티샵,4,0,[]
littlemimi,4,0,[]
할리퀸,4,0,[]
식완,4,0,[]
물놀이,4,0,[]
해변,4,0,[]
dollhouse,4,0,[]
상황극,4,0,[]
mimi,4,1,['littlemimi']
인어,4,3,"['스페인어화장', '스페인어메이크업', '스페인어']"
miniature,4,0,[]
체리인형,4,0,[]
방만들기,4,0,[]
시리즈,4,0,[]
구체관절인형,4,0,[]
딩가의회전목마,4,0,[]
네일,4,1,['네일아트']
룸박스,4,0,[]
미미인형,4,0,[]
디즈니,4,0,[]
매실장아지황금비율,4,0,[]
백설공주,4,0,[]
비비걸,4,0,[]
cherrydoll,4,0,[]
매실초절임,4,0,[]
mattel,4,0,[]
인형옷,4,0,[]
바비,4,3,"['바비인형', '바비걸', '바비브라운']"
아삭아삭장아찌,4,0,[]
흡혈귀,4,0,[]
clay,4,1,['polymerclay']
딩가,4,2,"['딩가의회전목마', '딩가의']"
미니어쳐,4,0,[]
매실원액담그는법,4,0,[]
인형극,4,0,[]
인형놀이,4,0,[]
미미월드,4,0,[]
스쿨걸,4,0,[]
미니어처,4,0,[]
바다,4,1,['그날바다']
cinderella,4,0,[]
핑크캣,4,0,[]
polymerclay,4,0,[]
하트블러셔,4,0,[]
에버에프터하이,4,1,['에버에프터하이돌']
snowwhite,4,0,[]
피부과,4,0,[]
매실씨앗독성,4,0,[]
매실초,4,1,['매실초절임']
매실장아찌쌜러드,4,0,[]
쩌는,4,0,[]
인형,4,11,"['쥬리인형', '바비인형', '관절인형', '체리인형', '구체관절인형', '미미인형', '인형옷', '인형극', '인형놀이', '인형의집', '인형메이크업']"
돌하우스,4,0,[]
신데렐라,4,0,[]
드라큘라,4,0,[]
할로윈,4,0,[]
매실농축액담그는법,4,0,[]
heartblush,4,0,[]
바비걸,4,0,[]
파운데이션찾기,4,0,[]
액체괴물,4,0,[]
여자친구,4,0,[]
연어샐러드,4,0,[]
mulan,4,0,[]
남자친구,4,1,['남자친구더빙메이크업']
드라큘로라,4,0,[]
diet,4,1,['easydiet']
매실액효능,4,0,[]
여친,4,1,['여친선물']
매실장아찌무침만드는법,4,0,[]
하동매실,4,0,[]
리카짱,4,0,[]
피부,4,13,"['피부관리', '피부메이크업', '트러블피부화장', '피부과', '건조한계절피부', '겨울철피부', '환절기피부', '겨울철피부관리', '여드름피부커버', '피부관리법', '빛나는피부', '여신피부', '피부미용']"
리페인트,4,0,[]
핑크메이크업,4,0,[]
pinkmakeup,4,0,[]
하트치크,4,0,[]
몬스터하이돌,4,0,[]
리틀미미,4,0,[]
리카,4,4,"['리카짱', '홀리카홀리카', '아프리카tv', '유트루아프리카']"
네일아트,4,0,[]
heartshaped,4,0,[]
하트블러쉬,4,0,[]
교복,4,0,[]
영실업,4,0,[]
베이비돌,4,0,[]
인형의집,4,0,[]
rica,4,1,['american']
딩가의,4,1,['딩가의회전목마']
체리돌,4,0,[]
뮬란,4,0,[]
원앤원,4,0,[]
하트메이크업,4,0,[]
에버에프터하이돌,4,0,[]
everafterhigh,4,0,[]
매실액기스담그는법,4,0,[]
몬스터하이,4,1,['몬스터하이돌']
홍쌍리매실장아찌,4,0,[]
skcouple,4,0,[]
커플유튜브,4,0,[]
양파,4,11,"['양파장아찌', '양파장아찌만드는법', '양파초절임먹는법', '양파절이', '양파초절임', '양파절임', '삼겹살양파절임', '양파절임만들기', '양파초절임레시피', '양파절임방법', '삼겹살양파']"
백스윙,4,0,[]
신준프로,4,0,[]
다운스윙,4,0,[]
학생메이크업,4,0,[]
겟레디윗미,4,0,[]
일본메이크업,4,0,[]
로드샵추천,4,0,[]
데이트vlog,4,0,[]
makeupkorean,4,0,[]
일본vlog,4,0,[]
이가리메이크업,4,0,[]
pony,4,4,"['ponysyndrome', 'ponymakeup', 'ponytailkimchirecipe', 'ponytailkimchi']"
travel,4,0,[]
곽토리일본,4,0,[]
겟레디위드미,4,0,[]
곽토리려리,4,0,[]
촉촉한베이스메이크업,4,0,[]
미스트,4,0,[]
팔로스루,4,0,[]
의학동영상,4,0,[]
사과,4,0,[]
비온뒤,4,0,[]
건조한계절피부,4,0,[]
겨울파운데이션,4,0,[]
건조한계절베이스,4,0,[]
한예슬인스타,4,0,[]
겨울철피부,4,1,['겨울철피부관리']
이사배베이스,4,0,[]
환절기피부,4,0,[]
수술,4,1,['지방종수술']
이사배파운데이션,4,0,[]
홍혜걸,4,0,[]
건조한계절,4,2,"['건조한계절피부', '건조한계절베이스']"
겨울철피부관리,4,0,[]
아이언,4,0,[]
이사배비비,4,0,[]
일상vlog,4,0,[]
커플유투브,4,0,[]
기초화장,4,0,[]
10대화장,4,0,[]
장아찌담는법,4,2,"['매실장아찌담는법', '마늘장아찌담는법']"
브런치,4,0,[]
감동,4,0,[]
연예,4,5,"['연예인라이브', '연예인메이크업', '연예인커버', '연예인화장', '연예인따라하기']"
티엔지티,4,0,[]
전지적짝사랑시점,4,0,[]
박보검,4,0,[]
박티엔,4,0,[]
방풍장아찌,4,0,[]
장아찌담그는법,4,2,"['매실장아찌담그는법', '마늘장아찌담그는법']"
방풍나물,4,3,"['방풍나물요리법', '방풍나물장아찌', '방풍나물장아찌만드는법']"
방풍나물요리법,4,0,[]
봄철장아찌,4,0,[]
방풍나물장아찌,4,1,['방풍나물장아찌만드는법']
봄나물장아찌,4,0,[]
방풍나물장아찌만드는법,4,0,[]
이벤트,4,0,[]
tngt,4,0,[]
주택,4,2,"['바닷가전원주택단점', '가정주택']"
카페,4,0,[]
10대추천,4,0,[]
학생화장,4,0,[]
키라키라메이크업,4,0,[]
믹스나인,4,2,"['믹스나인이하영', '믹스나인하영']"
콕티비,4,0,[]
여행vlog,4,0,[]
이하영,4,1,['믹스나인이하영']
김영대,4,0,[]
makeupkorea,4,1,['makeupkorean']
가정주택,4,0,[]
서울데이트,4,0,[]
곽토리세일러문,4,0,[]
로드샵화장품,4,0,[]
소근커플,4,0,[]
장아찌만들기,4,3,"['머위장아찌만들기', '깻잎장아찌만들기', '마늘장아찌만들기']"
smokymakeup,4,0,[]
집꾸미기,4,0,[]
겨울촉촉,4,0,[]
치료,4,0,[]
이승인,4,0,[]
신기마스카라,4,0,[]
경제,4,1,['한국경제tv']
한예슬의료사고,4,0,[]
헬스,4,1,['헬스조선']
지방종수술,4,0,[]
매실수확시기,4,0,[]
의료사고,4,1,['한예슬의료사고']
지방종,4,1,['지방종수술']
의료,4,2,"['한예슬의료사고', '의료사고']"
고양이간식,4,0,[]
비비크림,4,0,[]
여성,4,4,"['세계여성의날', '여성의날', '여성근력운동', '여성팔운동']"
마스카라,4,2,"['신기마스카라', '마스카라픽서']"
이게진짜될까,4,0,[]
한예슬,4,2,"['한예슬인스타', '한예슬의료사고']"
촉촉한베이스,4,1,['촉촉한베이스메이크업']
겨울베이스,4,1,['겨울베이스메이크업']
겨울베이스메이크업,4,0,[]
점토,4,0,[]
시술,4,0,[]
주방꿀팁,4,0,[]
의학채널,4,0,[]
의학,4,2,"['의학동영상', '의학채널']"
반론,4,0,[]
이지현교수,4,0,[]
신입생,3,0,[]
꽃놀이,3,0,[]
sunnyschannel,3,0,[]
새내기,3,3,"['새내기메이크업', '새내기무쌍메이크업', '새내기메컵']"
써니메이크업,3,0,[]
썸,3,6,"['썸남', '썸녀', '키썸', '키썸랩', '키썸피쳐링', '빗썸']"
붉은융단,3,1,['붉은융단떼거리']
데이트,3,4,"['데이트메이크업', '데이트vlog', '서울데이트', '데이트폭력']"
관종,3,0,[]
관심종자,3,0,[]
레드벨벳,3,0,[]
술자리,3,1,['술자리메이크업']
비노,3,0,[]
벚꽃축제,3,0,[]
데이트폭력,3,0,[]
강동원닮은꼴,3,0,[]
붉은융단떼거리,3,0,[]
강동원,3,1,['강동원닮은꼴']
연애고민,3,0,[]
반찬만들기,3,1,['밑반찬만들기']
라이브,3,5,"['이슬라이브', '생라이브', '가수라이브', '리얼라이브', '연예인라이브']"
이슬라이브,3,0,[]
생라이브,3,0,[]
건강정보,3,0,[]
송추불냉면,3,1,['도로시송추불냉면']
매운음식도장깨기,3,0,[]
도로시송추불냉면,3,0,[]
naengmyeon,3,0,[]
이사배퍼플,3,0,[]
바이올렛,3,1,['울트라바이올렛']
팬톤,3,0,[]
퍼플,3,2,"['퍼플메이크업', '이사배퍼플']"
울트라바이올렛,3,0,[]
건강상식,3,0,[]
violet,3,1,['violetmakeup']
뇌졸중전조증상,3,0,[]
크랜베리tv,3,0,[]
vino,3,0,[]
뇌졸중증상,3,0,[]
올해의색,3,0,[]
vixx,3,0,[]
가수라이브,3,0,[]
리얼라이브,3,0,[]
케이트,3,0,[]
연예인라이브,3,0,[]
빅스,3,0,[]
참이슬,3,0,[]
live,3,0,[]
술게임,3,0,[]
플레이백,3,0,[]
makeupforever,3,0,[]
how,3,15,"['howto', 'howitrainedmycats', 'howtomakespringroll', 'knowhow', 'howtomake', 'howtoprank', 'howtosneakfood', 'how-to', 'sharehows', 'show', 'howtostorechivesinthefridge', 'howtosneakmakeupintoclass', 'howtoapply', 'howtomakeliegewaffles', 'howtostorechives']"
더페이스샵,3,0,[]
베네피트블러셔,3,0,[]
이마트행사,3,0,[]
paw,3,0,[]
과자골라담기,3,0,[]
힐링버드,3,0,[]
파운데이션추천,3,0,[]
수분크림추천,3,0,[]
골드러쉬,3,0,[]
로드샵파운데이션,3,0,[]
베네피트,3,1,['베네피트블러셔']
무한담기,3,0,[]
베카,3,0,[]
お手,3,0,[]
haul,3,0,[]
vdl,3,0,[]
리듀어,3,0,[]
생파스타,3,0,[]
그릭샐러드,3,0,[]
freshpasta,3,0,[]
greeksalad,3,0,[]
생면파스타,3,0,[]
크림파스타,3,0,[]
hemtube,3,0,[]
리액션,3,0,[]
흑역사,3,0,[]
매운음식,3,1,['매운음식도장깨기']
koreancoldnoodles,3,0,[]
록시땅,3,0,[]
끌레드뽀보떼,3,0,[]
블러셔추천,3,0,[]
에뛰드,3,0,[]
kate,3,0,[]
키스미,3,0,[]
폴앤조,3,0,[]
헤라,3,0,[]
vt,3,0,[]
슈에무라,3,0,[]
3ce,3,0,[]
블러셔,3,4,"['하트블러셔', '베네피트블러셔', '블러셔추천', '코랄블러셔']"
innisfree,3,0,[]
paul&joe,3,0,[]
샤넬,3,0,[]
어딕션,3,0,[]
코덕,3,0,[]
jun'skitchen,3,0,[]
홀리카홀리카,3,0,[]
training,3,0,[]
크리니크,3,0,[]
아리따움,3,0,[]
볼터치,3,0,[]
trained,3,1,['howitrainedmycats']
howitrainedmycats,3,0,[]
도리스돌,3,0,[]
이마트,3,1,['이마트행사']
과자담기,3,0,[]
코랄블러셔,3,0,[]
미샤,3,0,[]
간식,3,2,"['고양이간식', '간편한간식']"
클리오루즈힐벨벳,3,0,[]
매실장아찌담는법,3,0,[]
나폴리탄,3,0,[]
감미료,3,0,[]
윤곽성형메이크업,3,0,[]
매실성분,3,0,[]
매실먹는법,3,0,[]
매실cf,3,0,[]
매실마늘장아찌,3,0,[]
매실만들기,3,0,[]
매실액고추장,3,0,[]
매실담그는시기,3,0,[]
매실소화,3,0,[]
매실담그는법,3,0,[]
매실담그기,3,0,[]
설희매실,3,0,[]
매실액,3,6,"['매실액기스', '매실액기스만들기', '매실액효능', '매실액기스담그는법', '매실액고추장', '매실액기스효능']"
노선영,3,1,['밥데용노선영']
김보름기자회견,3,0,[]
야식,3,0,[]
조민기아내,3,0,[]
짱쉬운,3,0,[]
제철음식,3,0,[]
세계여성의날,3,0,[]
압솔뤼립라커,3,0,[]
소희,3,2,"['안소희', '원더걸스소희']"
lancome,3,0,[]
매실효능,3,0,[]
매실무침,3,0,[]
연우진,3,0,[]
우먼스위크,3,0,[]
몽골,3,0,[]
아노와호이가,3,0,[]
랑콤,3,1,['랑콤쿠션']
여성의날,3,1,['세계여성의날']
원더걸스,3,1,['원더걸스소희']
랑콤쿠션,3,0,[]
마리끌레르,3,0,[]
반찬레시피,3,1,['밑반찬레시피']
밑반찬만들기,3,0,[]
밥데용트위터,3,0,[]
밥데용코치,3,0,[]
train,3,3,"['training', 'trained', 'howitrainedmycats']"
무청시래기만드는법,3,0,[]
시래기볶음만들기,3,0,[]
ㅎㅎㅎ,3,4,"['ㅎㅎㅎㅎ', 'ㅎㅎㅎㅎㅎ', 'ㅎㅎㅎㅎㅎㅎㅎ', 'ㅎㅎㅎㅎㅎㅎ']"
월남쌈,3,0,[]
쉬운,3,2,"['짱쉬운', '개쉬운']"
시래기나물무침,3,0,[]
초간단,3,1,['초간단떡볶이']
무청시래기볶음만드는법,3,0,[]
무청시래기나물,3,0,[]
시래기무침만드는법,3,0,[]
김치,3,56,"['열무김치', '열무김치맛있게담는법', '열무김치담그는법', '김치볶음밥', '김치양념', '수육김치', '깻잎김치맛있게만드는법', '깻잎김치', '여름김치', '여름김치종류', '김장김치수육', '알타리김치만들기', '총각김치담그는법', '총각김치만드는법', '알타리김치담기', '알타리김치맛있게담는법', '알타리김치황금레시피', '총각김치만들기', '맑은열무물김치', '열무얼갈이김치', '열무김치국수', '맑은열무김치', '김치담그는과정', '김치담그는법', '냉면김치만드는법', '냉면김치', '냉면김치담기', '얼갈이김치', '국물김치', '김치담그는비법', '오이김치맛있게담는법', '오이김치', '배추김치맛있게담그는법', '포기김치만드는방법', '배추김치담그기', '김치담그기비법', '김장김치맛있게담그는법', '배추김치맛있게담는법', '배추김치담그는법', '여름배추김치담그는법', '포기김치', '김장김치양념', '배추김치', '배추김치총각김치열무김치나박김치', '김치담그기', '김장김치asmr', '포기김치맛있게담그기', '배추김치양념', '김치담는법', '김장김치담그기', '배추김치황금레시피', '여름배추물김치', '부추김치맛있게담는법', '한포기김치', '김치만드는방법', '김치싸대기']"
quick,3,1,['quickrecipes']
repair,3,0,[]
김치볶음밥,3,0,[]
springroll,3,1,['howtomakespringroll']
오크족장,3,0,[]
howtomakespringroll,3,0,[]
꾸미자,3,0,[]
디저트,3,0,[]
시래기무침,3,1,['시래기무침만드는법']
매실볶음밥,3,0,[]
시래기나물레시피,3,0,[]
밥데용노선영,3,0,[]
김보름,3,1,['김보름기자회견']
밥데용,3,3,"['밥데용트위터', '밥데용코치', '밥데용노선영']"
여자팀추월,3,0,[]
개쉬운,3,0,[]
매실장아찌쉽게담그는법,3,0,[]
매실수확,3,1,['매실수확시기']
매실엑기스효능,3,0,[]
하는법,3,7,"['화장하는법', '화장잘하는법', '생선구이맛있게하는법', '감자볶음맛있게하는법', '수육맛있게하는법', '냉이무침하는법', '오이소박이맛있게하는법']"
ㅋㅋㅋㅋㅋ,3,0,[]
김치양념,3,2,"['김장김치양념', '배추김치양념']"
무청시래기볶음,3,1,['무청시래기볶음만드는법']
시래기요리종류,3,0,[]
시래기볶음,3,4,"['시래기볶음만들기', '무청시래기볶음만드는법', '무청시래기볶음', '시래기볶음멸치육수']"
시래기요리,3,1,['시래기요리종류']
시래기볶음멸치육수,3,0,[]
시래기무치는법,3,0,[]
안소희,3,0,[]
우먼스데이,3,0,[]
원더걸스소희,3,0,[]
지성,3,0,[]
self,3,1,['doityourself']
시크릿,3,0,[]
trouble,3,0,[]
관리실,3,0,[]
mask,3,0,[]
민가든,3,0,[]
에스테틱,3,0,[]
나이트케어,3,0,[]
각질제거,3,0,[]
피현정,3,0,[]
마스크팩,3,0,[]
화장빨,3,0,[]
나이트,3,1,['나이트케어']
sleep,3,0,[]
민감성,3,0,[]
knowhow,3,0,[]
겨울,3,8,"['겨울메이크업', '겨울파운데이션', '겨울철피부', '겨울철피부관리', '겨울촉촉', '겨울베이스', '겨울베이스메이크업', '겨울스킨케어']"
필링제,3,0,[]
homecare,3,0,[]
샌드,3,3,"['아보카도샌드위치', 'belt샌드위치', '샌드박스']"
디렉터파이,3,0,[]
안경메이크업,3,0,[]
sulwhasoo,3,0,[]
koreanskincare,3,0,[]
songhyekyo,3,0,[]
송혜교인터뷰,3,0,[]
설화수,3,0,[]
송혜교,3,1,['송혜교인터뷰']
trick,3,4,"['tricks', 'stationerytricks', 'kitchentricks', 'bathroomtricks']"
건성,3,0,[]
fallmakeup,3,0,[]
kimchifiredrice,3,0,[]
케어,3,7,"['스킨케어', '홈케어', '나이트케어', '셀프케어', '겨울스킨케어', '촉촉스킨케어', '간절기스킨케어']"
