Comedy_tags,number,overlap_num,overlap_word
lamuqe,63,1,"[""lamuqe'smagicup""]"
튜토리얼,61,2,"['메이크업튜토리얼', '화장튜토리얼']"
뷰티영상,60,0,[]
lamuqe'smagicup,59,0,[]
koreastyle,59,0,[]
라뮤끄의매직업,59,0,[]
라뮤끄화장,57,0,[]
cooking,42,2,"['cookingbox', 'cookingkit']"
makeup,38,51,"['makeuptutorial', 'koreanmakeup', 'specialmakeup', 'ponymakeup', 'kpopmakeup', 'puremakeup', 'iumakeup', 'dailymakeupmake-up', 'kbeautymakeup', 'pinkmakeup', 'makeupkorean', 'makeupkorea', 'smokymakeup', 'makeupforever', 'fallmakeup', 'partymakeup', 'risabaemakeup', 'makeupbrush', 'makeupbrushcleaner', 'makeuptool', 'cateyemakeup', 'sunnymakeup', 'springmakeup', 'naturalmakeup', 'dollymakeup', 'japanesestylemakeup', 'koreamakeuptutorial', 'makeuptutorialasian', 'redlipstickmakeup', 'vermilionmakeup', 'orangemakeup', 'holidaymakeup', 'end-of-the-yeartwinklingbrickmakeup', 'violetmakeup', 'purplemakeup', 'amethystmakeup', 'dailymakeup', 'summermakeup', 'sparklingmakeup', 'newyearmakeup', 'goldenmakeup', 'glittermakeup', 'goldmakeup', 'howtosneakmakeupintoclass', 'backtoschoolsuppliesmakeup', 'schoolsuppliesmakeup', 'asianmakeup', 'idolmakeup', 'figmakeup', 'wintermakeup', 'yoosmakeup']"
kbeauty,38,1,['kbeautymakeup']
꿀키,36,1,['꿀키브이로그']
koreanfood,34,1,['koreanfoodbulgogirecipe']
baking,31,0,[]
k-food,31,0,[]
foodporn,31,0,[]
메이크업튜토리얼,30,0,[]
심방골주부,28,0,[]
이사배,28,18,"['이사배메이크업', '이사배브러쉬', '이사배데일리', '이사배아트', '이사배베이스', '이사배파운데이션', '이사배비비', '이사배퍼플', '이사배글리터', '이사배음원', '이사배노래', '이사배이엔씨', '이사배가수', '이사배친절한브러씨', '이사배개', '이사배깡버', '이사배커버메이크업', '이사배화장']"
뷰티,28,20,"['뷰티영상', '뷰티유튜버', '뷰티유투버', '뷰티드로잉', '딩고뷰티', '뷰티크리에이터', '뷰티팁', '뷰티클라우드', '뷰티노하우', '케이뷰티', '뷰티유투버깡나', '뷰티학개론', '이너뷰티', '뷰티유튜버깡나', '뷰티샵', '맨즈뷰티', '맨스뷰티', '뷰티블로거', '뷰티구루', '유스뷰티']"
risabae,27,4,"['risabaeart', 'risabaemakeup', 'risabaebrush', 'risabaeenc']"
이사배메이크업,26,0,[]
메이크업아티스트,26,2,"['메이크업아티스트브러쉬', '씨엘메이크업아티스트']"
백투베이직,25,0,[]
art,25,9,"['risabaeart', 'artwork', 'chloeart', 'heartblush', 'heartshaped', 'partymakeup', 'end-of-the-yeartwinklingbrickmakeup', 'holidayparty', 'christmasparty']"
분장,25,0,[]
risabaeart,25,0,[]
specialmakeup,25,0,[]
howto,24,9,"['howtomakespringroll', 'howtomake', 'howtoprank', 'howtosneakfood', 'howtostorechivesinthefridge', 'howtosneakmakeupintoclass', 'howtoapply', 'howtomakeliegewaffles', 'howtostorechives']"
레시피,23,25,"['황금레시피', '반찬레시피', '시래기나물레시피', '간단레시피', '생선요리레시피', '수육황금레시피', '수육레시피', '알타리김치황금레시피', '오이지황금레시피', '마늘장아찌황금레시피', '배추김치황금레시피', '양파초절임레시피', '밑반찬레시피', '돼지불고기황금레시피', '고추장돼지불고기황금레시피', '불고기황금레시피', '팥죽황금레시피', '단팥죽황금레시피', '단팥죽레시피', '팥죽레시피', '요리레시피', '콩나물요리레시피', '콩나물무침레시피', '멸치볶음황금레시피', '꽈리고추멸치볶음황금레시피']"
ponysyndrome,22,0,[]
뷰티유튜버,22,1,['뷰티유튜버깡나']
ponymakeup,21,0,[]
포니신드롬,21,0,[]
포니메이크업,21,0,[]
한식,20,0,[]
diy,20,10,"['diyprojects', 'diyactivities', 'blossomdiy', 'diyvideos', 'diycrafts', 'diyhacks', 'diy덕후', 'diycolor', 'schoolsuppliesdiy', 'hangersdiy']"
데일리메이크업,20,0,[]
k-beauty,18,0,[]
korean,18,11,"['koreanmakeup', 'koreanfood', 'koreansidedishes', 'makeupkorean', 'koreancoldnoodles', 'koreanskincare', 'koreanbraisedfish', 'koreankimchi', 'koreanbeauty', 'pickledgarilckorean', 'koreanfoodbulgogirecipe']"
회사원a,17,0,[]
리뷰,17,2,"['화장품리뷰', '파운데이션리뷰']"
비트코인,17,7,"['비트코인분석', '비트코인기술적분석', '비트코인시황', '비트코인흐름', '비트코인전망', '비트코인캐시', '비트코인골드']"
가상화폐,17,1,['가상화폐전망']
허챠밍,16,0,[]
화장품,16,10,"['화장품리뷰', '화장품추천', '집팔아화장품', '화장품하울', '집팔아화장품사는깡나', '화장품후기', '로드샵화장품', '추천화장품', '곽윤기화장품', '남자화장품']"
로드샵메이크업,15,0,[]
요리,15,38,"['제철요리', '한국요리', '전통요리', '방풍나물요리법', '시래기요리종류', '시래기요리', '깻잎요리', '간단요리', '돼지고기요리', '생선요리레시피', '생선요리노하우', '반찬요리', '간편한요리', '감자요리', '캠핑요리', '고등어요리', '깔끔한요리', '뜨끈한국물요리', '나물요리법', '나물요리', '냉이요리', '냉이나물요리법', '무침요리', '오이요리', '머위요리', '볶음요리', '머위대요리법', '크리스마스요리', '요리설명', '요리레시피', '콩나물요리', '콩나물요리레시피', '요리비결', '간단한요리', '칼칼한요리', '감기에좋은요리', '요리법', '꽈리고추요리']"
웹드라마,14,9,"['인기웹드라마', '학교웹드라마', '웹드라마방과후', '설레는웹드라마', '웹드라마방과후연애', '송지효웹드라마', '웹드라마추천', '신규웹드라마', '볼만한웹드라마']"
꿀팁,14,4,"['주방꿀팁', '꿀팁추천', '생활꿀팁', '곰손꿀팁']"
음식,14,13,"['음식메뉴', '한국음식', '정월대보름음식', '대보름음식', '보름음식', '매운음식도장깨기', '매운음식', '제철음식', '고기먹을때필요한음식', '다이어트음식', '감기에좋은음식', '칼칼한음식', '간단한음식']"
cosmetics,13,1,['cosmeticsreview']
뷰티유투버,13,1,['뷰티유투버깡나']
브이로그,13,1,['꿀키브이로그']
스킨케어,13,3,"['겨울스킨케어', '촉촉스킨케어', '간절기스킨케어']"
부동산전망,13,0,[]
メイクアップ,13,0,[]
メイク,13,1,['メイクアップ']
회사원b,13,0,[]
만들기,13,32,"['매실액기스만들기', '매실청만들기', '머위장아찌만들기', '방만들기', '장아찌만들기', '반찬만들기', '매실만들기', '밑반찬만들기', '시래기볶음만들기', '매실효소로식초만들기', '깻잎장아찌만들기', '스커트만들기', '봄치마만들기', '치마만들기', '보쌈만들기', '돼지고기수육만들기', '고무줄치마만들기', '부드러운수육만들기', '수육만들기', '알타리김치만들기', '총각김치만들기', '다진마늘만들기', '마늘장아찌만들기', '양파절임만들기', '돼지불고기만들기', '돼지불고기양념만들기', '팥떡만들기', '팥죽만들기', '단팥죽새알만들기', '단팥죽만들기', '무조림만들기', '와플만들기']"
피부관리,13,2,"['겨울철피부관리', '피부관리법']"
food,12,7,"['koreanfood', 'k-food', 'foodporn', 'skinfood', 'sneakfoodintoclass', 'howtosneakfood', 'koreanfoodbulgogirecipe']"
부동산투자,12,0,[]
부동산강의,12,0,[]
윤쨔미,12,0,[]
공감,11,1,['여자공감']
메이크업강좌,11,0,[]
tips,11,3,"['healthtips', 'space-savingtips', 'clothingtips']"
라뮤끄성형외과,11,0,[]
review,11,1,['cosmeticsreview']
노하우,11,2,"['뷰티노하우', '생선요리노하우']"
화장품리뷰,11,0,[]
베이스메이크업,11,2,"['촉촉한베이스메이크업', '겨울베이스메이크업']"
딩고,11,1,['딩고뷰티']
쇼킹부동산,11,0,[]
파운데이션,11,13,"['파운데이션바르기', '파운데이션바르는방법', '파운데이션찾기', '겨울파운데이션', '이사배파운데이션', '파운데이션추천', '로드샵파운데이션', '파운데이션비교', '나스파운데이션', '나스네츄럴래디언트파운데이션', '입생로랑올아워파운데이션', '입생로랑파운데이션', '파운데이션리뷰']"
뷰티드로잉,10,0,[]
포니화장법,10,0,[]
재테크,10,1,['부동산재테크']
후기,10,4,"['화장품후기', '한국여행후기', '유럽여행후기', '일본여행후기']"
beautydrawing,10,0,[]
남사친,10,1,['남사친사귀기']
로메튜,10,0,[]
파운데이션바르기,10,0,[]
매실장아찌무침,10,1,['매실장아찌무침만드는법']
파운데이션바르는방법,10,0,[]
김다영,10,0,[]
kimdayeong,10,0,[]
cosmetic,10,2,"['cosmetics', 'cosmeticsreview']"
diyprojects,10,0,[]
동영상,10,1,['의학동영상']
만들어요,10,0,[]
powerdirector16,10,0,[]
부동산재테크,10,0,[]
반찬,10,11,"['밑반찬', '반찬만들기', '반찬레시피', '밑반찬만들기', '깻잎장아찌맛잇는반찬가게', '깻잎반찬', '반찬가게', '매일반찬', '반찬요리', '간단한반찬', '밑반찬레시피']"
dingo,10,1,['dingobeauty']
지우개,10,0,[]
doityourself,10,0,[]
매실청만드는법,10,0,[]
cyberlink,10,0,[]
리폼,10,2,"['리폼하기', '리폼하자']"
tricks,10,3,"['stationerytricks', 'kitchentricks', 'bathroomtricks']"
dayeong,10,1,['kimdayeong']
친절한브러쉬,10,0,[]
겨울메이크업,10,0,[]
이사배브러쉬,10,0,[]
친절한브러씨,10,1,['이사배친절한브러씨']
대리인,10,0,[]
꾸미기,9,1,['집꾸미기']
황금레시피,9,12,"['수육황금레시피', '알타리김치황금레시피', '오이지황금레시피', '마늘장아찌황금레시피', '배추김치황금레시피', '돼지불고기황금레시피', '고추장돼지불고기황금레시피', '불고기황금레시피', '팥죽황금레시피', '단팥죽황금레시피', '멸치볶음황금레시피', '꽈리고추멸치볶음황금레시피']"
ssinnim,9,0,[]
하루세끼,9,0,[]
장아찌,9,45,"['매실장아찌무침', '매실장아찌만드는법', '매실장아찌', '매실장아찌담그는법', '머위장아찌만들기', '머위장아찌', '명이나물장아찌만드는법', '아삭아삭장아찌', '매실장아찌쌜러드', '매실장아찌무침만드는법', '홍쌍리매실장아찌', '장아찌담는법', '방풍장아찌', '장아찌담그는법', '봄철장아찌', '방풍나물장아찌', '봄나물장아찌', '방풍나물장아찌만드는법', '장아찌만들기', '매실장아찌담는법', '매실마늘장아찌', '매실장아찌쉽게담그는법', '마실장아찌먹방', '깻잎장아찌만들기', '매실깻잎장아찌만드는법', '깻잎장아찌맛집', '기쁨의교회깻잎장아찌', '장아찌만드는법', '양파장아찌', '깻잎장아찌', '양파장아찌만드는법', '깻잎장아찌맛잇는반찬가게', '간장깻잎장아찌', '된장깻잎장아찌', '깻잎장아찌만드는법', '싹힌깻입장아찌', '된장깻잎장아찌만드는법', '마늘장아찌만드는법', '마늘장아찌담기', '마늘장아찌만들기', '마늘장아찌황금레시피', '머위대장아찌', '머위대장아찌만드는법', '마늘장아찌담그는법', '마늘장아찌담는법']"
ryeori,9,0,[]
씬님,9,0,[]
려리,9,4,"['려리미용실', '려리네미용실', '려리네묭실', '곽토리려리']"
kwaktori,9,0,[]
usefulthings,9,0,[]
trucosdebelliza,9,0,[]
곽토리,9,5,"['곽토리일본', '곽토리려리', '곽토리세일러문', '곽토리머리', '곽토리렌즈']"
화장하는법,9,0,[]
데이트메이크업,9,0,[]
트러블,9,1,['트러블피부화장']
연필,9,0,[]
갭투자,9,1,['부동산갭투자']
여화이,9,5,"['여화이3', '여화이4', '여화이5', '여화이2', '여화이1']"
볼펜,9,0,[]
딩고뷰티,9,0,[]
미용,9,5,"['려리미용실', '려리네미용실', '홍대미용실', '미용실', '피부미용']"
kpopmakeup,9,0,[]
beautyyoutuber,8,0,[]
cook,8,3,"['cooking', 'cookingbox', 'cookingkit']"
rachel,8,0,[]
청순메이크업,8,0,[]
yt:cc=on,8,0,[]
설렘,8,0,[]
방과후연애,8,1,['웹드라마방과후연애']
인기웹드라마,8,0,[]
방과후,8,3,"['방과후연애', '웹드라마방과후', '웹드라마방과후연애']"
여사친,8,0,[]
썸남,8,0,[]
햄튜브,8,0,[]
헤어스타일,8,4,"['여자헤어스타일', '셀프헤어스타일링', '간단헤어스타일링', '헤어스타일링']"
ぬこ,8,0,[]
매실액기스,8,3,"['매실액기스만들기', '매실액기스담그는법', '매실액기스효능']"
건강,8,9,"['건강정보', '건강상식', '건강뉴스', '건강한습관', '건강관리', '오늘하루건강팁', '건강한생활양식', '건강수칙', '건강한생활']"
料理,8,0,[]
코랄메이크업,8,0,[]
매실청,8,8,"['매실청만드는법', '매실청담그기', '매실청효능', '매실청담그는법', '매실청만들기', '매실청담기', '매실청담는법', '매실청먹는법']"
easylifehacks,8,0,[]
lifehacks,8,3,"['easylifehacks', 'simplelifehacks', 'lifehacksforkids']"
japanese,8,1,['japanesestylemakeup']
diyactivities,8,0,[]
simplelifehacks,8,0,[]
ねこ,8,0,[]
jun,8,4,"['junskitchen', 'superjunior', 'junggook', ""jun'skitchen""]"
썸녀,8,0,[]
junskitchen,8,0,[]
디아이와이,8,0,[]
패션,8,3,"['패션왕', '패션영상', '패션쇼']"
연애,8,12,"['방과후연애', '비밀연애', '연애고민', '연애웹드', '연애썰', '고딩연애', '고등연애', '사내연애', '고등학생연애', '웹드라마방과후연애', '연애드라마', '연애물']"
만들자,8,0,[]
팁,8,11,"['꿀팁', '메이크업팁', '화장팁', '뷰티팁', '주방꿀팁', '꿀팁추천', '생활팁', '생활꿀팁', '오늘하루건강팁', '퀵팁', '곰손꿀팁']"
ジュン,8,1,['ジュンズキッチン']
오크,8,2,"['오크족장', '오크조장']"
집밥,8,0,[]
cat,8,4,"['cats', 'educationalvideos', 'howitrainedmycats', 'cateyemakeup']"
조민기,8,1,['조민기아내']
오조,8,0,[]
c채널,7,0,[]
씨채널,7,0,[]
밑반찬,7,2,"['밑반찬만들기', '밑반찬레시피']"
메뉴,7,2,"['음식메뉴', '크리스마스메뉴']"
봄메이크업,7,0,[]
엄마의손맛,7,0,[]
매실설탕,7,0,[]
밥상매일,7,0,[]
제철요리,7,0,[]
메이크머니,7,0,[]
양식,7,1,['건강한생활양식']
매실청담그기,7,0,[]
cchannel,7,0,[]
매실청효능,7,0,[]
wannaone,7,0,[]
슈퍼주니어,7,0,[]
trucos,7,1,['trucosdebelliza']
여자공감,7,0,[]
뉴스,7,2,"['가짜뉴스', '건강뉴스']"
crafts,7,6,"['craftsy', '5-minutecrafts', 'craftsforgirls', 'diycrafts', 'easycrafts', 'simplecrafts']"
proyectosfaciles,7,0,[]
꿀키브이로그,7,0,[]
방법,7,16,"['파운데이션바르는방법', '컴퓨터조립방법', '생선구이방법', '보쌈만드는방법', '수육맛있게삶는방법', '없애는방법', '돼지고기삶는방법', '수육삶는방법', '수냉쿨러장착방법', 'h150i장착방법', '포기김치만드는방법', '김치만드는방법', '양파절임방법', '다이어트방법', '단팥죽만드는방법', '팥죽만드는방법']"
handcraft,7,0,[]
재미있는,7,0,[]
매실엑기스담그는법,7,0,[]
써니채널,7,0,[]
easy,7,6,"['easylifehacks', 'easyprankstodoonfriends', 'easypranks', 'easyhacks', 'easydiet', 'easycrafts']"
흥부자,7,0,[]
음식메뉴,7,0,[]
매실장아찌만드는법,7,0,[]
매실엑기스,7,4,"['매실엑기스담그는법', '2년숙성매실엑기스', '매실엑기스효능', '매실엑기스만드는법']"
매실장아찌,7,8,"['매실장아찌무침', '매실장아찌만드는법', '매실장아찌담그는법', '매실장아찌쌜러드', '매실장아찌무침만드는법', '홍쌍리매실장아찌', '매실장아찌담는법', '매실장아찌쉽게담그는법']"
괴물,7,1,['액체괴물']
한국음식,7,0,[]
한국요리,7,0,[]
올리브영,7,0,[]
밥상상매일,7,0,[]
꽁지,7,0,[]
전통요리,7,0,[]
handmade,7,0,[]
매실장아찌담그는법,7,0,[]
족장님,7,0,[]
일상,7,1,['일상vlog']
흥신흥왕,7,0,[]
인테리어,6,1,['셀프인테리어']
여드름,6,1,['여드름피부커버']
화장품추천,6,0,[]
실험,6,0,[]
홍조,6,0,[]
dingobeauty,6,0,[]
리모델링,6,1,['셀프리모델링']
화장기술,6,0,[]
같이화장해요,6,0,[]
뷰티크리에이터,6,0,[]
매실청담그는법,6,0,[]
블랙라벨,6,0,[]
하늘,6,0,[]
정단비,6,0,[]
매실액기스만들기,6,0,[]
유화이,6,0,[]
다이소몰,6,0,[]
매실청만들기,6,0,[]
메이크업팁,6,0,[]
김어준,6,3,"['김어준의다스뵈이다', '김어준의다스뵈이다16회', '김어준의다스뵈이다17회']"
부동산거품,6,0,[]
whatieatinaday,6,0,[]
화장팁,6,0,[]
화장잘하는법,6,0,[]
뷰티팁,6,0,[]
화장덕후,6,0,[]
액괴,6,0,[]
더샘,6,0,[]
수부지,6,0,[]
설레는썰,6,0,[]
koreansidedishes,6,0,[]
blossomdiy,6,0,[]
ㅋㅋ,6,3,"['ㅋㅋㅋ', 'ㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋ']"
핸드메이드,6,0,[]
리폼하기,6,0,[]
클레이,6,1,['폴리머클레이']
mb,6,7,"['mb아바타', 'ombrehair', 'ombrecolor', 'ombre', 'ombrecolormix', 'ombrebleach', 'embarrassing']"
care,6,7,"['skincare', 'homecare', 'koreanskincare', 'nightcare', 'hamecare', 'healthcare', 'healthcarekr']"
유나,6,0,[]
저수지,6,0,[]
beautycloud,6,0,[]
홈케어,6,0,[]
족장,6,2,"['족장님', '오크족장']"
skincare,6,1,['koreanskincare']
뷰티클라우드,6,0,[]
una,6,1,['uc74nuj8guq14boak5eoduna']
웃긴,6,1,['개웃긴']
ㅋ,6,4,"['ㅋㅋ', 'ㅋㅋㅋ', 'ㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋ']"
신기한,6,3,"['신기한한국일본', '신기한한국여행', '신기한영상']"
여자의화장에는이유가있다,6,0,[]
크리에이터,6,1,['뷰티크리에이터']
뷰티노하우,6,0,[]
김어준의다스뵈이다,6,2,"['김어준의다스뵈이다16회', '김어준의다스뵈이다17회']"
덕후아이템,6,0,[]
이명박,6,2,"['다스이명박', '이명박안철수']"
clothing,6,3,"['clothinghacks', 'clothingrevamps', 'clothingtips']"
김용민,6,0,[]
clothes,6,2,"['clothesfolding', 'clotheshacks']"
페리페라,6,0,[]
주진우,6,0,[]
정민우,6,1,['포스코정민우']
다스뵈이다,6,7,"['김어준의다스뵈이다', '다스뵈이다16회', '김어준의다스뵈이다16회', '다스뵈이다16', '다스뵈이다17회', '김어준의다스뵈이다17회', '다스뵈이다17']"
다스베이더,6,2,"['다스베이더16', '다스베이더17']"
simple,6,4,"['simplelifehacks', 'simplerecipe', 'simplehacks', 'simplecrafts']"
하울,6,1,['화장품하울']
메이크업포에버,6,0,[]
파우치,6,0,[]
다스이명박,6,0,[]
립스틱,6,3,"['마몽드립스틱', '립스틱추천', '촉촉한립스틱']"
쿠킹,6,1,['쿠킹박스']
다스총정리,6,0,[]
열무김치,6,5,"['열무김치맛있게담는법', '열무김치담그는법', '열무김치국수', '맑은열무김치', '배추김치총각김치열무김치나박김치']"
다스베이다,6,2,"['다스베이다16회', '다스베이다17회']"
수분크림,6,1,['수분크림추천']
blossom,6,1,['blossomdiy']
日本,6,1,['日本人']
아이유메이크업,6,0,[]
웹드,6,18,"['웹드라마', '인기웹드라마', '연애웹드', '학교웹드라마', '웹드라마방과후', '설레는웹드라마', '설레는웹드', '웹드라마방과후연애', '반전웹드', '구재이웹드', '송지효웹드', '송지효웹드라마', '웹드추천', '존잼웹드', '꿀잼웹드', '웹드라마추천', '신규웹드라마', '볼만한웹드라마']"
英語,6,0,[]
아이유,6,3,"['아이유메이크업', '아이유화장', '아이유따라하기']"
매실,6,75,"['매실장아찌무침', '매실청만드는법', '매실액기스', '매실청', '매실설탕', '매실청담그기', '매실청효능', '매실엑기스담그는법', '매실장아찌만드는법', '매실엑기스', '매실장아찌', '매실장아찌담그는법', '매실청담그는법', '매실액기스만들기', '매실청만들기', '유기농매실', '광양매실', '광양매실마을', '매실청담기', '2년숙성매실엑기스', '광양매실축제', '매실독성', '매실장아지황금비율', '매실초절임', '매실원액담그는법', '매실씨앗독성', '매실초', '매실장아찌쌜러드', '매실농축액담그는법', '매실액효능', '매실장아찌무침만드는법', '하동매실', '매실액기스담그는법', '홍쌍리매실장아찌', '매실수확시기', '매실장아찌담는법', '매실성분', '매실먹는법', '매실cf', '매실마늘장아찌', '매실만들기', '매실액고추장', '매실담그는시기', '매실소화', '매실담그는법', '매실담그기', '설희매실', '매실액', '매실효능', '매실무침', '매실볶음밥', '매실장아찌쉽게담그는법', '매실수확', '매실엑기스효능', '매실효소효능', '매실액기스효능', '매실청담는법', '매실유튜브', '매실다이어트', '매실식초만드는법', '매실하루섭취량', '매실효소보관법', '매실효소로식초만들기', '매실효소', '매실식초', '매실깻잎장아찌만드는법', '매실청먹는법', '매실엑기스만드는법', '매실간장', '매실정과', '매실김밥', '매실씨빼기', '매실씨빼는법', '매실환', '매실씨제거']"
입생로랑,5,2,"['입생로랑올아워파운데이션', '입생로랑파운데이션']"
공시지가롤러코스터,5,0,[]
블루염색,5,2,"['애쉬블루염색', '딥블루염색']"
에버랜드,5,1,['에버랜드롤러코스터']
애쉬블루염색,5,0,[]
다스이시형,5,0,[]
이명박안철수,5,0,[]
가카배웅,5,3,"['가카배웅한방송', '가카배웅한', '가카배웅특집방송']"
고양이,5,17,"['고양이간식', '고양이케이크', '고양이생일', '고양이특식', '고양이생식', '편집고양이의백수공방', '고양이눈', '고양이눈매', '편집고양이', '고양이메이크업', '고양이선인장정수기', '고양이정수기', '고양이용품', '고양이영상', '고양이물', '고양이청소', '고양이털관리']"
자원사기,5,0,[]
필통,5,0,[]
영상,5,8,"['뷰티영상', '동영상', '의학동영상', '콜라보영상', '패션영상', '신기한영상', '불고기만드는영상', '고양이영상']"
예쁜,5,2,"['예쁜메이크업', '예쁜헤어']"
여자,5,17,"['여자공감', '여자의화장에는이유가있다', '여자머리', '여자헤어스타일', '여자머리스타일', '여자친구', '여자팀추월', '여자근력운동', '여자상체근력', '여자하체근력', '여자복근운동', '여자근육', '여자팔', '여자팔운동', '해외반응여자', '여자싸움', '여자의질투']"
포스코사외이사,5,0,[]
고래해체팀,5,0,[]
다스베이더16,5,0,[]
고려연방제,5,0,[]
가카배웅한방송,5,0,[]
제일모직,5,0,[]
옴브레염색,5,0,[]
옴브레컬러,5,1,['옴브레컬러믹스']
국가비,5,0,[]
홍대크레이지wc,5,0,[]
보라염색,5,1,['청보라염색']
삼성상속,5,0,[]
sunnychannel,5,0,[]
삼성경영권승계,5,0,[]
猫,5,0,[]
설레임,5,0,[]
국민연금,5,0,[]
귀여운,5,1,['귀여운헤어']
려리미용실,5,0,[]
각하배웅한방송,5,0,[]
보수세력,5,0,[]
유트루,5,1,['유트루아프리카']
정준양권오준,5,0,[]
차명인생,5,0,[]
포스코,5,4,"['포스코사외이사', '포스코이사회의장', '포스코비리', '포스코정민우']"
문재인하드캐리,5,0,[]
슈킹프로토콜,5,0,[]
다스는누구겁니까,5,0,[]
다스뵈이다16회,5,1,['김어준의다스뵈이다16회']
sbs칭찬,5,0,[]
김어준의다스뵈이다16회,5,0,[]
가짜뉴스,5,0,[]
대통령총리,5,0,[]
하나의키워드,5,0,[]
조세회피처,5,0,[]
신앙의힘,5,0,[]
클리오,5,1,['클리오루즈힐벨벳']
cats,5,1,['howitrainedmycats']
머위장아찌만들기,5,0,[]
머위나물,5,2,"['머위나물만드는법', '머위나물무침']"
간장연어장,5,0,[]
이슈,5,0,[]
에버랜드롤러코스터,5,0,[]
다스뵈이다16,5,2,"['다스뵈이다16회', '김어준의다스뵈이다16회']"
포스코이사회의장,5,0,[]
mb아바타,5,0,[]
옴브레컬러믹스,5,0,[]
자원외교의몸통,5,0,[]
나스,5,3,"['바나나스무디', '나스파운데이션', '나스네츄럴래디언트파운데이션']"
조쉬,5,0,[]
피부메이크업,5,0,[]
다스는누구껍니까,5,0,[]
페이퍼컴파니,5,0,[]
각하배웅,5,2,"['각하배웅한방송', '각하배웅한']"
려리네미용실,5,0,[]
16회,5,3,"['다스뵈이다16회', '김어준의다스뵈이다16회', '다스베이다16회']"
네이버토지공개념,5,0,[]
선대인,5,0,[]
안철수,5,1,['이명박안철수']
큰돈작은돈,5,0,[]
