People_tags,number,overlap_num,overlap_word
gordonramsay,3,0,[]
masterchef,3,0,[]
서양인들,3,0,[]
kitchennightmares,3,0,[]
김성주,3,0,[]
pleasetakecareofmyrefrigerator,3,0,[]
hell'skitchen,3,0,[]
튀김먹방,3,0,[]
냉부해,3,0,[]
재밌다,3,1,['졸라재밌다']
외국한국,3,0,[]
앨범팬싸,3,0,[]
틱틱,3,0,[]
진성가수님의보릿고개홍잠언,3,0,[]
신기한영상,3,0,[]
진성가수님홍잠언,3,0,[]
보릿고개,3,2,"['진성가수님의보릿고개홍잠언', '강원도평창군방림면홍잠언보릿고개']"
강원도평창군방림면홍잠언보릿고개,3,0,[]
알바,3,6,"['윤식당알바생', '알바의삶', '알바생', '맥도날드알바', '버거킹알바', '롯데리아알바']"
jbj,3,0,[]
화제의,3,1,['화제의영상']
방귀버섯,3,0,[]
색깔변하는차,3,0,[]
담배피는동물,3,0,[]
북미정상회담,3,0,[]
얼어붙은동물,3,0,[]
커버댄스,3,0,[]
단체흑발,3,0,[]
songjoongki,3,0,[]
평창성화봉송,3,0,[]
??相手のないアイドル最?,3,0,[]
유행하는,3,1,['요즘유행하는춤']
방탄후기,3,0,[]
wannaonepremierfancon,3,2,"['wannaonepremierfanconday#1', 'wannaonepremierfanconcertinbusan']"
朴志效,3,0,[]
金多賢,3,0,[]
임부,3,0,[]
wannaonefancon,3,3,"['wannaonefanconinbusan', 'wannaonefanconcert', 'wannaonefanconcertinbusan']"
인테리어,3,4,"['셀프인테리어', '집인테리어', '수영장인테리어', '인테리어소품']"
臺灣,3,0,[]
子瑜,3,1,['周子瑜']
72초드라마,3,0,[]
sign,3,7,"['fansign', 'signal', 'wannaonefansign', 'sangamfansign', 'btssangamfansign.', 'btsfansign', 'signiel']"
화성,3,1,['화성여대생']
쇼핑몰추천,3,0,[]
쇼핑왕루이,3,0,[]
조세호인터뷰,3,1,['조세호인터뷰거절']
감동사연,3,0,[]
조세호아침뉴스,3,0,[]
조세호뉴스,3,0,[]
유재석조세호,3,0,[]
생선조림,3,0,[]
감동실화,3,0,[]
무한도전조세호미션,3,0,[]
기상캐스터,3,1,['조세호기상캐스터']
쇼핑하울,3,0,[]
워너비더뮤지션땡스파티.더뮤지션워너원영상,3,0,[]
워너비더뮤지션영상,3,0,[]
조세호미션,3,1,['무한도전조세호미션']
afreecatv,3,0,[]
4minute,3,0,[]
조현민이부진,3,0,[]
조현민목소리,3,0,[]
오늘의코디,3,0,[]
쿠도신이치,3,0,[]
명탐정코난이하연,3,0,[]
조현민음성,3,0,[]
b.a.p,3,0,[]
코난엄마,3,0,[]
한국기자,3,0,[]
쿠도유키코,3,0,[]
韓國大食い女性mukbang,3,0,[]
조세호중계,3,0,[]
umji,3,0,[]
유트루,3,0,[]
쇼핑몰,3,3,"['쇼핑몰추천', '쇼핑몰후기', '쇼핑몰하울']"
구수한,3,0,[]
메밀향,3,0,[]
춘천막국수,3,3,"['오뚜기춘천막국수', '오뚜기춘천막국수후기', '춘천막국수라면']"
오뚜기춘천막국수,3,1,['오뚜기춘천막국수후기']
오뚜기춘천막국수후기,3,0,[]
잡학,3,1,['잡학지식']
이연향통역국장,3,0,[]
유투버,3,5,"['뷰티유투버', '유투버시드니', '유투버싣니', '일상유투버', '뷰티유투버새벽']"
엄마요리,3,0,[]
쇼핑몰후기,3,0,[]
쇼핑의여왕,3,0,[]
즉시조상,3,0,[]
조세호동장군,3,0,[]
조림,3,1,['생선조림']
머리카락,3,0,[]
간판,3,0,[]
증거,3,0,[]
한국일상,3,0,[]
collab,3,3,"['#collaboration', 'collaboration', 'collabo']"
춘천막국수라면,3,0,[]
조세호기상캐스터,3,0,[]
조세호인터뷰거절,3,0,[]
무한도전아침뉴스,3,0,[]
조세호캐스터,3,0,[]
韓國大食い女性,3,1,['韓國大食い女性mukbang']
중국국민방문,3,0,[]
이부진조현민,3,0,[]
대박에피소드,3,0,[]
fullver,3,0,[]
f(x),3,1,['f(x)krystals']
빵터지는웃음,3,0,[]
bank,3,2,"['musicbank', 'musicbankchile']"
여름,3,9,"['여름스킨케어', '석준여름', '여름석준', '여름커플', '여름석준커플', '여름비', '여름쿨톤', '여름핑크', '여름메이크업']"
peopledidntknow,3,0,[]
대박웃음,3,0,[]
know,3,2,"[""didn'tknowme"", 'peopledidntknow']"
wa$$up,3,0,[]
개그맨에피소드,3,0,[]
holler,3,0,[]
효민,3,0,[]
포미닛,3,0,[]
sugarfree,3,0,[]
중국경호원,3,0,[]
크레용팝,3,0,[]
2017mama,3,1,['2017mamainhongkong']
lovelyz,3,10,"['lovelyzepisode', 'lovelyzshowcase', 'lovelyzdancemirror', 'lovelyzengsub', 'lovelyzlyrics', 'lovelyzaudio', 'lovelyzthatdaylyrics', 'lovelyzlive', 'lovelyzmv', 'lovelyzthatday']"
짧공,3,0,[]
시우민,3,1,['시우민주량']
로또당첨번호,3,0,[]
행성,3,0,[]
휘리휘리,3,0,[]
yuju,3,0,[]
태양계,3,0,[]
목성,3,0,[]
tftmn,3,0,[]
samba,3,3,"['ssambahong', 'sambahong', 'ssamba']"
틴탑,3,0,[]
ha:tfelt,3,0,[]
ssamba,3,1,['ssambahong']
이부진목소리,3,0,[]
이부진,3,3,"['조현민이부진', '이부진조현민', '이부진목소리']"
불장난,3,0,[]
씨스타,3,0,[]
개그우먼김신영,3,0,[]
pdk,3,0,[]
역사,3,6,"['마루에몽흑역사', '트럼프통역사', '대한민국은역사상최대위기다!', '한국일본역사', '강다니엘역사', '한국치킨의역사']"
미쓰에이,3,0,[]
b1a4,3,0,[]
#1,3,2,"['wannaonepremierfanconday#1', 'premierfanconday#1']"
taetiseo,3,0,[]
sistar,3,0,[]
141025,3,0,[]
배틀트립박우진,3,0,[]
김신영어머니,3,0,[]
removed,3,3,"['iudearmoonmrremoved', 'mrremoved', 'mrremovediu']"
core,3,4,"['corea', 'coree', 'teamcorea', 'encore']"
블락비,3,0,[]
didn't,3,1,"[""didn'tknowme""]"
mcountdown,3,0,[]
트러블메이커,3,0,[]
acapella,3,0,[]
btsreactionrttv,3,0,[]
단발머리,3,0,[]
태티서,3,0,[]
외국인들에게,3,0,[]
특징,3,0,[]
방탄소년단영국,3,0,[]
허준호부인,3,0,[]
포즈,3,0,[]
카인다쿨아영,3,0,[]
작비15만원돌,3,0,[]
단체직캠,3,0,[]
bye,3,0,[]
샤이니종현자살이유,3,0,[]
koreais,3,1,['doyouthinkkoreaisdangerous?']
종현누나,3,0,[]
알라딘코바코,3,0,[]
팬싸인회,3,4,"['방탄소년단팬싸인회', '워너원팬싸인회', '방탄소년단상암팬싸인회', '상암팬싸인회']"
방탄단체,3,0,[]
방탄소년단뜻,3,0,[]
방탄소년단미국인기,3,0,[]
방탄소년단슈가,3,0,[]
한국외국,3,1,['한국외국인']
fullcam,3,0,[]
안영미섹드립,3,0,[]
허준호전아내,3,0,[]
작비,3,6,"['작비15만원돌', '작비돌키우기', '작비공대생', '공대생작비돌', '유세윤작비', '물수제비작비']"
방탄광고,3,0,[]
방탄소년단엘렌쇼,3,0,[]
안영미욕드립,3,0,[]
허준호,3,12,"['허준호부인', '허준호전아내', '허준호결혼', '허준호이혼', '허준호혼인', '허준호재혼비난', '허준호이혼이유', '허준호재혼', '허준호아내자살', '허준호아내', '배우허준호', '허준호이하얀']"
꽃받침,3,0,[]
20180527,3,0,[]
pony,3,1,['ponymakeup']
팬싸후기,3,0,[]
담배피는,3,1,['담배피는동물']
event,3,1,['seventeen']
허준호결혼,3,0,[]
말하는외국인들,3,0,[]
허준호이혼,3,1,['허준호이혼이유']
개그맨드립,3,0,[]
팬사인회,3,4,"['방탄소년단팬사인회', '팬사인회직캠', '방탄소년단상암팬사인회', '상암팬사인회']"
turin,3,0,[]
방탄소년단bbc,3,0,[]
사카구치켄타로,3,0,[]
모델,3,10,"['딸기모찌와짱뚱어탕을처음먹어본모델!!ㅋㅋㅋ', '간장게장을처음먹어본미국모델의반응!!', '한우코스요리를처음먹어본미국모델의반응!!', '엽기떡볶이에도전한미국모델!!ㅋㅋㅋ', '한국편의점의10가지음식을먹어본모델의반응!!', '방탄모델', '참모델', '순천만국가정원!!+미국모델의떡갈비첫입!', '미성년자모델유예림', '18살미성년자모델']"
종현사망이유,3,1,['샤이니종현사망이유']
참모델,3,0,[]
정규3집,3,0,[]
색드립,3,0,[]
아라시조각영상,3,0,[]
koreadanger,3,1,['koreadangerous']
작비돌키우기,3,0,[]
허준호혼인,3,0,[]
youaremystar,3,0,[]
공대생10만원돌,3,0,[]
bts일본반응,3,0,[]
공대생돌키우기,3,0,[]
허준호재혼비난,3,0,[]
허준호이혼이유,3,0,[]
외5마리,3,0,[]
safetyofkorea,3,0,[]
핫갈비천왕,3,0,[]
안영미드립,3,0,[]
일본메이크업,3,0,[]
하정우,3,2,"['하정우명장면', '하정우레전드']"
오리지널,3,1,['교촌반반오리지널']
유세윤물수제비,3,0,[]
천왕,3,2,"['핫갈비천왕', '갈비천왕']"
욕드립,3,1,['안영미욕드립']
샤이니종현영상,3,0,[]
물수제비달인,3,0,[]
lovebug,3,0,[]
작비공대생,3,0,[]
kindacool,3,0,[]
방탄소년단철벽,3,0,[]
공대생작비돌,3,0,[]
한국인들,3,0,[]
섹드립,3,1,['안영미섹드립']
koreasafe,3,1,['iskoreasafe']
외국인들,3,3,"['빼빼로게임해보는외국인들!!', '외국인들에게', '말하는외국인들']"
행사의여신,3,0,[]
2017품바사랑버드리펜카페송년회,3,0,[]
방탄소년단미국토크쇼,3,0,[]
ugoodwealth,3,0,[]
유세윤작비,3,0,[]
박민정,3,0,[]
유굿웰스,3,0,[]
물수제비잘하는법,3,0,[]
너무웃김,3,0,[]
허준호재혼,3,1,['허준호재혼비난']
doyouthinkkorea,3,1,['doyouthinkkoreaisdangerous?']
서양한국,3,0,[]
물수제비작비,3,0,[]
doyouthinkkoreaisdangerous?,3,0,[]
sinb,3,0,[]
2018년첫태극기집회,3,0,[]
개꿀,3,2,"['개꿀잼', '개꿀잼몰카']"
미국이스라엘난리났다!,3,0,[]
딥치즈,3,0,[]
존잼,3,0,[]
하정우명장면,3,0,[]
방탄흑발,3,0,[]
도와줄수가없어,3,1,['그러면도와줄수가없어']
병장,3,1,['무병장수']
윤종빈,3,1,['윤종빈감독']
하정우레전드,3,0,[]
fan-con,3,0,[]
너처럼그렇게느리게말하면,3,0,[]
iskoreasafe,3,0,[]
송재희,3,6,"['김경란송재희', '김경란송재희열애', '김경란송재희결별', '김경란김삼민송재희', '송재희관계', '송재희김경란']"
hongkong,3,1,['2017mamainhongkong']
샤이니종현자살,3,1,['샤이니종현자살이유']
샤이니종현사망이유,3,0,[]
제38차태극기혁명국민대회,3,0,[]
그러면도와줄수가없어,3,0,[]
핫갈비,3,2,"['핫갈비천왕', '핫갈비레오']"
방탄팬싸,3,0,[]
btsdna일본,3,0,[]
하트,3,1,['#트와이스#나정모사지미다채쯔#정연#지효#실친즈#진짜#친구#라디오#뻥치지마#꿀잼#엄귀#싱가포르#singapore#낰낰#미션#하트']
명장면더빙,3,0,[]
세쌍동이,3,0,[]
박우진cut,3,0,[]
구독자,3,1,['밍모구독자']
우리원,3,0,[]
한국아전,3,0,[]
김경란결혼,3,0,[]
군대이야기,3,0,[]
흑발,3,2,"['단체흑발', '방탄흑발']"
박토끼,3,0,[]
통신보안,3,0,[]
졸라재밌다,3,0,[]
박우진삼행시,3,0,[]
cp이병,3,0,[]
용서받지못한자,3,0,[]
한국안전,3,0,[]
예능캐,3,0,[]
grwm,3,0,[]
갈비천왕,3,1,['핫갈비천왕']
an유진,3,0,[]
김경란,3,17,"['김경란송재희', '김경란결혼', '김경란이혼', '김경란김상민이혼이유', '김경란송재희열애', '김경란김상민', '김경란김상민결혼', '김경란송재희결별', '김경란불륜', '김경란김상민이혼', '김경란유부남', '김경란김삼민송재희', '김경란김상민부부', '김경란재혼', '김경란이혼이유', '송재희김경란', '김경란충격적인이혼이유']"
flowergarden,3,0,[]
샤이니종현우울증,3,0,[]
순살,3,1,['순살치킨']
소개팅,3,0,[]
고추바사삭,3,0,[]
취함,3,0,[]
랭킹잼,3,0,[]
방탄소년단일본인기,3,0,[]
취했다,3,0,[]
허준호아내자살,3,0,[]
허준호아내,3,1,['허준호아내자살']
샤이니종현우울시계,3,0,[]
배우허준호,3,0,[]
벌새,3,0,[]
bts멤버,3,0,[]
화제의영상,3,0,[]
한국가지마,3,0,[]
랩몬스터,3,1,['방탄랩몬스터']
정장,3,0,[]
nct127,3,0,[]
김경란이혼,3,1,['김경란이혼이유']
박우진8행시,3,0,[]
애드립,3,0,[]
정치부회의,3,0,[]
한국의안전도,3,0,[]
놀라운동물,3,0,[]
마마,3,35,"['마마무', '마마무문썬', '마마무걸크러쉬', '마마무뉴욕', '마마무유잼', '마마무과장', '마마무따라하기', '마마무화사', '마마무현웃', '마마무킬링파트', '마마무먹방', '마마무실친', '마마무따라잡기', '화사따라하는마마무', '마마무실친라인', '마마무습관', '마마무성대모사', '마마무라인', '마마무언라', '마마무문휜', '마마무물', '마마무수상', '마마무랩라', '마마무상', '마마무설렘', '마마무쓰담쓰담', '마마무걸크', '마마무언니', '마마무여행', '마마무구룸메', '마마무언니라인', '2017마마', '일본마마', '2017마마-요코하마', '홍콩마마']"
종현우울증,3,1,['샤이니종현우울증']
별,3,41,"['한별', '문별', '칠각별', '각별', '한별다이어트', '이별', '현실이별', '커플이별', '호랑이별', '별명', '세월호특별법', '별놈들', '특별한졸업선물', '송해부인사망별세', '별장', '흥선대원군별장', '두번째별', '두번째별페미니즘', '이니특별전', '별이빛나는밤', '문별걸크러쉬', '나라별룩', '문별노래', '김경란송재희결별', '문별love', '이별레전드', '문별이언니미', '문별이', '문별울지마', '별밤', '인종차별', '띠별운세', '나라별크리스마스', '데이브나라별', '나라별크리스마스문화', '한별스타일', '한별패션', '콜롬비아인종차별', '카르도나인종차별', '결별이유는', '별시']"
윤종빈감독,3,0,[]
튀김빵들,3,0,[]
배틀트립워너원,3,0,[]
먼지버섯,3,0,[]
bts영국,3,0,[]
cameraguy,3,0,[]
군대썰,3,0,[]
허준호이하얀,3,0,[]
여자몰래,3,0,[]
예능천재,3,0,[]
moonbyul,2,0,[]
별이빛나는밤,2,0,[]
시세이도퍼펙트uv프로텍터,2,0,[]
썰전259회,2,0,[]
오버위치,2,0,[]
에뛰드하우스유브이더블컷촉촉톤업선플루이드,2,0,[]
아찔한,2,0,[]
amaizng,2,1,['amaizngvideo']
자외선자단제,2,0,[]
jeonju,2,1,['jeonjungkook']
hwasa,2,0,[]
교통사고블랙박스영상뒤의,2,1,['광주쌍촌동교통사고블랙박스영상뒤의진실']
트릭,2,0,[]
귀엽고,2,0,[]
시사.유재일.박근혜.새가날아간다,2,0,[]
마마무문썬,2,0,[]
마술,2,0,[]
문휜걸크러쉬,2,0,[]
골탕,2,0,[]
탄핵.문재인.뺀즈.유재일.허팝,2,0,[]
세럼추천,2,0,[]
싸이,2,10,"['싸이닉선스틱', '방탄소년단싸이퍼', '싸이닉더심플카밍토너', '싸이닉퍼스트트리트먼트에센스', '싸이닉엔조이세이프티썬크림', '김하온싸이퍼', '김하온싸이퍼직캠', '김하온싸이퍼타이포', '고등래퍼김하온싸이퍼', '김하온싸이퍼타이포그래피']"
라네즈new워터뱅크에센스,2,0,[]
라네즈워터뱅크에센스ex,2,0,[]
품격시대.박근혜,2,0,[]
beyondthescene,2,0,[]
3겹센스,2,0,[]
btsdnalive,2,0,[]
시드물민중기무기자차썬크림,2,0,[]
팜팜,2,0,[]
기초화장품,2,0,[]
이니스프리섀도우,2,0,[]
교통,2,4,"['광주쌍촌동교통사고블랙박스영상뒤의진실', '영화배우김혜정교통사고사망', '교통사고', '교통사고블랙박스영상뒤의']"
이니스프리노세범파우더,2,0,[]
어메이징,2,0,[]
이니스프리시카밤,2,0,[]
문별걸크러쉬,2,0,[]
알아야바꾼다,2,1,['정치알아야바꾼다']
이니스프리블루베리,2,0,[]
1인삼겹살,2,0,[]
이니스프리슈퍼푸드,2,0,[]
k픽처#youtube,2,0,[]
건성피부케어,2,0,[]
지성피부케어,2,0,[]
민감피부케어,2,0,[]
잡티케어,2,0,[]
속건조스,2,0,[]
에스쁘아워터스플래쉬선크림,2,0,[]
스킨케어꿀팁,2,0,[]
김정민x김정민박사x자연사박물관x비트코인x금융위기x금융제재xclsx뉴욕금융청x미재무부x트럼프x한미ftax국제정세x국제관계,2,0,[]
시사타파,2,0,[]
boutjo_dey,2,0,[]
정치알아야바꾼다,2,0,[]
리즈,2,10,"['고작시리즈', '시리즈', '고작시리즈패러디', '밴쯔고작시리즈', '밴쯔조작시리즈', '윰댕리즈', '러블리즈', '러블리즈그날의너', '리즈클로에', '살찔작정시리즈']"
restaurant,2,0,[]
bangtanreaction,2,0,[]
traditional,2,0,[]
김지은비서,2,1,['과거사진스캔들수행비서김지은비서나이차이']
민주원,2,1,['안희정비서성폭행김지은정무비서학력프로필및나이남편아내부인민주원']
나라별룩,2,0,[]
californialook,2,0,[]
팝만두,2,0,[]
filipino,2,2,"['filipinofusine', 'filipinocuisine']"
sara,2,4,"['seoulsarang', 'hojusara', 'sarah_murray', 'sarada']"
윰댕리즈,2,0,[]
게보린,2,0,[]
australian,2,0,[]
jiartarzan,2,0,[]
프로필,2,2,"['안희정비서성폭행김지은정무비서학력프로필및나이남편아내부인민주원', '프로필이']"
풀무원,2,0,[]
밴쯔간장연어,2,0,[]
사라,2,4,"['호주사라', '사라우리베', '콜롬비아사라우리베', '사라우리베동양인비하']"
간장연어장,2,0,[]
간장,2,5,"['간장새우', '간장게장을처음먹어본미국모델의반응!!', '밴쯔간장연어', '간장연어장', '간장계란밥']"
디자인고등학교,2,0,[]
만드는법,2,0,[]
밴쯔표,2,0,[]
연어장,2,1,['간장연어장']
매운맛,2,1,['짜계치매운맛']
활주로,2,0,[]
timberg,2,1,['timbergling']
vilaifrid,2,0,[]
amaizngvideo,2,0,[]
벗찌공연,2,0,[]
ootd,2,0,[]
에드머bbq,2,0,[]
서울사랑,2,0,[]
호주,2,6,"['호주오픈', '호주사라', '호주오픈테니스대회', '호주오픈8강', '호주오픈4강', '정현호주']"
bbq떡볶이,2,0,[]
설레임,2,0,[]
걸크러쉬모음,2,0,[]
bbq오지구이,2,0,[]
양반가,2,0,[]
나팔녀품바,2,0,[]
점팔이품바,2,0,[]
점칠이품바,2,0,[]
버드리파워디렉터,2,0,[]
제47차태극기혁명국민대회,2,0,[]
살펴보니,2,0,[]
나이,2,17,"['안희정나이', '사나이', '사나이김기훈', '팔각모사나이', '쿠레나이', '윤성빈나이', '문희옥나이', '주현미나이', '안희정비서성폭행김지은정무비서학력프로필및나이남편아내부인민주원', '과거사진스캔들수행비서김지은비서나이차이', '최지우나이', '배우최지우나이', '나이키', '베로나이승우', '쟈니윤나이', '황치훈나이', 'aomg나이키']"
springlooks,2,0,[]
lalookbook,2,0,[]
맘무예능,2,0,[]
한정식,2,0,[]
timbergling,2,0,[]
fashionyoutuber,2,0,[]
r.i.p,2,0,[]
fortnite,2,0,[]
한국해군전투력이압도적으로강력한이유,2,0,[]
학력,2,2,"['안희정비서성폭행김지은정무비서학력프로필및나이남편아내부인민주원', '학력과']"
초대박,2,0,[]
여객기,2,0,[]
문재인대통령영부인박원순안희정박원순안희정최순실박원순,2,0,[]
btsdnaamasreaction,2,0,[]
독고진,2,0,[]
유재일,2,2,"['시사.유재일.박근혜.새가날아간다', '탄핵.문재인.뺀즈.유재일.허팝']"
명란젓갈,2,0,[]
btsamasreaction,2,0,[]
젓갈,2,4,"['낙지젓갈', '명란젓갈', '창난젓갈', '오징어젓갈']"
창난젓갈,2,0,[]
밥도둑,2,0,[]
1인1닭,2,0,[]
비행기비상착륙,2,0,[]
오징어젓갈,2,0,[]
즐거운,2,0,[]
항공기,2,0,[]
비상착륙,2,1,['비행기비상착륙']
이국종,2,0,[]
물셔틀,2,0,[]
미샤선크림,2,0,[]
케리와장난감친구들,2,0,[]
선젤,2,1,['에뛰드하우스유브이더블컷산뜻선젤']
디바제시카.jtbc,2,0,[]
홀리카홀리카마일드선로션,2,0,[]
에뛰드하우스유브이더블컷산뜻선젤,2,0,[]
썰전259,2,1,['썰전259회']
시대정신,2,0,[]
닥터지그린마일드업선,2,0,[]
시사정치,2,0,[]
씨엔블루,2,0,[]
잉여로운잉여맨,2,0,[]
헌재,2,0,[]
매운갈비찜,2,0,[]
삼겹살혼밥,2,0,[]
아리키친쿠키,2,0,[]
となりのトト,2,0,[]
납작만두,2,0,[]
병맛먹방,2,0,[]
마마무걸크러쉬,2,0,[]
마마무뉴욕,2,0,[]
dnaperformancelive,2,0,[]
candycookies,2,0,[]
캔디쿠키만들기,2,0,[]
토토로쿠키,2,0,[]
문별노래,2,0,[]
totorocookies,2,0,[]
독서실,2,0,[]
부천맛집,2,0,[]
안희정.방기문,2,0,[]
도티tv,2,0,[]
호주사라,2,0,[]
전주,2,7,"['2017전주농수산물김치대축제', '버드리전주농수산물김치축제공연20171126버드리전주농수산물김치축제2017년11월26일', '버드리전주농수산물김치축제공연', '버드리전주농수산물김치축제', '버드리전주농수산물김치축제2017년11월26일', '버드리품바전주농수산물김치축제', '버드리전주농수산물김치축제공연20171126']"
seoulsarang,2,0,[]
외부자들,2,0,[]
토이몬스트,2,0,[]
토이푸딩,2,0,[]
정치부회이,2,0,[]
삼겹살굽기,2,0,[]
한국어,2,3,"['roleplayasmr마이크한국어asmr한국인asmrasmr여자', '한국어asmr', '한국어뉴스']"
김관진,2,0,[]
한국어asmr,2,1,['roleplayasmr마이크한국어asmr한국인asmrasmr여자']
꽃뱀조작음모론,2,0,[]
수리,2,5,"['나선수리검', '?레이징황소?????사막독수리', '수리공asmr', '마수리', '전소민정수리']"
피자헛,2,0,[]
남자스트릿,2,0,[]
고등래퍼2패션,2,0,[]
패션블로그,2,0,[]
계란밥,2,1,['간장계란밥']
손흥민시즌16호골,2,0,[]
토트넘대유벤튜스챔스16강2차전,2,0,[]
유벤전2차전,2,0,[]
판파니,2,0,[]
통삼겹,2,0,[]
왕쥬,2,2,"['왕쥬wangju', '왕쥬먹방']"
래퍼옷,2,0,[]
남자패션,2,0,[]
모바일,2,4,"['모바일게임;', '모바일게임도티', '도티모바일게임', '모바일게임']"
신동훈,2,2,"['신동훈dickhunter', '신동훈먹방']"
김경란김상민이혼이유,2,0,[]
여자패션,2,0,[]
충북지방경찰청,2,0,[]
위드유,2,0,[]
김기덕,2,0,[]
나쁜남자,2,0,[]
패션평가,2,0,[]
간장계란밥,2,0,[]
써먹기,2,0,[]
남자옷,2,0,[]
패션디자이너,2,0,[]
윤병호패션,2,0,[]
남자후드티,2,0,[]
남자의류,2,0,[]
옷잘입는방법,2,0,[]
최겨울유튜브,2,0,[]
보이비옷,2,0,[]
빈첸옷,2,0,[]
고기왕만두,2,0,[]
보이비패션,2,0,[]
제과,2,3,"['롯데제과', '제과제빵', '용현제과']"
치타패션,2,0,[]
남자맨투맨,2,0,[]
테크웨어,2,0,[]
빵만들기,2,0,[]
lovelyzepisode,2,0,[]
추운날엔,2,0,[]
치타옷,2,0,[]
패션유튜브,2,0,[]
보이비셔츠,2,0,[]
김상민,2,5,"['김경란김상민이혼이유', '김경란김상민', '김경란김상민결혼', '김경란김상민이혼', '김경란김상민부부']"
성추문,2,0,[]
윤병호가방,2,0,[]
오담률패션,2,0,[]
김경란송재희열애,2,0,[]
김경란김상민,2,4,"['김경란김상민이혼이유', '김경란김상민결혼', '김경란김상민이혼', '김경란김상민부부']"
정치프레임,2,0,[]
패션코디,2,0,[]
드루킹사건,2,0,[]
공작,2,0,[]
김구라,2,0,[]
100분토론,2,0,[]
민주당,2,0,[]
육개장,2,1,['육개장사발면']
withyou,2,0,[]
육개장사발면,2,0,[]
여자옷잘입는법,2,0,[]
옷코디,2,0,[]
패션지적,2,0,[]
케미,2,1,['하인성코난케미']
여자이쁜옷,2,0,[]
밴쯔아이스크림먹방,2,0,[]
버거킹신메뉴,2,0,[]
신메뉴먹방,2,0,[]
김경란김상민결혼,2,0,[]
김경란송재희결별,2,0,[]
김경란불륜,2,0,[]
김경란김상민이혼,2,1,['김경란김상민이혼이유']
충주대학교,2,0,[]
최홍철,2,0,[]
비누국,2,0,[]
보겸배그,2,0,[]
신동훈dickhunter,2,0,[]
남자코트,2,0,[]
스트릿패션,2,0,[]
김경란유부남,2,0,[]
빈첸패션,2,0,[]
산이셔츠,2,0,[]
남자스타일링,2,0,[]
시키면한다,2,0,[]
래퍼패션,2,1,['고등래퍼패션']
여자스트릿,2,0,[]
김경란김삼민송재희,2,0,[]
최겨울,2,4,"['최겨울유튜브', '아프리카최겨울', 'bj최겨울', '최겨울인스타']"
아프리카최겨울,2,0,[]
패션크리에이터,2,0,[]
옷추천,2,0,[]
남성패션,2,0,[]
lovelyzshowcase,2,0,[]
왕만두,2,2,"['고기왕만두', '김치왕만두']"
에몽,2,35,"['마루에몽', '마루에몽겨드랑이', '마루에몽레전드', '마루에몽군대', '마루에몽실물', '마루에몽남자', '마루에몽미드', '마루에몽레바', '마루에몽김유리', '마루에몽탈모', '마루에몽김도', '마루에몽코스프레', '마루에몽자괴감', '마루에몽복무신조', '마루에몽낚시', '마루에몽근육', '마루에몽댄스', '마루에몽공혁준', '마루에몽반응', '마루에몽우왁굳', '마루에몽군필', '김도마루에몽', '마루에몽흑역사', '마루에몽아이컨택', '마루에몽공갈빵', '마루에몽딸꾹질', '마루에몽아재', '레바마루에몽', '마루에몽영상도네', '이유마루에몽', '마루에몽이유', '이유님마루에몽', '마루에몽핫바디', '마루에몽이유님', '도라에몽']"
자연,2,5,"['김정민x김정민박사x자연사박물관x북미회담x판문점x마이바흐x김정은x마이니치x빌트x벤츠xs600xpullmanguardx풍계리x인공지진x남북통일', '김정민x김정민박사x자연사박물관x비트코인x금융위기x금융제재xclsx뉴욕금융청x미재무부x트럼프x한미ftax국제정세x국제관계', '자연산참돔', '자연분만', '김정민x김정민박사x자연사박물관x비트코인x대북송금x달러환전x반중x반중데모x반중집회x비트코인정부기관x중국x2030xcls은행xswiftcodex자금세탁']"
구출,2,0,[]
치료,2,1,['심리치료']
패셔니스타어워즈,2,1,['패셔니스타어워즈2017']
패셔니스타어워즈2017,2,0,[]
물체,2,0,[]
남자코디,2,0,[]
대빡이야,2,0,[]
셀럽스픽,2,0,[]
라이징스타,2,0,[]
lovelyzdancemirror,2,0,[]
갱복치,2,0,[]
김종민,2,0,[]
fashionistaawards,2,0,[]
산이패션,2,0,[]
도료,2,0,[]
넷플릭스,2,0,[]
bustmain,2,0,[]
박민영,2,0,[]
free,2,8,"['innisfree', 'freetime', 'freevsvalt', 'freevsluiamv', 'luivsfreeamv', 'afreecatv', 'sugarfree', 'afreeca']"
고슴도치,2,0,[]
회복,2,1,['사회복지사']
#먹방,2,1,['#먹방레전드']
라면엔밥,2,0,[]
소리아라,2,1,['??몽글몽글잠이오는마시멜로귀청소｜소리아라｜sleepymarshmallowearcleaning-asmr']
insomnia,2,0,[]
sori-ara,2,0,[]
소리바다,2,0,[]
수면,2,3,"['수면망토', '스파오짱구수면망토', '짱구수면망토']"
팅글,2,0,[]
rappeler,2,0,[]
편안,2,0,[]
소리연못,2,0,[]
아라시게임,2,0,[]
하쁠리,2,0,[]
잠오는소리,2,0,[]
??몽글몽글잠이오는마시멜로귀청소｜소리아라｜sleepymarshmallowearcleaning-asmr,2,0,[]
꿀키냉장고,2,0,[]
꿀키추천템,2,0,[]
스타로드,2,0,[]
#mukbang,2,0,[]
안대,2,0,[]
