Comedy_tags,number,overlap_num,overlap_word
예방접종,11,1,['강아지예방접종']
웃찾사문과1등이과1등,11,0,[]
호떡,11,1,['누텔라호떡']
문재인,11,3,"['문재인조롱', '문재인흉내', '김아랑문재인']"
트럼프,11,2,"['트럼프연설', '트럼프대통령시리아공격']"
흙,11,1,['진흙']
men,11,5,"['experiment', 'women', 'cupramen', 'klementieff', 'movement']"
핸드폰,11,2,"['핸드폰충전', '핸드폰훔치는방법']"
채채tv,11,0,[]
prank,11,0,[]
결혼준비,11,0,[]
채고점,11,0,[]
최고점,11,0,[]
적금,11,0,[]
ㅋㅋ,11,0,[]
로봉순,11,0,[]
기름,11,0,[]
pig,11,1,"[""pig'sfeet""]"
동계,11,3,"['동계올림픽', '평창동계올림픽컬링', '평창동계올림픽']"
soju,11,0,[]
로이조,10,0,[]
시카고,10,0,[]
선물,10,4,"['크리스마스선물', '설선물', '선물증정식', '선물증정']"
이상민,10,0,[]
마인크래프트,10,1,['마인크래프트유튜버']
chicago,10,0,[]
minecraft,10,0,[]
diy,10,0,[]
젤리,10,6,"['젤리셔스', '젤리폰', '젤리만들기', '뽀로로젤리', '다이어트젤리', '곤약젤리']"
붕어빵,10,1,['붕어빵만들기']
휴대폰,10,1,['최신휴대폰']
해운대오퍼스,10,0,[]
양팡합방,10,0,[]
계란,10,4,"['천도계란', '계란풀기', '천도휘핑기계란', '계란치기']"
life,10,0,[]
snow,10,1,['snowhouse']
김하온,10,0,[]
ice,10,4,"['friedrice', 'rice', 'nice', 'seoulmusicawardstwice']"
돼지고기,10,0,[]
소리,10,17,"['마음의소리', '오소리', '목소리', '남자친구잔소리', '잔소리많은남친', '잔소리많은여친', '잔소리많은여자친구', '남친잔소리', '잔소리', '잔소리많은남자친구', '여친잔소리', '여자친구잔소리', '입소리', '마끼아또여자목소리', '여자목소리낚시', '여자목소리', '예쁜목소리']"
이병재,10,0,[]
트위치,10,0,[]
블루멀포메라니안,10,0,[]
sound,10,5,"['eatingsound', 'realsound', 'eatingsoundasmr', 'asmrsound', 'realcookingsound']"
미스테리,10,0,[]
섄디,10,0,[]
신기,10,4,"['신기한실험', '신기한', '신기록', '신기전']"
인간,10,0,[]
빡빡이,10,0,[]
오버워치,9,0,[]
초,9,28,"['최초', '초딩', '초콜릿', '대왕초밥asmr', '대왕초밥만들기', '대왕초밥먹방', '연어초밥asmr', '초밥asmr', '웃소초밥', '초밥먹방', '벤쯔초밥', '연어초밥리얼사운드', '연어초밥먹방', '쿡소초밥', '대왕초밥', '초록창', '초대형', '초코케익', '초코우유', '초콜릿밀크', '초딩유튜버', '초거대플로랄폼', '첵스초코', '초고속블렌더', '초고속블렌더엑슬림z', '초록', '검은사막m초보', '초등학교']"
fish,9,0,[]
왕,9,14,"['급식왕', '대왕', '겨울왕국', '낚시왕', '대왕초밥asmr', '대왕초밥만들기', '대왕초밥먹방', '대왕스시', '대왕초밥', '겨울왕국노래', '겨울왕국명장면', '조선왕조실록', '어린왕자', '대왕만두만들기']"
chimek,9,0,[]
데드풀2,9,0,[]
통닭,9,0,[]
출렁,9,0,[]
beer,9,0,[]
chimaek,9,0,[]
치맥,9,0,[]
deadpool2,9,0,[]
북한,9,1,['북한김용철']
jeon,9,1,['pajeon']
ryanreynolds,9,0,[]
노래,9,13,"['노래하는코트', '잠자리노래', '약빤노래', '병맛노래', '웃긴노래', '크리스마스노래', '거리노래방', '엠티노래', '은지원노래', '노래방', '노래하는코트레전드', '겨울왕국노래', 'bj노래하는코트']"
데이트,9,9,"['데이트코스추천', '커플데이트영상', '비글커플데이트', '커플데이트코스', '커플데이트', '커플데이트장소', '교복데이트', '손잡고데이트', '데이트폭력']"
디저트,9,0,[]
처음,9,1,['처음처럼']
배변패드,9,1,['강아지배변패드']
hai,9,36,"['hai2018', 'phimhaibinhminh', 'phimhaihay', 'phimhai2018', 'phimhai', 'hait?t2018', 'haitet2018', 'phimhait?t2018', 'haim?i', 'phimhait?t', '#hait?t2018', '#phimhai', 'haitet', 'phimhaitet2018', 'hait?t', 'phimhaitet', 'hait?tm?inh?t2018', 'phimhaim?i', 'haitetmoinhat2018', 'hait?tm?inh?t', 'haihay', 'xemphimhai', '#hai', 'xemhait?t', 'hait?t2018m?inh?t', 'haibinhminh', 'haik?ch', 'haim?inh?t', 'haibinhtr?ng', 'haitetmoinhat', 'phimhait?tm?inh?t', 'phimhait?tm?i', 'phimhait?thay', 'hait?thaynh?t', 'phimhaim?inh?t2018', 'phimhaimoi']"
웃소유형,9,0,[]
학생,9,3,"['대학생', '중학생', '학생용돈']"
나혼자산다,9,0,[]
기안84,9,0,[]
아자르,9,0,[]
challenge,9,0,[]
강릉,9,0,[]
액괴,9,0,[]
문과이과웃찾사,9,0,[]
hai2018,9,1,['phimhai2018']
phimhaibinhminh,9,0,[]
phimhaihay,9,0,[]
생선,9,0,[]
phimhai2018,9,0,[]
과거,9,2,"['윽박과거', '숨겨진과거']"
phimhai,9,15,"['phimhaibinhminh', 'phimhaihay', 'phimhai2018', 'phimhait?t2018', 'phimhait?t', '#phimhai', 'phimhaitet2018', 'phimhaitet', 'phimhaim?i', 'xemphimhai', 'phimhait?tm?inh?t', 'phimhait?tm?i', 'phimhait?thay', 'phimhaim?inh?t2018', 'phimhaimoi']"
시상식,9,3,"['아프리카tv시상식', '아프리카시상식', '연말시상식']"
money,9,0,[]
참치,9,3,"['참치먹방', '참치회', '참치코스']"
계곡,9,0,[]
애견,9,5,"['반도의흔한애견샵알바생', '애견샵', '애견용간식', '애견동반', '애견동반체험']"
참여,9,0,[]
makgeolli,9,0,[]
글래머,9,0,[]
이성현,9,3,"['난쟁이성현', '난쟁이성현여자친구', '이성현여자친구']"
미팅,9,1,['팬미팅']
공부,9,4,"['공부비법', '공부잘하는법', '영어공부', '영어공부튜터링']"
인피니티워,9,0,[]
공감,9,7,"['공감영상', '공감동영상', '연인공감', '여성공감', '여자공감', '남성공감', '남자공감']"
클래시로얄버그판.클로얄핵,9,0,[]
1등미디어,9,0,[]
pajeon,9,0,[]
라이언,9,9,"['딜런오브라이언', '오브라이언', '코난오브라이언자막', '코난오브라이언조든슐랜스키', '코난오브라이언한글자막', '코난오브라이언조든', '코난오브라이언코리아', '코난오브라이언이탈리아', '코난오브라이언남북정상회담']"
막걸리,9,0,[]
노래하는코트,9,2,"['노래하는코트레전드', 'bj노래하는코트']"
hangang,9,0,[]
reynolds,9,1,['ryanreynolds']
김치전,9,0,[]
파전,9,1,['양파전기']
deadpool,9,1,['deadpool2']
데드풀,9,1,['데드풀2']
hanriver,9,0,[]
광고,9,8,"['클래시로얄광고', '리니지m광고', '약빤광고', '병맛광고', '웃긴광고', '스와이프광고', '돼지바광고', '자일리톨광고']"
실시간,9,1,['실시간스트리밍']
레이놀즈,9,0,[]
한강,9,1,['깜찍한강아지']
market,8,0,[]
육거리,8,0,[]
귀여운강아지,8,0,[]
혜지,8,1,['혜지지황']
hait?t2018,8,3,"['phimhait?t2018', '#hait?t2018', 'hait?t2018m?inh?t']"
haitet2018,8,1,['phimhaitet2018']
지황,8,1,['혜지지황']
클레이,8,1,['아이클레이']
phimhait?t2018,8,0,[]
헬스,8,0,[]
슈나우저,8,0,[]
haim?i,8,3,"['phimhaim?i', 'haim?inh?t', 'phimhaim?inh?t2018']"
메이킹,8,0,[]
넌,8,4,"['넌내여자', '재넌비밀', '재넌', '재넌토크쇼']"
friedrice,8,0,[]
칼,8,13,"['칼군무', '칼카나마알아철니', '천도칼빅민', '천도칼컨텐츠', '천도칼', '맛있으면0칼로리', '칼질', '천도칼플로랄폼', '1000도칼asmr', '천도칼asmr', '1000도칼컨텐츠', '1000도칼', '플로랄폼전용칼']"
phimhait?t,8,4,"['phimhait?t2018', 'phimhait?tm?inh?t', 'phimhait?tm?i', 'phimhait?thay']"
#hait?t2018,8,0,[]
#phimhai,8,0,[]
청주,8,0,[]
haitet,8,5,"['haitet2018', 'phimhaitet2018', 'phimhaitet', 'haitetmoinhat2018', 'haitetmoinhat']"
애완견,8,0,[]
술,8,17,"['술밥', '술먹방', '마술', '혼술', '좀비술래잡기', '웃소술래잡기', '사마귀수술', '티눈수술', '일본술', '수술', '입술보호제', '금술', '술주정', '술주사', '반려견술', '술한잔', '강아지술']"
phimhaitet2018,8,0,[]
김치볶음밥,8,0,[]
hait?t,8,12,"['hait?t2018', 'phimhait?t2018', 'phimhait?t', '#hait?t2018', 'hait?tm?inh?t2018', 'hait?tm?inh?t', 'xemhait?t', 'hait?t2018m?inh?t', 'phimhait?tm?inh?t', 'phimhait?tm?i', 'phimhait?thay', 'hait?thaynh?t']"
phimhaitet,8,1,['phimhaitet2018']
튀김,8,4,"['튀김가루', '고기튀김', '튀김기', '감자튀김']"
창,8,15,"['창현', '평창', '하창봉', '평창올림픽', '평창스니커즈', '평창올림픽컬링', '평창동계올림픽컬링', '초록창', '수익창출', '평창동계올림픽', '창단식', '창의', '소창', '창자', '대창']"
아이스크림,8,2,"['아이스크림탕후루', '터키아이스크림']"
액체괴물,8,0,[]
케이,8,8,"['#유병재케이스', '케이팝', '케이크', '케이집', '케이가쏜다', 'bj케이', '강아지케이크', '수제케이크']"
도넛,8,0,[]
송민호,8,0,[]
팥,8,0,[]
beef,8,0,[]
이영자,8,0,[]
장난전화,8,0,[]
대머리,8,0,[]
흘러가는대로,8,0,[]
자연적인사랑,8,0,[]
비밀,8,3,"['비밀보장', '송은이&김숙비밀보장', '재넌비밀']"
박나래,8,0,[]
난,8,33,"['장난', '난쟁이성현', '장난전화', '난쟁이성현여자친구', '난쟁이수은', '여친장난', '남친장난', '말장난', '위험한장난', '무서운장난', '난리', '짖궂은장난', '만우절장난', '기억안난다니까', '말장난1등', '티난다', '코난오브라이언자막', '코난오브라이언조든슐랜스키', '코난오브라이언한글자막', '코난스오더', '코난오브라이언조든', '코난한글자막', '코난오브라이언코리아', '코난오브라이언이탈리아', '코난오브라이언남북정상회담', '화난스트리머', '여자친구장난', '명탐정코난', '코난', '남자친구장난', '장난영상', '장난치기', '여정을떠난여정']"
고추장,8,0,[]
성대모사,8,2,"['정치인성대모사', '철구성대모사']"
물라스틱,8,0,[]
태경,8,0,[]
푸들,8,0,[]
rappeler,8,0,[]
cheongju,8,0,[]
강은호,8,0,[]
pewdiepie,8,0,[]
물풀,8,0,[]
넌내여자,8,0,[]
점토,8,2,"['지점토', '액체점토']"
막말,8,0,[]
최화정,8,0,[]
웃기는,8,0,[]
강아지용품,8,0,[]
현재,8,0,[]
cute,8,3,"['cutedog', 'cutepuppy', 'cutedogs']"
couple,8,3,"['coupledate', 's.scouple', 'couplevideo']"
phone,8,4,"['jellyphone', 'microphone', 'sellphone', 'cellphone']"
팝콘,8,1,['팝콘잡기']
스티로폼,8,0,[]
얼음,8,0,[]
리뷰어,8,0,[]
배우,8,2,"['정배우', '배우들']"
엔터,8,6,"['느금마엔터', '무엔터', '항엔터', '나몰라엔터', '구래구래엔터', '굴엔터']"
스포츠,8,2,"['유로스포츠', '스포츠카']"
배달음식,8,0,[]
기발,8,0,[]
핫도그,8,1,['돼지바핫도그']
김승진,8,0,[]
청산별곡,8,0,[]
봉준보미,8,0,[]
자이언티,8,0,[]
스트로폼,8,0,[]
땅굴,8,0,[]
미투,8,1,['미투운동']
양팡합동방송,8,0,[]
dr.strange,8,0,[]
좋니,8,0,[]
파티포메라니안,8,0,[]
n행시,8,0,[]
웃찾사문과1등,8,1,['웃찾사문과1등이과1등']
중국,8,4,"['중국인', '중국집', '중국요리', '범죄도시중국어']"
유정호,8,0,[]
너구리,8,0,[]
중국인,8,0,[]
웃음코뿔소,8,0,[]
컵라면,8,0,[]
웃찾사이과1등,8,0,[]
엠브로,8,4,"['양팡엠브로', '엠브로양팡', '엠브로푸파', '엠브로점보라면']"
셀럽이되고싶어,8,0,[]
오징어,8,0,[]
남매,7,6,"['현실남매', '양팡현실남매', '흔한남매', '남매키스타임', '세남매', '양팡세남매']"
vlog,7,0,[]
와사비,7,1,['생와사비']
coupledate,7,0,[]
한손에총들고,7,0,[]
빵,7,8,"['핵빵디', '빵디', '붕어빵', '독일빵', '빵가루', '빵터지는', '붕어빵만들기', '빵만들기']"
muckbang,7,0,[]
japan,7,1,['japanese']
유튜브라이브,7,0,[]
19금,7,0,[]
야한,7,0,[]
리니지,7,10,"['리니지m', '리니지m광고', '리니지m기사', '리니지m요정', '리니지m법사', '리니지m공성전', '리니지m불도그', '리니지m무과금', '리니지m인범', '리니지m드슬']"
고등래퍼2,7,0,[]
부자,7,0,[]
kfc,7,0,[]
핵,7,5,"['핵빵디', '클래시로얄버그판.클로얄핵', '배그핵', '배그핵유형', '핵웃긴']"
mom,7,2,"['momoland', 'momolandbboombboom']"
ski,7,3,"['skiers', 'freeskiers', 'kangskitchenep3']"
스키,7,3,"['코난오브라이언조든슐랜스키', '위스키', '허스키']"
해외,7,10,"['방탄소년단해외방송', '방탄소년단해외', '방탄소년단해외반응', '방탄소년단해외공연', '방탄소년단해외팬', '방탄소년단해외인기', '방탄소년단해외공연2017', '방탄소년단해외반응한글자막', '방탄소년단해외반응자막', '해외영상']"
jjajangmyun,7,0,[]
jokbal,7,0,[]
크리스마스,7,12,"['메리크리스마스', '크리스마스노래', '크리스마스를보내는', '크리스마스선물', '크리스마스영상', '크리스마스캐롤', '유형별크리스마스', '크리스마스카드', '웃소크리스마스', '웃소크리스마스유형', '크리스마스유형', '크리스마스메이크업']"
pig'sfeet,7,0,[]
delivery,7,0,[]
tangsuyuk,7,0,[]
족발,7,0,[]
엽캠,7,0,[]
jjajangmyeon,7,0,[]
돈,7,21,"['용돈', '정형돈', '돈까스', '정리정돈', '돈스테이크원본', '돈스테이크먹방', '돈스테이크미우새', '돈스테이크', '돈스테이크asmr', '돈스파이크스테이크', '돈스테이크벤쯔', '돈스테이크리얼사운드', '김효진돈의맛', '유튜버돈', '할머니세뱃돈', '세뱃돈', '아빠세뱃돈', '엄마세뱃돈', '할아버지세뱃돈', '용돈기입장', '학생용돈']"
sweetandsour,7,0,[]
유형별,7,4,"['유형별크리스마스', '유형별계단내려가는방법', '유형별계단', '유형별웃소']"
강식당,7,5,"['강식당예고', '강식당3회', '강식당오므라이스', 'tvn강식당', '강식당이승기']"
어묵,7,0,[]
멜로망스,7,0,[]
전쟁,7,0,[]
탕수육,7,0,[]
액션홍구,7,0,[]
사건,7,3,"['윽박사건', '그사건', '레바그사건']"
콘텐츠,7,0,[]
한국어,7,0,[]
cutedog,7,1,['cutedogs']
깜찍한,7,1,['깜찍한강아지']
puppy,7,1,['cutepuppy']
칼군무,7,0,[]
피키캐스트,7,0,[]
뚝배기,7,1,['뚝배기깬다']
보겸tv,7,0,[]
샨디,7,0,[]
보황,7,0,[]
보이루,7,0,[]
양팡하이라이트,7,0,[]
영화,7,4,"['영화관', '영화바람', '영화명장면', '영화를보고']"
시골,7,3,"['시골풍경', '시골촌동네', '시골사람']"
양팡남순,7,0,[]
차량,7,0,[]
봉준채보미,7,0,[]
돌,7,8,"['눈알돌리기', '아이돌', '돌멩이', '돌머리', '턱돌이', '주간아이돌', '고인돌', '돌판']"
양파,7,3,"['양파전기', '양파와파워에이드', '양파링']"
춤판,7,1,['이번판은춤판']
호불호,7,0,[]
디바제시카,7,0,[]
쿡소,7,6,"['쿡소태훈', '쿡소연어', '쿡소초밥', '해리쿡소', '쿡소스테이크', '쿡소해리']"
레시피,7,0,[]
건강검진,7,0,[]
개사료,7,0,[]
한우,7,0,[]
은지원,7,2,"['은지원레전드', '은지원노래']"
오소리,7,0,[]
배변,7,5,"['배변패드', '반려견배변훈련', '배변훈련', '강아지배변훈련', '강아지배변패드']"
binhminhfilm,7,0,[]
파보장염,7,0,[]
남친,7,7,"['비글남친', '남친장난', '전남친', '잔소리많은남친', '남친잔소리', '남친만우절', '남친vs여친']"
중딩,7,0,[]
eurosport,7,1,['eurosportafterparty']
귀여운,7,1,['귀여운강아지']
kpop,7,1,['kpopreaction']
hait?tm?inh?t2018,7,0,[]
đ?igiachanđ?t8,7,0,[]
아프리카tv시상식,7,0,[]
chaechae,7,1,['chaechaetv']
개그맨,7,7,"['개그맨유투버', '개그맨박상현', '개그맨유튜브', '개그맨유튜버', '개그맨유투브', '개그맨심문규', '개그맨이상은']"
혜지지황,7,0,[]
오토바이,7,0,[]
배우들,6,0,[]
섭ohbar,6,0,[]
과학,6,0,[]
할리우드,6,0,[]
뜨뜨뜨뜨,6,0,[]
패싸움,6,0,[]
전화,6,2,"['장난전화', '전화통화']"
동물,6,2,"['반려동물', '애완동물']"
사과,6,1,['kbs사과']
정신,6,0,[]
생맥주,6,0,[]
cgv,6,0,[]
남성,6,1,['남성공감']
버터,6,1,['버터구이']
러너,6,0,[]
나쵸,6,0,[]
갈릭,6,0,[]
찌개,6,0,[]
딜런오브라이언,6,0,[]
버터구이,6,0,[]
어니언,6,0,[]
이기홍,6,0,[]
기홍,6,1,['이기홍']
여성,6,3,"['여성유튜버', '여성성', '여성공감']"
메추라기,6,0,[]
감사합니다,6,0,[]
축구,6,0,[]
예언,6,0,[]
우주,6,1,['우주일년']
양팡가족방송,6,0,[]
삐약이,6,2,"['삐약이형', '삐약이박상현']"
우주일년,6,0,[]
개벽,6,0,[]
박상현,6,3,"['삐약이박상현', '개그맨박상현', '박상현성용']"
마인크래,6,2,"['마인크래프트', '마인크래프트유튜버']"
랭킹,6,0,[]
티비플,6,0,[]
삐약이형,6,0,[]
팬,6,6,"['유주팬클럽', '팬사인회', '팬미팅', '팬츠ceo', '방탄소년단해외팬', '팬사인']"
sns,6,1,['sns스타']
자금,6,1,['여유자금']
고등래퍼,6,1,['고등래퍼2']
홈메이드,6,0,[]
단점,6,0,[]
여유자금,6,0,[]
뷔페,6,1,['뷔페의상']
메추리,6,0,[]
장점,6,0,[]
대한건아턱형,6,0,[]
megabox,6,0,[]
딜런,6,1,['딜런오브라이언']
호텔,6,0,[]
수능,6,2,"['수능특강', '대수능']"
촬영현장,6,0,[]
성현,6,4,"['난쟁이성현', '이성현', '난쟁이성현여자친구', '이성현여자친구']"
남동생,6,1,['양팡남동생']
택배,6,0,[]
컨텐츠,6,3,"['천도칼컨텐츠', '컨텐츠크리에이터', '1000도칼컨텐츠']"
야식,6,0,[]
3옥타브장인,6,0,[]
talk,6,1,['talkshow']
클라인,6,0,[]
음료,6,2,"['편의점음료', '캔음료']"
머랭쿠키,6,1,['머랭쿠키만들기']
달리기,6,0,[]
주인,6,0,[]
pyeongchang,6,0,[]
노트,6,2,"['절친노트', '노트8']"
phimhaim?i,6,1,['phimhaim?inh?t2018']
아이폰,6,1,['아이폰7']
celebfive,6,0,[]
now,6,2,"['snow', 'snowhouse']"
오담률,6,0,[]
평창올림픽,6,1,['평창올림픽컬링']
짓,6,5,"['거짓말', '윽짓거리', '미친짓', '짓거리', '윽짓']"
만드는법,6,2,"['컨닝만드는법', '네이버아이디만드는법']"
특이,6,1,['특이한']
웃음,6,1,['웃음코뿔소']
셀럽5,6,0,[]
비상,6,0,[]
응아응아,6,0,[]
중대발표,6,1,['정승제중대발표']
고민상담,6,0,[]
토마스브로디생스터,6,0,[]
인강레전드,6,0,[]
정승제레전드,6,0,[]
정승제,6,4,"['정승제레전드', '정승제정유빈', '정승제중대발표', '정승제이미지']"
2019,6,0,[]
웃긴인강,6,0,[]
산악,6,0,[]
강의,6,1,['배그강의']
메달,6,4,"['은메달', '금메달', '동메달', '최민정금메달']"
생스터,6,1,['토마스브로디생스터']
오브라이언,6,8,"['딜런오브라이언', '코난오브라이언자막', '코난오브라이언조든슐랜스키', '코난오브라이언한글자막', '코난오브라이언조든', '코난오브라이언코리아', '코난오브라이언이탈리아', '코난오브라이언남북정상회담']"
강좌,6,0,[]
메이즈,6,0,[]
토마스,6,1,['토마스브로디생스터']
케익,6,4,"['생일케익', '캡사이신케익', '조각케익', '초코케익']"
여행,6,7,"['인도네시아여행', '여행영상', '이별여행사', '세부여행', '자유여행', '일본여행', '골드코스트여행']"
양팡가족영상,6,0,[]
술밥,6,0,[]
김영철,6,1,['김영철궁예']
가족영상,6,1,['양팡가족영상']
죽음,6,0,[]
유나땅,6,1,['기뉴다유나땅']
conveniencestore,6,0,[]
호날두,6,0,[]
바로셀로나,6,0,[]
치킨이닭,6,0,[]
비디오빌리지,6,0,[]
학교영상,6,0,[]
피파,6,0,[]
반려견배변훈련,6,0,[]
강아지훈련,6,0,[]
심쿵사,6,0,[]
반려견병원,6,0,[]
섭이일상,6,0,[]
배변훈련,6,2,"['반려견배변훈련', '강아지배변훈련']"
반려견훈련,6,0,[]
학교에서꿀팁,6,0,[]
학교지각,6,0,[]
방산고,6,0,[]
앵지,6,0,[]
이아린,6,0,[]
브베그라샤,6,1,['브베그라샤영상']
이수은,6,1,['난쟁이수은']
코리안브로스,6,0,[]
문재인조롱,6,0,[]
스트리머,6,1,['화난스트리머']
브베그라샤영상,6,0,[]
남자학고꿀팁,6,0,[]
마블,6,2,"['릴마블', '마블pd']"
cupramen,6,0,[]
채채티비,6,0,[]
홍대,6,2,"['홍대거리', '홍대트리플나인']"
학교유형,6,0,[]
지각영상,6,0,[]
한조,6,0,[]
메시,6,4,"['웃소카톡상태메시지유형', '상태메시지유형', '카톡상태메시지유형', '카톡상태메시지']"
ramyeon,6,1,['cupramyeon']
funvideos,6,0,[]
인피티트,6,0,[]
쿠킹,6,1,['홈쿠킹']
트럼프연설,6,0,[]
타노스,6,1,['타노스.대도서관']
foreigner,6,0,[]
꽈배기,6,0,[]
도장,6,0,[]
송판,6,0,[]
매워,6,0,[]
목판화,6,0,[]
깨기,6,0,[]
빌리지영상,6,0,[]
유니버스,6,0,[]
격파,6,0,[]
미션,6,2,"['미션왓썹', '미션왓섭']"
강아지배변훈련,6,0,[]
삼성키스타임,6,0,[]
항튜브,6,0,[]
남매키스타임,6,0,[]
아는형님,6,0,[]
키스타임,6,6,"['삼성키스타임', '남매키스타임', '라팍키스타임', '라이온즈파크키스타임', '삼성라이온즈키스타임', '야구장키스타임']"
머리,6,5,"['머리나쁜여자', '머리나쁜남자', '대머리', '돌머리', '머리치기']"
라팍키스타임,6,0,[]
라이온즈파크키스타임,6,0,[]
매운짬뽕,6,3,"['신길동매운짬뽕', '매운짬뽕먹방', '신길매운짬뽕']"
삼성라이온즈키스타임,6,0,[]
야구장키스타임,6,0,[]
혜리,6,1,['기뉴다혜리']
눈알돌리기,6,0,[]
신과함께,6,1,['신과함께패러디']
cupramyeon,6,0,[]
눈쟁이,6,0,[]
문재인흉내,6,0,[]
판을벌이는려자들,5,0,[]
chaechaetv,5,0,[]
피키픽처스,5,0,[]
chadwickboseman,5,0,[]
짬뽕,5,6,"['매운짬뽕', '신길동매운짬뽕', '매운짬뽕먹방', '아찌짬뽕', '신길짬뽕', '신길매운짬뽕']"
안철수,5,0,[]
안혼나는법,5,0,[]
거북선,5,0,[]
samgyeopsal,5,0,[]
애기,5,0,[]
avengers,5,2,"['avengers:infinitywar', 'meantweetsavengers']"
희선,5,4,"['채희선', '채희선자취방', '채희선집', '채희선몸무게']"
clip,5,0,[]
파티포메,5,1,['파티포메라니안']
윽튜브,5,0,[]
real,5,2,"['realsound', 'realcookingsound']"
비보,5,2,"['비보티비', '비보레전드']"
가족리액션,5,0,[]
목살,5,0,[]
koreanbbq,5,0,[]
금지리액션,5,0,[]
설레는영상,5,0,[]
좋은점,5,1,['키작으면좋은점']
scarlettjohansson,5,0,[]
호짜2,5,0,[]
양팡친언니리액션,5,0,[]
어머니,5,1,['시어머니']
자취,5,5,"['자취집', '자취경력', '채희선자취방', '자취방', '자취생']"
고장환,5,3,"['고장환아디다스', '고장환협찬', '고장환아디다스협찬']"
베이킹,5,1,['홈베이킹']
채팅앱,5,0,[]
hanwoo,5,0,[]
cm,5,1,['160cm']
아버지,5,2,"['할아버지세뱃돈', '할아버지']"
marvel,5,2,"['themarvelbunch', 'marvelcinematicuniverse']"
100만원,5,0,[]
아기,5,1,['댕댕이아기']
noodle,5,2,"['noodles', 'cupnoodles']"
개는,5,0,[]
한미정상,5,1,['한미정상회담']
쌈장,5,0,[]
홈베이킹,5,0,[]
samgyeop,5,1,['samgyeopsal']
moksal,5,0,[]
samjang,5,0,[]
나쁜점,5,2,"['유튜버면나쁜점', '방학이면나쁜점']"
인스타그램,5,0,[]
정준하,5,1,['무한도전정준하']
홍구,5,1,['액션홍구']
김희철,5,0,[]
드립,5,1,['애드립']
애드립,5,0,[]
민경훈,5,0,[]
박근혜,5,0,[]
hanjungsal,5,0,[]
한미정상회담,5,0,[]
피타플래닛,5,0,[]
세남매,5,1,['양팡세남매']
에미레이트,5,0,[]
peetaplanet,5,0,[]
상어,5,4,"['상어녀', '상어송', '상어가족', '기뉴다상어녀']"
emirati,5,0,[]
shark,5,0,[]
emirates,5,0,[]
양팡세남매,5,0,[]
편집자,5,2,"['유튜브편집자', '양팡유튜브편집자']"
두바이,5,0,[]
uae,5,0,[]
리네스북,5,0,[]
dubai,5,0,[]
porkbelly,5,0,[]
반장선거,5,0,[]
haitetmoinhat2018,5,0,[]
hait?tm?inh?t,5,2,"['hait?tm?inh?t2018', 'phimhait?tm?inh?t']"
에미리트,5,0,[]
구독,5,1,['100만구독자']
커플영상,5,0,[]
레자바지,5,0,[]
소통,5,0,[]
가재,5,0,[]
도네,5,3,"['인도네시아여행', '인도네시아', '도네용']"
eatingshow,5,0,[]
비글커플,5,1,['비글커플데이트']
양세형,5,1,['무한도전양세형']
고르곤졸라,5,0,[]
나루토,5,0,[]
옵션열기,5,0,[]
comedic,5,0,[]
개청자,5,0,[]
리액션,5,5,"['엄마앞에서리액션하는', '가족리액션', '금지리액션', '양팡친언니리액션', '블랙핑크마지막처럼무대리액션']"
보미,5,6,"['봉준보미', '봉준채보미', '채보미봉준', '채보미', '봉보미', '츠보미']"
스팀,5,3,"['스팀보이', '댄스팀', '스팀게임']"
관광객,5,0,[]
놀러갈만한곳,5,1,['커플놀러갈만한곳']
삼행시,5,0,[]
나얼,5,0,[]
video,5,8,"['funvideos', 'funnyvideo', 'musicvideo', 'couplevideo', 'yangivideo', 'reactionvideo', 'reacttovideo', 'koreanvideo']"
좋아요,5,0,[]
date,5,1,['coupledate']
난쟁이성현여자친구,5,0,[]
road,5,2,"['offroad', 'broadcastingaccident']"
load,5,1,['offload']
박명수,5,1,['무한도전박명수']
시계,5,1,['티쏘시계']
부부,5,3,"['부부이혼', '우부부부에', '부부문제']"
이명박,5,0,[]
평창스니커즈,5,0,[]
데이트코스추천,5,0,[]
새우,5,3,"['꽃새우', '새우장', '간장새우장']"
커플데이트영상,5,0,[]
닭발,5,0,[]
젤리셔스,5,0,[]
이행시,5,0,[]
민서,5,0,[]
chrispratt,5,0,[]
tourist,5,0,[]
s.scouple,5,0,[]
겨울왕국,5,2,"['겨울왕국노래', '겨울왕국명장면']"
해산,5,1,['해산물']
반죽,5,0,[]
off,5,4,"['toffee', ""bts'fakelove'officialteaser2reaction"", 'offroad', 'offload']"
커플놀러갈만한곳,5,0,[]
커플놀만한곳,5,0,[]
이성현여자친구,5,1,['난쟁이성현여자친구']
양팡봉준,5,0,[]
뽀뽀,5,0,[]
phimhay2018,5,0,[]
비글커플데이트,5,0,[]
비글여친,5,0,[]
항정살,5,0,[]
과실주,5,0,[]
공포,5,3,"['공포게임방송', '공포썰', '고소공포증']"
커플데이트코스,5,0,[]
talkshow,5,0,[]
박스,5,3,"['레드박스', '샌드박스네트워크', '샌드박스']"
오프로드,5,0,[]
달달한영상,5,0,[]
강아지간식,5,0,[]
커플데이트,5,4,"['커플데이트영상', '비글커플데이트', '커플데이트코스', '커플데이트장소']"
anthonymackie,5,0,[]
스낵,5,0,[]
수타,5,2,"['수타면', '수타자장면']"
취사,5,1,['취사병']
