fid,avg_tmp,max_tmp,min_tmp,상업/업무지(도시),도로(도시),일반주택지(도시),교육/군사시설(도시),유원지(임지),공공용지(도시),인공녹지(도시),하천(수계),고층주택지(도시),공업시설(도시),침엽수림(임지),암벽/석산(임지),미경지정리답(농지),보통/특수작물(농지),처리장(도시),저수지/늪(수계),자연초지(임지),발전시설(도시),공업나지(도시),인공초지(임지),경지정리답(농지),활엽수림(임지),철로(도시),골프장(임지),혼합수림(임지),가축/사육시설(도시),공원묘지(임지),과수원(농지),매립지(도시),shape_area
393,30.5,35,26,20257.959000000003,2432519.648,297069.859,0.0,379551.678,0.0,653.427,47015.416999999994,21071.86,0.0,16182305.027999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242230.48,0.0,0.0,19622675.356
402,33.083333333333336,36,30,53720.79,2432519.648,1029778.19,58935.611000000004,0.0,0.0,0.0,0.0,275031.471,22736.817000000003,15957257.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19829980.32
434,32.64705882352941,35,30,37334.832,2432519.648,0.0,111552.439,0.0,21729.812,11582.95,0.0,852146.429,0.0,8077097.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362241.271,0.0,0.0,0.0,0.0,0.0,0.0,11906204.661
392,28.75,33,26,0.0,0.0,0.0,0.0,330233.273,0.0,0.0,0.0,0.0,0.0,29396643.088999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29726876.361999996
390,30.97826086956522,34,28,61395.1,2432519.648,1010228.638,170461.381,344878.879,21590.709,12965.27,83954.679,59701.269,0.0,16564988.400999999,0.0,0.0,17897.636000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20780581.61
388,25.88888888888889,27,25,0.0,0.0,0.0,0.0,584.531,14901.534,0.0,0.0,0.0,0.0,13439385.295999998,34875.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13489746.423999997
476,20.208333333333332,29,13,10264.655999999999,214192.854,135965.366,33636.966,75944.133,36350.152,0.0,207898.309,0.0,0.0,13772069.631,0.0,17869.857,458357.00600000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14962548.93
389,28.1,30,26,0.0,0.0,246716.185,0.0,372464.728,0.0,0.0,20763.798,0.0,0.0,29396643.088999998,0.0,0.0,17897.636000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30054485.435999997
433,26.048387096774192,33,17,51930.105,1388259.813,376789.806,147742.022,0.0,0.0,0.0,0.0,236196.194,0.0,5579626.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780544.056
408,33.266666666666666,37,30,166734.934,3820779.461,380311.07899999997,11565.421999999999,0.0,93925.98899999999,30153.428,228045.625,300471.35,134289.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362241.271,0.0,0.0,0.0,0.0,0.0,0.0,5528517.871
400,32.0,35,29,122364.946,2432519.648,501449.8659999999,66599.893,0.0,0.0,0.0,0.0,552118.709,134289.312,136962.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3946304.9990000003
399,31.181818181818183,35,28,971.686,2432519.648,387993.38399999996,66839.13399999999,0.0,0.0,0.0,0.0,657794.506,0.0,704088.416,0.0,0.0,27225.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4277432.033
431,32.666666666666664,35,30,307947.18100000004,3820779.461,61107.81999999999,82672.789,0.0,41946.838,2236.2,228045.625,609817.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362241.271,0.0,0.0,0.0,0.0,0.0,0.0,5516794.561000001
432,31.526315789473685,34,29,202405.614,3820779.461,410750.169,238708.495,0.0,22601.449,9841.579,28445.689,650556.7259999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362241.271,0.0,0.0,0.0,0.0,0.0,0.0,5746330.453
475,17.211009174311926,24,10,0.0,0.0,0.0,33636.966,75944.133,0.0,0.0,18528.596,0.0,0.0,13439385.295999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13567494.990999999
473,24.971830985915492,30,18,0.0,214192.854,360521.73299999995,0.0,0.0,0.0,20225.115,211029.36500000002,0.0,28954.169,1747045.657,0.0,0.0,688074.128,0.0,0.0,0.0,0.0,0.0,27975.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3298018.5979999998
474,18.97422680412371,26,12,0.0,214192.854,101722.86200000001,0.0,0.0,0.0,0.0,211029.36500000002,0.0,0.0,14853746.617999999,0.0,0.0,569255.218,0.0,674.4200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7112.211000000001,0.0,17409.412,0.0,15975142.959999999
385,30.28,34,27,23188.694000000003,2432519.648,453554.841,0.0,0.0,52554.810999999994,0.0,3886.594,0.0,0.0,29396643.088999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32362347.677
386,31.789473684210527,35,29,58505.482,2432519.648,1179127.892,180032.903,0.0,52554.810999999994,0.0,57992.693999999996,147045.685,0.0,16339941.166,0.0,0.0,0.0,0.0,1493.9230000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20449214.204
428,23.547169811320753,32,17,0.0,0.0,329972.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5579626.116,0.0,0.0,10395.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5919994.214000001
387,33.15384615384615,35,31,62593.579000000005,2432519.648,1275934.747,196606.04,0.0,37443.734,0.0,82610.777,196377.646,0.0,479041.18100000004,0.0,0.0,0.0,0.0,0.0,0.0,16209.983999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4779337.336
384,24.25,27,22,0.0,0.0,0.0,0.0,2032.494,0.0,0.0,0.0,0.0,0.0,13439385.295999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13441417.79
398,32.395348837209305,36,27,121548.695,2432519.648,1006664.2770000001,44276.846000000005,0.0,53819.849,18607.613,14526.663999999999,227313.767,120516.815,259593.36800000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4299387.541999999
407,30.5,33,27,139910.745,3820779.461,83123.468,76229.75499999999,0.0,26673.145,34157.332,0.0,546982.054,0.0,1117762.943,0.0,0.0,13082.908000000001,0.0,0.0,0.0,0.0,0.0,10287.161,0.0,0.0,362241.271,0.0,0.0,0.0,0.0,15910.893,0.0,6247141.136
427,29.2027027027027,35,19,35721.913,1388259.813,362645.998,33728.606,0.0,16676.622,25855.422,0.0,291247.327,0.0,5579626.116,0.0,0.0,0.0,0.0,128.85399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74651.635,0.0,7808542.306
426,30.68421052631579,33,27,62688.263999999996,1388259.813,5525.166,221917.90300000002,0.0,46833.049999999996,68277.44,45100.07399999999,1084611.2179999999,0.0,5579626.116,0.0,0.0,13379.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18916.735,0.0,8535135.652999999
430,32.5,35,30,67312.61200000001,1388259.813,0.0,191165.452,0.0,118008.87299999999,23662.516,328482.669,812242.826,47722.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976857.6169999996
469,22.22568093385214,31,16,105971.704,215720.221,736815.0929999999,16121.139,0.0,23787.429,47725.409,281350.21200000006,0.0,36288.878,2753344.585,0.0,0.0,432516.959,0.0,0.0,0.0,0.0,0.0,27975.577,0.0,0.0,14406.876,0.0,0.0,0.0,0.0,0.0,0.0,4692024.0819999995
472,14.866071428571429,20,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13439385.295999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13439385.295999998
471,17.63013698630137,27,11,0.0,214192.854,388465.661,0.0,0.0,0.0,0.0,21659.652000000002,0.0,0.0,14853746.617999999,0.0,0.0,210444.76099999997,0.0,0.0,0.0,0.0,0.0,24550.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15713060.275
470,25.686274509803923,31,20,0.0,214192.854,638300.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14880659.148999998,0.0,0.0,442101.10699999996,0.0,0.0,0.0,0.0,0.0,27975.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16203228.739999998
429,32.03030303030303,36,27,0.0,0.0,15378.153,375114.92100000003,0.0,0.0,0.0,0.0,0.0,0.0,5589017.221000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23517.988999999998,0.0,6003028.284000001
456,28.363636363636363,33,23,0.0,0.0,686803.533,0.0,0.0,5966.691999999999,0.0,0.0,0.0,0.0,1908308.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.6359999999995,0.0,0.0,0.0,0.0,0.0,2605978.981
298,31.11764705882353,34,28,113276.40299999999,2432519.648,1585687.135,73628.352,0.0,46114.553,0.0,0.0,147045.685,0.0,15957257.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20355529.569000002
297,28.8,32,26,41613.566,2432519.648,440381.224,0.0,0.0,37656.717,0.0,0.0,0.0,0.0,29396643.088999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32348814.244
296,19.651851851851852,27,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13439385.295999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13439385.295999998
381,31.875,36,28,269314.538,2432519.648,1270581.1670000001,0.0,0.0,0.0,0.0,14526.663999999999,111304.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4098246.847
418,32.03448275862069,36,28,42652.475,3820779.461,162178.278,81417.022,0.0,171916.272,51200.320999999996,256023.342,498569.67600000004,47722.856,328111.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362241.271,0.0,0.0,0.0,0.0,0.0,0.0,5822812.258
383,31.17391304347826,36,27,38793.09,3869835.129,454236.371,21592.447,0.0,0.0,34157.332,0.0,101850.959,0.0,1302700.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362241.271,0.0,0.0,0.0,0.0,0.0,0.0,6185406.889
382,31.413793103448278,36,28,76863.247,2432519.648,1310593.903,0.0,0.0,0.0,0.0,76747.49,138854.76700000002,120516.815,974589.0059999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5130684.876
422,32.9,36,28,92705.042,1388259.813,150658.325,479724.55000000005,0.0,62560.816,66984.40599999999,0.0,648851.2339999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889744.1859999998
423,31.419354838709676,36,27,0.0,1388259.813,429504.707,390887.4,0.0,157787.204,14025.966,0.0,27292.882,0.0,5579626.116,0.0,0.0,76486.06,0.0,4277.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18916.735,0.0,8087064.589000002
424,30.48780487804878,37,27,0.0,1388259.813,329972.98,0.0,0.0,180135.572,0.0,0.0,0.0,0.0,5579626.116,0.0,0.0,28500.346,0.0,1188.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7507683.564000001
425,32.857142857142854,40,28,0.0,1388259.813,0.0,375114.92100000003,0.0,275569.891,0.0,0.0,0.0,0.0,5579626.116,0.0,0.0,57074.88,0.0,20629.942,0.0,0.0,0.0,0.0,0.0,0.0,19943.532,312675.693,0.0,0.0,0.0,26118.438000000002,0.0,8055013.226000001
292,19.736263736263737,26,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25413711.667999998,89717.69699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320460.062,0.0,0.0,0.0,0.0,25823889.426999997
461,18.94573643410853,26,11,0.0,0.0,364724.49000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25416129.131999996,0.0,0.0,40316.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425816.051,0.0,0.0,0.0,0.0,27246985.84699999
457,25.33613445378151,33,17,87381.303,15800384.066000002,1595488.911,28088.138,0.0,0.0,97609.49699999999,0.0,0.0,0.0,2124163.605,0.0,0.0,16145.693000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19749261.213000003
460,22.76923076923077,31,18,30082.186,15798223.233000001,1194830.301,23328.032,0.0,12014.938,81184.813,0.0,0.0,0.0,25660218.280999996,0.0,0.0,153463.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42953345.636
543,18.158227848101266,26,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25412081.040999997,330438.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259401.417,0.0,0.0,0.0,0.0,26001921.030999996
295,31.264705882352942,36,27,26561.362,21162742.764000002,871111.1340000001,96813.985,0.0,0.0,0.0,0.0,8844.112000000001,0.0,16982353.305999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39148426.663
293,19.733870967741936,27,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25412081.040999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25412081.040999997
378,32.17391304347826,35,28,150782.42200000002,21175087.346,1753638.045,134345.526,0.0,23372.865,0.0,0.0,11787.1,0.0,407501.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23656514.717
468,17.9375,25,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25454661.348999996,240720.87600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727647.385,0.0,0.0,0.0,0.0,26423029.609999996
294,27.571428571428573,29,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42394434.346999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42394434.346999995
380,31.6,36,28,51141.399999999994,21215329.888,323920.77200000006,184746.248,0.0,0.0,0.0,101623.19,352823.15699999995,0.0,1896015.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24125600.026
417,31.794871794871796,36,28,48678.66099999999,20182605.212,306444.519,251964.872,0.0,0.0,17833.477,257372.339,432674.366,4154.4130000000005,622180.909,0.0,0.0,0.0,0.0,0.0,0.0,4268.151,0.0,0.0,0.0,0.0,588108.748,0.0,0.0,0.0,0.0,0.0,0.0,22716285.667
379,31.037037037037038,35,28,48708.036,21166274.220000003,1054666.28,47403.600000000006,0.0,0.0,0.0,76233.197,223257.36400000003,0.0,925838.3219999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23542381.019
421,32.171052631578945,37,28,91444.20800000001,20122541.467,12310.833999999999,156432.11499999996,0.0,492685.925,130632.40099999998,0.0,146793.586,0.0,5652457.581,0.0,0.0,28500.346,0.0,18010.608,0.0,0.0,0.0,0.0,0.0,0.0,38234.767,370126.94200000004,0.0,0.0,0.0,0.0,0.0,27260170.78
419,33.285714285714285,37,29,128359.52,20180764.339,198289.38399999996,444983.1550000001,0.0,0.0,43301.604999999996,211629.34,516056.48299999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363606.96,0.0,0.0,0.0,0.0,0.0,0.0,22086990.786000002
420,32.206896551724135,37,28,27051.97,20118019.060000002,234885.068,488919.708,0.0,250712.87299999996,7627.838000000001,0.0,364273.213,0.0,5579626.116,0.0,0.0,28500.346,0.0,4277.706,0.0,0.0,0.0,0.0,0.0,0.0,9025.968,0.0,0.0,0.0,0.0,0.0,0.0,27112919.866
458,23.986666666666668,32,16,0.0,15584030.379,1264229.355,44155.694,0.0,0.0,0.0,0.0,0.0,0.0,12089049.432999998,0.0,0.0,29138.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29010603.322
454,28.76595744680851,34,24,0.0,15584030.379,857480.6290000001,80260.898,0.0,14421.196000000002,0.0,0.0,9821.493,0.0,3108341.1330000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19654355.728
459,22.771428571428572,27,18,0.0,0.0,144732.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11972695.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698192.1190000001,0.0,0.0,0.0,0.0,12815620.685
541,19.50515463917526,30,12,0.0,15584030.379,53122.674000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11972695.745,240720.87600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265743.17699999997,0.0,0.0,0.0,0.0,28116312.851000004
542,20.188235294117646,28,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11972695.745,329991.83999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259401.417,0.0,0.0,0.0,0.0,12562089.001999998
288,21.036496350364963,28,14,0.0,15584030.379,106568.25400000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11996974.286999999,322201.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259401.417,0.0,0.0,0.0,0.0,28269176.153
368,31.712871287128714,41,26,48364.246,18729759.247,205452.71299999996,0.0,0.0,217470.88199999998,6677.722,0.0,14743.124,0.0,493299.642,0.0,0.0,738953.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12679.15,0.0,20467399.854000002
455,31.333333333333332,33,29,136936.85199999998,15584030.379,1777337.006,82389.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17580693.445
367,31.607142857142858,35,28,141910.018,18729759.247,108711.762,11263.987,0.0,553005.791,144300.363,37862.947,382453.95600000006,0.0,158354.988,0.0,0.0,229569.92700000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22629.340000000004,0.0,0.0,0.0,0.0,49703.403,0.0,20569525.729000002
289,28.0,31,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11972695.745,261277.03100000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12233972.775999999
291,32.22727272727273,35,28,0.0,18729759.247,800747.7809999998,100750.35900000001,0.0,0.0,0.0,0.0,702372.219,0.0,1069434.2729999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21403063.879
374,32.93333333333333,35,30,44457.03599999999,18729759.247,1096612.585,11481.148000000001,133752.039,0.0,0.0,19873.401,0.0,0.0,850082.3499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20886017.806
375,33.05555555555556,36,30,39948.935,18729759.247,729944.3960000001,129931.86600000001,0.0,0.0,0.0,48579.102,212012.368,72755.39,285704.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225068.68600000002,0.0,0.0,0.0,0.0,0.0,0.0,20473704.775
377,31.55,35,28,6890.388000000001,18729759.247,759665.159,21141.239,133752.039,34589.569,453.60699999999997,0.0,64742.814,0.0,769092.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17608.914,0.0,0.0,0.0,0.0,0.0,20537695.751000002
290,31.21153846153846,36,27,38503.864,18732309.191,330252.059,13039.046,0.0,0.0,0.0,0.0,651585.726,0.0,13101742.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32867432.369999997
376,33.714285714285715,36,31,60110.672999999995,18729759.247,1306397.52,50261.672,0.0,31140.812,0.0,0.0,626032.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20803702.26
362,31.40909090909091,34,29,83514.40399999998,18729759.247,392971.62700000004,31787.948999999997,0.0,31660.704999999998,96034.54299999999,259194.35400000002,312062.99,72755.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225068.68600000002,0.0,0.0,0.0,0.0,0.0,0.0,20234809.895000003
363,31.235294117647058,33,28,147677.02999999997,18729759.247,501045.4599999999,72138.134,0.0,24859.802,71414.119,26713.779000000002,414170.44600000005,0.0,881300.5920000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30565.287,0.0,0.0,0.0,0.0,49703.403,0.0,20949347.299000002
462,27.51948051948052,34,22,69764.41900000001,15584030.379,894772.967,95613.266,0.0,0.0,0.0,0.0,48637.442,0.0,2595046.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19287864.905
452,29.666666666666668,32,27,22557.090000000004,15584030.379,1260786.464,58296.508,0.0,132660.145,0.0,0.0,70225.617,0.0,12138508.964999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29267065.167999998
451,31.666666666666668,34,30,155854.38900000002,15584030.379,1892937.705,73806.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17706628.913000003
453,27.833333333333332,30,25,0.0,15584030.379,261897.79200000002,0.0,0.0,68630.11099999999,0.0,0.0,0.0,0.0,12022155.276999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698192.1190000001,0.0,0.0,0.0,0.0,28634905.678
494,25.492753623188406,31,20,0.0,15584030.379,489444.1479999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11972695.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28046170.272
540,20.219354838709677,28,13,18502.418999999998,15584030.379,832812.8339999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12027979.212,89270.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28552595.808
284,20.48611111111111,29,14,103664.202,15584030.379,699089.2749999999,0.0,0.0,0.0,0.0,8062.081,0.0,0.0,12085676.845999999,322201.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28802724.599
285,29.933333333333334,36,24,0.0,15622063.087000001,73987.694,97756.722,0.0,0.0,0.0,0.0,0.0,0.0,15008833.353,261277.03100000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31063917.887000002
286,31.56,35,28,40149.274999999994,18767968.414,678210.535,308362.73099999997,0.0,0.0,2065.693,2777.828,58054.823000000004,0.0,12560504.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32418094.215000004
287,32.625,36,30,7518.904,18729759.247,1110625.9149999998,81364.035,0.0,24032.471,974.493,2777.828,818084.162,0.0,498837.7739999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21273974.829
299,33.12,36,31,117704.55900000001,18729759.247,1008295.466,79343.968,0.0,24032.471,43832.514,0.0,809749.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20812718.166
373,32.65,36,29,48730.532,18729759.247,1360180.795,279600.15499999997,0.0,0.0,14476.235999999999,19932.602,0.0,0.0,914010.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21366689.837
372,31.65625,36,28,0.0,18729759.247,1472186.921,95024.953,0.0,30289.871,0.0,0.0,64466.802,0.0,150791.97400000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20542519.768000003
