fid,avg_tmp,max_tmp,min_tmp,상업/업무지(도시)_비율,도로(도시)_비율,일반주택지(도시)_비율,교육/군사시설(도시)_비율,유원지(임지)_비율,공공용지(도시)_비율,인공녹지(도시)_비율,하천(수계)_비율,고층주택지(도시)_비율,공업시설(도시)_비율,침엽수림(임지)_비율,암벽/석산(임지)_비율,미경지정리답(농지)_비율,보통/특수작물(농지)_비율,처리장(도시)_비율,저수지/늪(수계)_비율,자연초지(임지)_비율,발전시설(도시)_비율,공업나지(도시)_비율,인공초지(임지)_비율,경지정리답(농지)_비율,활엽수림(임지)_비율,철로(도시)_비율,골프장(임지)_비율,혼합수림(임지)_비율,가축/사육시설(도시)_비율,공원묘지(임지)_비율,과수원(농지)_비율,매립지(도시)_비율,순수양호,순수불량,순수양호_비율,순수불량_비율,80m_wind_speed,10m_wind_speed,difference_wind,avg_dust_10,max_dust_10,min_dust_10,max_ele,min_ele,avg_ele,num_ele,diff_ele,label,b_sum,g_sum
401,31.10344828,36,27,0.015499887,12.38160394,1.750772244,0.206564781,0,0,0,0,1.989998145,0,82.36845771,0,0,0.054142288,0,0,0,0,0,0,0,0,0,0,0,0,1.232961004,0,0,969939.073,99960.384,90.65703012,9.342969879,2.68,2.44,0.24,56,58,54,121,31,53.48672566,113,90,3,3.962835057,82.36845771
436,23.71014493,33,14,0.443340746,20.3885944,2.526028113,0.865381225,0,0,0,0,0.612493819,0,72.87554724,0,0,0.276149099,0,0,0,0,0,0,0,0,1.93300619,0,0,0,0,0.079459173,0,1261509.662,12383.712,99.02788473,0.972115269,2.86,2.84,0.02,50.5,51,50,464,47,227.8685714,175,417,3,4.447243903,72.87554724
435,30.5,34,26,0.495089853,28.51167062,3.410052143,1.367342064,0,0.162153626,0,0,2.778579673,0,60.2734441,0,0,0.275561368,0,0,0,0,0,0,0,0,2.703140527,0,0,0.022966025,0,0,0,825055.305,149338.909,84.67366628,15.32633372,2.57,2.37,0.2,50.5,51,50,76,29,44.71717172,99,47,1,8.074029757,60.2734441
403,34.50724638,39,29,1.305154728,55.39079863,9.316900931,2.734893138,0,0.731725075,3.01391523,7.996075891,9.934788075,1.32716814,0,0,0,0,0,0,0,0,0,0,0,0,8.248580157,0,0,0,0,0,0,146397.961,774537.555,15.89665709,84.10334291,2.65,2.42,0.23,52.5,54,51,28,20,24.45,40,8,0,24.61890501,3.01391523
393,30.5,35,26,0.103237498,12.39647298,1.513911093,0,1.934250407,0,0.003329959,0.239597385,0.107385255,0,82.46737376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234441663,0,0,951096.663,164620.147,85.24534671,14.75465329,2.88,2.53,0.35,52.5,55,50,153,42,83.31788079,151,111,1,1.724533846,84.40495413
402,33.08333333,36,30,0.270906925,12.26687878,5.193036873,0.297204586,0,0,0,0,1.386947776,0.114658798,80.47036626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514249.267,499323.755,50.73628203,49.26371797,2.64,2.42,0.22,56,58,54,41,25,31.43333333,60,16,0,7.262754959,80.47036626
434,32.64705882,35,30,0.313574586,20.43068902,0,0.93692694,0,0.182508302,0.09728499,0,7.157162616,0,67.83939559,0,0,0,0,0,0,0,0,0,0,0,3.042457956,0,0,0,0,0,0,268577.877,744995.144,26.49812805,73.50187195,2.68,2.39,0.29,50.5,51,50,51,24,32.72307692,65,27,0,8.407664142,67.93668058
392,28.75,33,26,0,0,0,0,1.110891265,0,0,0,0,0,98.88910873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071998.384,0,100,0,3.85,3.02,0.83,51,52,50,324,71,156.45,140,253,3,0,100
390,30.97826087,34,28,0.29544457,11.7057342,4.861406947,0.820291675,1.659620917,0.103898483,0.062391276,0.404005434,0.287293542,0,79.71378623,0,0,0.086126733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573639.063,496367.528,53.61079715,46.38920285,2.76,2.39,0.37,51.5,55,48,87,37,54.54330709,127,50,0,6.264436734,81.43579842
388,25.88888889,27,25,0,0,0,0,0.00433315,0.110465635,0,0,0,0,99.62667106,0.25853016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384635.752,0,97.45970202,0,5.08,3.91,1.17,50.5,51,50,712,177,366.5025381,197,535,3,0,99.63100421
476,20.20833333,29,13,0.068602322,1.431526507,0.908704571,0.224807726,0.507561468,0.242940906,0,1.389457839,0,0,92.04360631,0,0.119430567,3.063361785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615247.762,127976.55,78.87389998,16.40641418,2.98,2.7,0.28,52,52,52,162,36,71.86507937,126,126,2,1.202114619,92.55116778
389,28.1,30,26,0,0,0.820896387,0,1.239298303,0,0,0.069087185,0,0,97.81116749,0,0,0.059550632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072122.093,0,100,0,3.62,2.76,0.86,49.5,51,48,299,53,135.5228758,153,246,3,0.820896387,99.0504658
433,26.0483871,33,17,0.667435396,17.84270872,4.842717981,1.898864924,0,0,0,0,3.035728508,0,71.71254447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082105.978,161844.441,86.98947816,13.01052184,2.7,2.69,0.01,50.5,51,50,390,37,158.6257669,163,353,1,10.44474681,71.71254447
408,33.26666667,37,30,3.015906576,69.11037551,6.879078405,0.209195706,0,1.698936156,0.545416126,4.124896226,5.43493495,2.429029174,0,0,0,0,0,0,0,0,0,0,0,0,6.552231167,0,0,0,0,0,0,268745.294,757022.952,26.19941639,73.80058361,2.57,2.32,0.25,53,55,51,31,18,24.07692308,52,13,0,17.96814481,0.545416126
400,32,35,29,3.100747307,61.64043703,12.70681983,1.687651943,0,0,0,0,13.99077641,3.40291265,3.470654829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998725.539,57545.677,94.551998,5.448002003,2.58,2.35,0.23,56,58,54,60,24,34.7254902,102,36,3,34.88890814,3.470654829
399,31.18181818,35,28,0.022716574,56.86869199,9.070708336,1.562599557,0,0,0,0,15.37825735,0,16.46054012,0,0,0.636486069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838728.904,177980.957,82.49442011,17.50557989,2.58,2.35,0.23,56,59,53,94,38,54.08264463,121,56,1,26.03428182,16.46054012
431,32.66666667,35,30,5.581994718,69.25723658,1.107668943,1.498565663,0,0.760348016,0.040534408,4.133661721,11.05383514,0,0,0,0,0,0,0,0,0,0,0,0,0,6.566154802,0,0,0,0,0,0,143196.748,799062.41,15.19717233,84.80282767,2.62,2.31,0.31,50.5,51,50,29,22,25.77272727,22,7,0,19.24206447,0.040534408
432,31.52631579,34,29,3.522345533,66.49077167,7.148042953,4.154103161,0,0.393319688,0.171267195,0.49502355,11.32125504,0,0,0,0,0,0,0,0,0,0,0,0,0,6.303871209,0,0,0,0,0,0,854204.585,142323.91,85.71802907,14.28197093,2.57,2.33,0.24,50.5,51,50,49,24,32.82258065,62,25,1,26.14574669,0.171267195
475,17.21100917,24,10,0,0,0,0.247923187,0.559750588,0,0,0.13656608,0,0,99.05576015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942539.934,2550.612,99.73011983,0.269880173,3.65,3.39,0.26,52,52,52,419,110,247.8368794,141,309,3,0.247923187,99.61551073
473,24.97183099,30,18,0,6.49459206,10.93146452,0,0,0,0.613250484,6.398671164,0,0.877926189,52.97258354,0,0,20.86325797,0,0,0,0,0,0.84825407,0,0,0,0,0,0,0,0,0,886202.571,103983.557,89.49858475,10.50141525,3.03,2.64,0.39,52,52,52,114,30,60.9602649,151,84,1,11.80939071,54.43408809
474,18.9742268,26,12,0,1.340788339,0.636757131,0,0,0,0,1.320985769,0,0,92.98036741,0,0,3.563381057,0,0.004221684,0,0,0,0,0,0,0,0,0,0.044520484,0,0.10897813,0,843082.331,170718.724,83.16053005,16.83946995,3.16,2.82,0.34,52,52,52,232,42,98.74834437,151,190,1,0.681277615,92.98036741
385,30.28,34,27,0.071653312,7.516511695,1.401489303,0,0,0.162394927,0,0.012009617,0,0,90.83594114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006978.767,50903.594,95.18816119,4.811838809,3.63,2.73,0.9,49,50,48,262,53,118.2097902,143,209,3,1.473142615,90.83594114
386,31.78947368,35,29,0.28610137,11.89541869,5.766128127,0.880390323,0,0.257001616,0,0.283593753,0.719077435,0,79.90498316,0,0,0,0,0.007305528,0,0,0,0,0,0,0,0,0,0,0,0,0,518947.852,494866.748,51.18764831,48.81235169,2.77,2.33,0.44,50.5,53,48,76,33,44.5060241,83,43,0,7.651697255,79.90498316
428,23.54716981,32,17,0,0,5.573873353,0,0,0,0,0,0,0,94.25053327,0,0,0.175593381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716630.138,17985.103,97.55176561,2.448234395,2.84,2.57,0.27,51,51,51,255,61,143.0747664,107,194,1,5.573873353,94.25053327
387,33.15384615,35,31,1.309670664,50.89658831,26.69689661,4.11366736,0,0.783450327,0,1.728498559,4.10888858,0,10.02317157,0,0,0,0,0,0,0.339168024,0,0,0,0,0,0,0,0,0,0,0,641301.664,372512.951,63.2563049,36.7436951,2.49,2.29,0.2,54.5,58,51,51,30,37.96721311,61,21,1,36.56829123,10.02317157
384,24.25,27,22,0,0,0,0,0.015121128,0,0,0,0,0,99.98487887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219595.26,0,100,0,4.8,3.74,1.06,50.5,51,50,599,180,382.5568862,167,419,3,0,100
398,32.39534884,36,27,2.827116509,56.57828294,23.41413206,1.029840775,0,1.251802692,0.43279683,0.33787752,5.28711973,2.803115882,6.037915063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880444.744,177437.631,83.22709262,16.77290738,2.52,2.31,0.21,55.5,57,54,82,27,39.62264151,106,55,1,35.36132496,6.470711893
407,30.5,33,27,2.239596352,61.16044728,1.330584121,1.220234237,0,0.426965622,0.546767413,0,8.755717889,0,17.89239139,0,0,0.209422322,0,0,0,0,0,0.164669899,0,0,5.798512681,0,0,0,0,0.254690788,0,746878.558,324609.595,69.70478917,30.29521083,2.55,2.3,0.25,53,54,52,102,16,37.90566038,106,86,1,13.5461326,18.60382871
427,29.2027027,35,19,0.457472235,17.77873204,4.644221467,0.431944974,0,0.213568952,0.331117141,0,3.729855274,0,71.45541251,0,0,0,0,0.001650167,0,0,0,0,0,0,0,0,0,0,0,0.956025236,0,879432.841,192211.929,82.06383921,17.93616079,2.63,2.45,0.18,51,51,51,160,37,80.06818182,132,123,1,9.263493949,71.78652965
426,30.68421053,33,27,0.734472966,16.26523431,0.064734367,2.600051271,0,0.548708912,0.799957292,0.528404888,12.70760375,0,65.37243628,0,0,0.156762289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221633677,0,825953.439,281181.645,74.60276988,25.39723012,2.58,2.31,0.27,50.5,51,50,79,21,39.25,96,58,1,16.10686235,66.17239357
430,32.5,35,30,2.261196895,46.63507603,0,6.421719699,0,3.964209518,0.794882357,11.03454418,27.28524271,1.603128605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439508.376,420226.097,51.12140897,48.87859103,2.58,2.31,0.27,51,52,50,28,17,21.90909091,44,11,0,37.57128791,0.794882357
469,22.22568093,31,16,2.258549874,4.597594071,15.70356588,0.343586024,0,0.506975851,1.017160359,5.996350553,0,0.773416278,58.68138221,0,0,9.218131694,0,0,0,0,0,0.596236859,0,0,0.307050342,0,0,0,0,0,0,1064119.98,742946.03,58.88661367,41.11338633,3.3,2.77,0.53,52,52,52,144,25,61.23853211,218,119,1,19.07911806,60.29477943
472,14.86607143,20,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059603.496,0,100,0,4.26,3.86,0.4,52,52,52,485,177,316.8561644,146,308,3,0,100
471,17.63013699,27,11,0,1.363151737,2.472246998,0,0,0,0,0.137844899,0,0,94.53121389,0,0,1.339298375,0,0,0,0,0,0.156244096,0,0,0,0,0,0,0,0,0,1008935.396,62320.145,94.18251364,5.817486362,3.54,3.12,0.42,52,52,52,343,57,161.8950617,162,286,3,2.472246998,94.68745799
470,25.68627451,31,20,0,1.321914647,3.939338654,0,0,0,0,0,0,0,91.83761698,0,0,2.72847538,0,0,0,0,0,0.172654336,0,0,0,0,0,0,0,0,0,821041.733,295745.491,73.51818819,26.48181181,3.25,2.81,0.44,52,52,52,155,42,89.6971831,142,113,1,3.939338654,92.01027132
429,32.03030303,36,27,0,0,0.256173256,6.248761513,0,0,0,0,0,0,93.10329648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391768752,0,459881.293,0,100,0,2.78,2.46,0.32,51.5,52,51,83,43,57.34375,64,40,2,6.504934768,93.10329648
456,28.36363636,33,23,0,0,26.35491453,0,0,0.228961632,0,0,0,0,73.22807029,0,0,0,0,0,0,0,0,0,0,0,0,0.188053551,0,0,0,0,0,898750.4,35175.607,96.23357667,3.766423329,3.29,2.93,0.36,52,52,52,219,43,103.5942029,138,176,1,26.35491453,73.22807029
298,31.11764706,34,28,0.55648959,11.95016637,7.789957661,0.361711798,0,0.226545582,0,0,0.722386929,0,78.39274207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659917.939,357034.79,64.89170245,35.10829755,2.91,2.36,0.55,50.5,52,49,98,34,51.33027523,109,64,1,9.430545978,78.39274207
297,28.8,32,26,0.128640159,7.519656299,1.361351982,0,0,0.116408338,0,0,0,0,90.87394322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056522.748,0,100,0,3.72,2.84,0.88,50,51,49,292,51,142,151,241,3,1.489992141,90.87394322
296,19.65185185,27,13,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121527.288,0,100,0,4.7,3.73,0.97,50.5,51,50,569,185,374.3375796,157,384,3,0,100
381,31.875,36,28,6.571457212,59.35512766,31.00304141,0,0,0,0,0.354460445,2.715913271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229488.354,840780.276,21.44212654,78.55787346,2.54,2.24,0.3,52.5,54,51,92,28,42.95238095,63,64,0,40.29041189,0
418,32.03448276,36,28,0.732506444,65.61742491,2.785222515,1.398242265,0,2.952461189,0.879305716,4.396901886,8.5623519,0.819584316,5.634928098,0,0,0,0,0,0,0,0,0,0,0,6.221070764,0,0,0,0,0,0,773361.603,180453.714,81.08085383,18.91914617,2.58,2.3,0.28,51.5,52,51,77,14,29.28,75,63,1,14.29790744,6.514233813
383,31.17391304,36,27,0.62717119,62.56395413,7.343678098,0.34908693,0,0,0.552224496,0,1.646633129,0,21.06086654,0,0,0,0,0,0,0,0,0,0,0,5.856385481,0,0,0,0,0,0,940680.562,121606.386,88.55239761,11.44760239,2.54,2.29,0.25,53,54,52,106,24,60.11486486,148,82,1,9.966569347,21.61309104
382,31.4137931,36,28,1.498108905,47.41120741,25.54422918,0,0,0,0,1.495852734,2.706359294,2.34894206,18.99530042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467200.008,548814.192,45.98361007,54.01638993,2.49,2.27,0.22,53.5,54,53,82,22,36.3974359,78,60,0,32.09763943,18.99530042
422,32.9,36,28,3.208070889,48.04092417,5.213552318,16.60093486,0,2.16492575,2.318004698,0,22.45358732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566637.789,439688.026,56.30758752,43.69241248,2.62,2.31,0.31,51.5,52,51,51,20,29.87654321,81,31,1,47.47614539,2.318004698
423,31.41935484,36,27,0,17.1664242,5.311008738,4.83348928,0,1.95110602,0.173437047,0,0.337488117,0,68.99445472,0,0,0.945782727,0,0.052895658,0,0,0,0,0,0,0,0,0,0,0,0.23391349,0,699660.718,315784.656,68.90185685,31.09814315,2.65,2.38,0.27,51,51,51,111,26,57.07482993,147,85,1,10.48198614,69.16789177
424,30.48780488,37,27,0,18.49118708,4.395137024,0,0,2.399349553,0,0,0,0,74.31887703,0,0,0.379615706,0,0.015833606,0,0,0,0,0,0,0,0,0,0,0,0,0,1039143.646,17393.138,98.35375935,1.646240648,2.72,2.44,0.28,51,51,51,131,30,64.01388889,144,101,3,4.395137024,74.31887703
425,32.85714286,40,28,0,17.2347304,0,4.65691254,0,3.421097933,0,0,0,0,69.26898764,0,0,0.708563455,0,0.256113074,0,0,0,0,0,0,0.247591549,3.881752695,0,0,0,0.324250715,0,741410.95,286522.096,72.12638536,27.87361464,2.73,2.43,0.3,51.66666667,52,51,75,31,45.8359375,128,44,1,4.65691254,69.26898764
292,19.73626374,26,13,0,0,0,0,0,0,0,0,0,0,98.41163447,0.347421318,0,0,0,0,0,0,0,0,0,0,0,0,1.240944215,0,0,0,0,1232002.052,0,100,0,4.65,4.18,0.47,51,51,51,672,237,434.0549451,182,435,3,0,99.65257868
461,18.94573643,26,11,0,0,1.338586558,0,0,0,0,0,0,0,93.28051651,0,0,0.147965629,0,0,0,0,0,0,0,0,0,0,5.232931301,0,0,0,0,1070884.001,0,100,0,3.88,3.59,0.29,52,52,52,505,117,300.1375,160,388,3,1.338586558,98.51344781
457,25.33613445,33,17,0.442453528,80.00493738,8.078727066,0.14222374,0,0,0.494243789,0,0,0,10.7556611,0,0,0.081753402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936737.054,135768.113,87.34102947,12.65897053,3.27,2.88,0.39,52,52,52,112,31,58.98540146,137,81,1,8.663404335,11.24990489
460,22.76923077,31,18,0.070034559,36.77995974,2.781693215,0.054310163,0,0.027972066,0.18900696,0,0,0,59.73974297,0,0,0.357280323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005251.001,110179.633,90.12223354,9.877766456,3.31,3.04,0.27,52,52,52,180,34,78.94202899,138,146,3,2.906037936,59.92874993
543,18.15822785,26,10,0,0,0,0,0,0,0,0,0,0,97.73155226,1.270823693,0,0,0,0,0,0,0,0,0,0,0,0,0.997624047,0,0,0,0,953596.835,0,100,0,4.66,4.32,0.34,51.5,52,51,668,289,469.8962963,135,379,3,0,98.72917631
295,31.26470588,36,27,0.06784784,54.05770951,2.225149791,0.247299811,0,0,0,0,0.022591232,0,43.37940181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008070.58,63346.226,94.08762065,5.912379351,2.94,2.45,0.49,52,53,51,166,40,77.34814815,135,126,3,2.562888674,43.37940181
293,19.73387097,27,13,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058145.433,0,100,0,4.38,3.6,0.78,51,51,51,466,174,301.2518519,135,292,3,0,100
378,32.17391304,35,28,0.637382234,89.51059613,7.412918031,0.567900756,0,0.098800966,0,0,0.049826021,0,1.722575865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677474.003,438798.018,60.69076267,39.30923733,2.64,2.29,0.35,53,54,52,115,35,57.79259259,135,80,1,8.668027043,1.722575865
468,17.9375,25,9,0,0,0,0,0,0,0,0,0,0,96.33513539,0.911026781,0,0,0,0,0,0,0,0,0,0,0,0,2.753837829,0,0,0,0,926368.228,0,93.05110717,0,4.56,4.14,0.42,52,52,52,543,276,425.7464789,142,267,3,0,99.08897322
294,27.57142857,29,26,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069477.509,0,100,0,3.58,2.88,0.7,51.5,52,51,369,98,199,161,271,3,0,100
380,31.6,36,28,0.211979805,87.93700412,1.342643382,0.765768511,0,0,0,0.421225544,1.462443034,0,7.858935608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380401.281,584700.336,39.41567129,60.58432871,2.55,2.3,0.25,52.5,53,52,67,19,31.48,100,48,0,3.782834732,7.858935608
417,31.79487179,36,28,0.214289703,88.84641401,1.349008035,1.109181649,0,0,0.078505251,1.132986012,1.904687995,0.018288258,2.738920078,0,0,0,0,0,0,0.018788948,0,0,0,0,2.588930059,0,0,0,0,0,0,666124.203,386601.234,63.27615726,36.72384274,2.6,2.3,0.3,52,52,52,81,14,33.6547619,84,67,1,4.614244588,2.817425328
379,31.03703704,35,28,0.206895114,89.90710924,4.47986242,0.201354315,0,0,0,0.323812604,0.948321089,0,3.932645221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981352.519,89545.746,91.63825837,8.361741626,2.56,2.29,0.27,53.5,54,53,106,23,57.50387597,129,83,3,5.836432937,3.932645221
421,32.17105263,37,28,0.335449872,73.81663758,0.045160517,0.573848624,0,1.80734717,0.479206099,0,0.538491073,0,20.73522439,0,0,0.104549404,0,0.066069315,0,0,0,0,0,0,0.140258721,1.357757239,0,0,0,0,0,813868.05,402465.564,66.91158089,33.08841911,2.68,2.38,0.3,51,51,51,75,22,38.52816901,142,53,1,1.492950086,21.21443049
419,33.28571429,37,29,0.581154406,91.36946058,0.897765503,2.014684387,0,0,0.19605027,0.958162848,2.336472578,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64624943,0,0,0,0,0,0,753671.326,162474.07,82.2654711,17.7345289,2.67,2.34,0.33,51.5,52,51,34,12,21.66666667,72,22,1,5.830076874,0.19605027
420,32.20689655,37,28,0.0997752,74.2008576,0.866321551,1.803272058,0,0.924698905,0.028133591,0,1.343541068,0,20.57921516,0,0,0.105117214,0,0.015777371,0,0,0,0,0,0,0.033290284,0,0,0,0,0,0,888555.338,125514.167,87.62272543,12.37727457,2.69,2.37,0.32,51,51,51,65,21,36.25409836,122,44,1,4.112909877,20.60734875
458,23.98666667,32,16,0,53.71839464,4.357818212,0.152205363,0,0,0,0,0,0,41.67114106,0,0,0.100440727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933894.319,80282.3,92.08399223,7.916007774,3.25,3.11,0.14,51.5,52,51,246,29,86.44360902,133,217,3,4.510023575,41.67114106
454,28.76595745,34,24,0,79.29046668,4.362802021,0.408361887,0,0.073374046,0,0,0.049971076,0,15.81502429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967106.747,47262.557,95.34069527,4.659304734,3.19,2.84,0.35,52,52,52,145,22,51.64705882,119,123,3,4.821134985,15.81502429
459,22.77142857,27,18,0,0,1.129346947,0,0,0,0,0,0,0,93.42267565,0,0,0,0,0,0,0,0,0,0,0,0,0,5.447977403,0,0,0,0,1015673.56,0,100,0,3.69,3.63,0.06,51.5,52,51,359,93,222.7375887,141,266,3,1.129346947,98.87065305
541,19.50515464,30,12,0,55.42700589,0.188938977,0,0,0,0,0,0,0,42.58273767,0.856160896,0,0,0,0,0,0,0,0,0,0,0,0,0.945156566,0,0,0,0,1055276.322,0,100,0,3.97,3.78,0.19,52,52,52,410,114,233.8072289,166,296,3,0.188938977,43.52789424
542,20.18823529,28,13,0,0,0,0,0,0,0,0,0,0,95.30815888,2.626886658,0,0,0,0,0,0,0,0,0,0,0,0,2.064954459,0,0,0,0,1017194.753,0,100,0,3.91,3.72,0.19,51.5,52,51,482,152,286.1621622,148,330,3,0,97.37311334
288,21.03649635,28,14,0,55.1272888,0.376976865,0,0,0,0,0,0,0,42.43835838,1.139763728,0,0,0,0,0,0,0,0,0,0,0,0,0.917612228,0,0,0,0,1070523.292,0,100,0,4.03,3.72,0.31,51,51,51,429,155,294.9939759,166,274,3,0.376976865,43.35597061
368,31.71287129,41,26,0.236298926,91.51020345,1.003804657,0,0,1.062523249,0.032626137,0,0.072032227,0,2.410172496,0,0,3.610390833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061948025,0,1040208.241,342839.043,75.21132886,24.78867114,2.81,2.55,0.26,50.5,51,50,157,31,65.6374269,171,126,1,1.312135811,2.442798634
455,31.33333333,33,29,0.778904725,88.64286513,10.10959557,0.468634575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719391.248,317654.208,69.36930718,30.63069282,3.13,2.83,0.3,51.5,52,51,65,22,34.80769231,104,43,1,11.35713487,0
367,31.60714286,35,28,0.689904181,91.05586339,0.528508841,0.054760558,0,2.688471277,0.701524988,0.184073019,1.859323161,0,0.769852402,0,0,1.116068158,0,0,0,0,0,0,0,0,0.110013912,0,0,0,0,0.241636116,0,700314.031,336380.351,67.55260211,32.44739789,2.71,2.4,0.31,50.5,51,50,70,22,35.72413793,116,48,1,3.132496741,1.471377391
289,28,31,24,0,0,0,0,0,0,0,0,0,0,97.86433209,2.135667912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117985.938,0,100,0,3.93,3.32,0.61,51,51,51,296,111,193.3521127,142,185,3,0,97.86433209
291,32.22727273,35,28,0,87.50971054,3.741276415,0.470728675,0,0,0,0,3.281643334,0,4.996641037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069611.907,0,100,0,2.85,2.48,0.37,53.5,55,52,150,43,85.97972973,148,107,3,7.493648424,4.996641037
374,32.93333333,35,30,0.212855492,89.67606664,5.250462751,0.054970498,0.640390333,0,0,0.0951517,0,0,4.070102582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831895.295,224893.174,78.71918737,21.28081263,2.6,2.3,0.3,53,54,52,85,19,37.25252525,99,66,1,5.518288741,4.710492915
375,33.05555556,36,30,0.195123137,91.48202269,3.56527753,0.634628014,0,0,0,0.237275581,1.035534948,0.35536016,1.395471841,0,0,0,0,0,0,0,0,0,0,0,1.099306103,0,0,0,0,0,0,415505.132,610167.31,40.51050949,59.48949051,2.62,2.3,0.32,51.5,52,51,38,17,23.22807018,57,21,0,5.785923789,1.395471841
377,31.55,35,28,0.033549957,91.19698468,3.698882135,0.10293871,0.651251438,0.168419911,0.002208656,0,0.315238938,0,3.744786096,0,0,0,0,0,0,0,0,0,0,0,0,0.085739482,0,0,0,0,0,786196.408,229490.673,77.40537639,22.59462361,2.64,2.34,0.3,54.5,56,53,114,30,62.86363636,132,84,1,4.150609739,4.398246191
290,31.21153846,36,27,0.117148987,56.99352776,1.0048003,0.03967163,0,0,0,0,1.982466165,0,39.86238516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071449.894,0,100,0,3.33,2.77,0.56,51.5,52,51,205,64,121.5031847,157,141,3,3.144087081,39.86238516
376,33.71428571,36,31,0.28894219,90.03089456,6.279639574,0.241599651,0,0.149688799,0,0,3.009235223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907895.283,106294.939,89.51923055,10.48076945,2.68,2.37,0.31,54.5,56,53,76,30,43.72413793,87,46,1,9.819416638,0
362,31.40909091,34,29,0.412726408,92.56207172,1.94205742,0.157095368,0,0.156466531,0.474600668,1.280932983,1.542208657,0.359555589,0,0,0,0,0,0,0,0,0,0,0,0,1.112284658,0,0,0,0,0,0,404078.107,405480.048,49.9134132,50.0865868,2.69,2.36,0.33,51.5,52,51,26,11,17.94339623,53,15,0,4.413643442,0.474600668
363,31.23529412,33,28,0.704924253,89.40497754,2.391699621,0.344345497,0,0.118666236,0.34088947,0.127516044,1.97700883,0,4.206816467,0,0,0,0,0,0,0,0,0,0,0,0.145900904,0,0,0,0,0.237255139,0,636841.207,390322.89,61.9999481,38.0000519,2.73,2.39,0.34,50.5,51,50,90,18,35.40322581,124,72,1,5.417978201,4.547705938
462,27.51948052,34,22,0.361701097,80.79707347,4.639046216,0.495717211,0,0,0,0,0.252166024,0,13.45429598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101751.263,128661.47,89.54322671,10.45677329,3.18,2.8,0.38,52,52,52,184,19,63.97058824,136,165,1,5.748630548,13.45429598
