".","Freq"
"슛크로스",2
"스램제",2
"스웨이볼",2
"스윙",2
"스팀",2
"스피드킹",2
"스핀",2
"슬롯",2
"시오",2
"新記<U+9332>",2
"신동훈",2
"신라면",2
"신작",2
"실험",2
"심동섭",2
"심석희",2
"심재원",2
"아델만",2
"아리크",2
"아미앵",2
"아산",2
"아스날",2
"아이언",2
"아포엘",2
"아포엘전",2
"안치홍",2
"안현범",2
"애이미",2
"양정원",2
"양준혁",2
"양키스",2
"양현종",2
"에버튼",2
"에버튼전",2
"에이미",2
"역",2
"연세대",2
"연습경기",2
"열광",2
"예능",2
"五輪",2
"오른발",2
"오모포수",2
"오바메양",2
"오재일",2
"오차니",2
"오픈",2
"온두라스",2
"온라인",2
"온에어",2
"요리",2
"우다징",2
"우석고",2
"운다",2
"워싱턴포스트",2
"월드",2
"월콧",2
"웨일즈",2
"윔블던",2
"유나이티드",2
"유니버시아드",2
"유산소운동",2
"유상철",2
"윤보미",2
"윤성환",2
"은정",2
"응원가",2
"응원단장",2
"이도류",2
"이만수",2
"이명기",2
"이범호",2
"이병진",2
"이원석",2
"이원선",2
"이탈리아",2
"이태곤",2
"이태성",2
"이형택",2
"이호준",2
"일반인",2
"임기영",2
"장타",2
"정우영",2
"정확도",2
"제스",2
"제이티비씨",2
"조",2
"조라이더",2
"조용준",2
"조재호",2
"조지훈",2
"존형",2
"주먹이",2
"중심이동",2
"지단",2
"지로나",2
"직구",2
"직촬",2
"진출",2
"집에서유산소운동",2
"짤",2
"챔피언십",2
"철호형",2
"체육관",2
"체험",2
"첼시",2
"초딩",2
"초딩격파",2
"초딩구속",2
"초딩야구",2
"최민정",2
"최신",2
"최정",2
"최형우",2
"추천",2
"축구기술",2
"축구동영상",2
"축구스페셜",2
"축승회",2
"층간소음운동",2
"커버",2
"커터",2
"컨테스트",2
"컬링금메달",2
"컬스데이",2
"콘솔",2
"킴부탱",2
"타격",2
"타임즈",2
"탁구공",2
"테니스영상",2
"토론토",2
"퇴장",2
"투구폼",2
"투심패스트볼",2
"투어",2
"투타겸업",2
"트래핑",2
"트레이닝",2
"트루아",2
"트윈스",2
"팀킴",2
"팁",2
"파리생제르망",2
"파워",2
"판정",2
"판커신",2
"패럴림픽",2
"패스트볼",2
"팬페스트",2
"펑고",2
"페인팅",2
"포심패스트볼",2
"포인트",2
"포켓볼",2
"프레데터",2
"프리메라리가",2
"프링골스",2
"프링골스챌린지",2
"프링글스",2
"플립플랩",2
"피파",2
"韓<U+56FD>",2
"한국기원",2
"한국여자",2
"한국컬링",2
"한류",2
"한승택",2
"한중전",2
"항의",2
"해외언론",2
"해외축구",2
"허재혁",2
"허정한선수",2
"현장",2
"호즈테니스대회",2
"홈트",2
"홈트레이닝",2
"홍건희",2
"화요일",2
"황대헌",2
"황인범",2
"후기",2
"히프",2
"#4-3",1
"#champion",1
"#epl",1
"#highlight",1
"#reaction",1
"#seriea",1
"#u23",1
"#vi<U+1EC7>t",1
"#vietnam",1
"#win",1
"#게임",1
"#분데스",1
"#영화",1
"#예능",1
"#축구",1
"#프리미어리그",1
"#피파18",1
"<U+01A1>i",1
"<U+0625><U+064A><U+0641><U+0631><U+062A><U+0648><U+0646>",1
"<U+0627><U+0631><U+0633><U+0640>",1
"<U+0627><U+0631><U+0633><U+0646><U+0627><U+0644>",1
"<U+0627><U+0644><U+0627><U+0628><U+0637><U+0627><U+0644>",1
"<U+0627><U+0644><U+0628><U+0631><U+0633><U+0627>",1
"<U+0627><U+0644><U+062A><U+0627><U+0631><U+064A><U+062E><U+064A><U+0629>",1
"<U+0627><U+0644><U+062F><U+0648><U+0631><U+064A>",1
"<U+0627><U+0644><U+0645><U+0628><U+0627><U+0631><U+0627><U+0647>",1
"<U+0627><U+0644><U+0645><U+0645><U+062A><U+0627><U+0632>",1
"<U+0627><U+064A><U+0641><U+0631><U+062A><U+0648><U+0646>",1
"<U+0628><U+0631>",1
"<U+0628><U+0640>",1
"<U+062A><U+0634><U+0644><U+0633><U+064A>",1
"<U+062A><U+0648><U+062A><U+0646><U+0647><U+0627><U+0645>",1
"<U+062F><U+0648><U+0631><U+064A>",1
"<U+0631><U+0634><U+0644><U+0640>",1
"<U+0633><U+064A>",1
"<U+0633><U+064A><U+0644><U+062A><U+0627>",1
"<U+0634><U+0640>",1
"<U+0634><U+0644><U+0648><U+0646><U+0629>",1
"<U+0634><U+064A><U+0644><U+0640>",1
"<U+0641><U+064A><U+063A><U+0648>",1
"<U+0644><U+0633><U+0640><U+064A>",1
"<U+0645><U+064A><U+0633><U+064A>",1
"<U+0646><U+0627><U+0627><U+0644>",1
"<U+0648><U+0633><U+064A><U+0644><U+062A><U+0627>",1
"<U+0648><U+0646><U+0629>",1
"<U+064A><U+0640>",1
"<U+064A><U+0646><U+0642><U+0630>",1
"<U+0E02><U+0E48><U+0E32><U+0E27><U+0E17><U+0E35><U+0E21><U+0E0A><U+0E32><U+0E15><U+0E34><U+0E44><U+0E17><U+0E22>",1
"<U+0E04><U+0E2D><U+0E19><U+0E0B><U+0E32><U+0E42><U+0E14><U+0E40><U+0E25><U+0E48>",1
"<U+0E0A><U+0E19><U+0E32><U+0E18><U+0E34><U+0E1B>",1
"<U+0E0A><U+0E19><U+0E32><U+0E18><U+0E34><U+0E1B><U+0E25><U+0E48><U+0E32><U+0E2A><U+0E38><U+0E14>",1
"<U+0E0B><U+0E31><U+0E1B><U+0E42><U+0E1B><U+0E42><U+0E23>",1
"<U+0E19><U+0E34><U+0E27><U+0E04><U+0E32><U+0E2A><U+0E40><U+0E0B><U+0E34><U+0E25>",1
"<U+0E1A><U+0E2D><U+0E25><U+0E44><U+0E17><U+0E22><U+0E25><U+0E35><U+0E01>",1
"<U+0E1A><U+0E2D><U+0E25><U+0E44><U+0E17><U+0E22><U+0E25><U+0E48><U+0E32><U+0E2A><U+0E38><U+0E14>",1
"<U+0E1A><U+0E2D><U+0E25><U+0E44><U+0E17><U+0E22><U+0E25><U+0E48><U+0E32><U+0E2A><U+0E38><U+0E14><U+0E40><U+0E21><U+0E37><U+0E48><U+0E2D><U+0E04><U+0E37><U+0E19>",1
"<U+0E1A><U+0E2D><U+0E25><U+0E44><U+0E17><U+0E22><U+0E27><U+0E31><U+0E19><U+0E19><U+0E35><U+0E49>",1
"<U+0E1B><U+0E4A><U+0E2D><U+0E01><U+0E1A><U+0E32>",1
"<U+0E1F><U+0E38><U+0E15><U+0E1A><U+0E2D><U+0E25><U+0E25><U+0E48><U+0E32><U+0E2A><U+0E38><U+0E14>",1
"<U+0E1F><U+0E38><U+0E15><U+0E1A><U+0E2D><U+0E25><U+0E44><U+0E17><U+0E22>",1
"<U+0E1F><U+0E38><U+0E15><U+0E1A><U+0E2D><U+0E25><U+0E44><U+0E17><U+0E22><U+0E27><U+0E31><U+0E19><U+0E19><U+0E35><U+0E49>",1
"<U+0E21><U+0E32><U+0E23><U+0E4C><U+0E01><U+0E0B><U+0E34><U+0E22><U+0E32><U+0E25>",1
"<U+0E25><U+0E35><U+0E01>",1
"<U+0E25><U+0E39><U+0E01><U+0E32><U+0E01><U+0E39>",1
"<U+0E25><U+0E48><U+0E32><U+0E2A><U+0E38><U+0E14>",1
"<U+0E40><U+0E08>",1
"<U+0E40><U+0E08>-<U+0E0A><U+0E19><U+0E32><U+0E18><U+0E34><U+0E1B>",1
"<U+0E40><U+0E08><U+0E25><U+0E35><U+0E01>",1
"<U+0E41><U+0E21><U+0E19><U+0E2F>",1
"<U+0E41><U+0E23><U+0E0A><U+0E1F><U+0E2D><U+0E23><U+0E4C><U+0E14>",1
"<U+0E44><U+0E17><U+0E22>",1
"<U+0E44><U+0E17><U+0E22><U+0E25><U+0E35><U+0E01>",1
"<U+0E44><U+0E2E><U+0E44><U+0E25><U+0E17><U+0E4C>",1
"<U+0E44><U+0E2E><U+0E44><U+0E25><U+0E17><U+0E4C><U+0E1A><U+0E2D><U+0E25><U+0E44><U+0E17><U+0E22>",1
"<U+0E44><U+0E2E><U+0E44><U+0E25><U+0E17><U+0E4C><U+0E1F><U+0E38><U+0E15><U+0E1A><U+0E2D><U+0E25>",1
"<U+0E44><U+0E2E><U+0E44><U+0E25><U+0E17><U+0E4C><U+0E1F><U+0E38><U+0E15><U+0E1A><U+0E2D><U+0E25><U+0E40><U+0E21><U+0E37><U+0E48><U+0E2D><U+0E04><U+0E37><U+0E19>",1
"<U+0E44><U+0E2E><U+0E44><U+0E25><U+0E17><U+0E4C><U+0E1F><U+0E38><U+0E15><U+0E1A><U+0E2D><U+0E25><U+0E44><U+0E17><U+0E22>",1
"<U+0E44><U+0E2E><U+0E44><U+0E25><U+0E17><U+0E4C><U+0E25><U+0E48><U+0E32><U+0E2A><U+0E38><U+0E14>",1
"<U+0E44><U+0E2E><U+0E44><U+0E25><U+0E17><U+0E4C><U+0E44><U+0E17><U+0E22><U+0E25><U+0E35><U+0E01>",1
"<U+1EA5>n",1
"<U+5B9F>況",1
"0",1
"0-0",1
"0-4",1
"10.02.2018",1
"18",1
"18일",1
"1x1",1
"1차전",1
"2-2",1
"2018/02/10",1
"2019",1
"25",1
"26",1
"3-0",1
"3000",1
"3안타",1
"4-0",1
"43",1
"4득점",1
"4월",1
"4호",1
"4화",1
"4회",1
"6연패",1
"76ers",1
"7전8큐",1
"7화",1
"7회",1
"8강진출",1
"a",1
"ahh",1
"amateur",1
"amendolas",1
"angels",1
"arsenal",1
"atletico",1
"austin",1
"b.",1
"b.bd",1
"b<U+1ED1>",1
"banana",1
"becamex",1
"benzema",1
"berdych",1
"bong",1
"bortles",1
"brawl",1
"brazil",1
"brittish",1
"brooklyn",1
"bulls",1
"c<U+1EA3>nh",1
"c<U+1EE7>a",1
"call",1
"catch",1
"celta",1
"ceremony",1
"cf",1
"ch",1
"charlotte",1
"cheer",1
"chi<U+1EBF>n",1
"chicago",1
"chu",1
"cl",1
"crazy",1
"cup",1
"curtain",1
"đ<U+1EA1>o",1
"đ<U+1EAD>p",1
"đ<U+1ECB>nh",1
"đ<U+1ED9>",1
"da",1
"đau",1
"day",1
"denver",1
"derby",1
"đi",1
"dudes",1
"duy",1
"european",1
"everton",1
"every",1
"exo",1
"extended",1
"eydison",1
"f2",1
"fact",1
"fargan",1
"fifa",1
"fights",1
"final",1
"first",1
"flc",1
"foreigner",1
"free",1
"freekick",1
"freestyle",1
"freestylers",1
"friend",1
"futbol",1
"gaya",1
"glory",1
"gmae",1
"griezmann",1
"groly",1
"guedes",1
"gull",1
"hala",1
"han",1
"harry",1
"hazard",1
"heart",1
"heat",1
"hockey",1
"home",1
"hornets",1
"huge",1
"hung",1
"huy",1
"hwan",1
"ice",1
"ioc",1
"isco",1
"jackiemt",1
"jacksonville",1
"jags",1
"jaguars",1
"japanese",1
"jeongmin",1
"joe",1
"jr",1
"juggle",1
"jyp",1
"kbo포수",1
"kelly",1
"ket",1
"kevin",1
"kh<U+1EAF>c",1
"ki",1
"kick",1
"kings",1
"klay",1
"ko",1
"korean",1
"l<U+01B0><U+01A1>ng",1
"l<U+01B0><U+1EDB>i",1
"lakers",1
"lam",1
"leage",1
"like",1
"likey",1
"london",1
"m-150",1
"m/v",1
"m<U+1ECF>",1
"magic",1
"mail",1
"marcelo",1
"me",1
"miami",1
"mimi",1
"minds",1
"minh",1
"misamozi",1
"modric",1
"mua",1
"muller",1
"munchen",1
"murillo",1
"mv",1
"nadal",1
"nen",1
"neto",1
"nets",1
"ng<U+1ECD>c",1
"ngay",1
"nghi",1
"nguyen",1
"nh<U+1ECB>p",1
"nu",1
"nuggets",1
"ob",1
"of",1
"ohtani",1
"olaha",1
"opening",1
"orlando",1
"osmar",1
"pereira",1
"pes",1
"ph",1
"ph<U+1EA1>m",1
"pha",1
"phan",1
"phong",1
"phuc",1
"plpyeongchang2018",1
"post",1
"preimere",1
"pts",1
"punch",1
"pyeonchang",1
"qu<U+1EBF>",1
"qua",1
"quoc",1
"rachel",1
"rafa",1
"rafael",1
"ranking",1
"recap",1
"red",1
"ribery",1
"s<U+1EE9>",1
"s<U+1EF1>",1
"sacksonville",1
"sacramento",1
"salah",1
"santander",1
"sbs",1
"season2",1
"semi",1
"seung",1
"sfull",1
"shaker",1
"shohei",1
"silent",1
"silva",1
"smith",1
"smu",1
"so",1
"soler",1
"somin",1
"soo-ro",1
"south",1
"southampton",1
"sox",1
"sp:dt=2018-01-21t15:05:00-05:00",1
"sp:ti:away=jax",1
"sprint",1
"stay",1
"story",1
"str",1
"sung-yong",1
"t<U+01B0><U+1EE3>ng",1
"t<U+1ECB>nh",1
"tai",1
"teaser",1
"tekkers",1
"th<U+1EBF>",1
"thi",1
"thiago",1
"thien",1
"thompson",1
"ti",1
"ti<U+1EC1>n",1
"tich",1
"tiep",1
"toan",1
"tomas",1
"toss",1
"tp",1
"tr<U+1EA7>n",1
"tr<U+1ECD>ng",1
"treatment",1
"truc",1
"twice",1
"tyler",1
"ucl",1
"uzbekistan",1
"vao",1
"vcf",1
"version",1
"video",1
"vigo",1
"vong",1
"vua",1
"warrior",1
"wc",1
"west",1
"wish",1
"woo",1
"w재단",1
"yankees",1
"yeon",1
"zaza",1
"ウイイレ",1
"ウイニングイレブン",1
"ゴ<U+30FC>ルハイライト",1
"サッカ<U+30FC>",1
"간신",1
"강독",1
"거번배트",1
"건강체조",1
"격투기",1
"경기도체육회",1
"골모음",1
"공격진",1
"관장님",1
"광희",1
"구속",1
"굿나잇",1
"권투",1
"권투선수",1
"글러브내기",1
"글로리hd",1
"글로리tv",1
"기록",1
"기자회견",1
"길",1
"길거리",1
"김동수",1
"김수로",1
"김재호",1
"김정수",1
"김정호",1
"김진야",1
"김태호",1
"끝판대장",1
"너무해",1
"네덜란드",1
"노사노라",1
"노인체조",1
"노홍철",1
"다이어트",1
"대한민국vs북한",1
"대한체육회",1
"대한축구협회",1
"대회",1
"더팩트",1
"데뷔홈런",1
"델리",1
"델리알리",1
"델리알일",1
"독상",1
"독상tv",1
"돌",1
"돌파",1
"동아시안컵대한민국vs북한",1
"두근두근두근",1
"드라마",1
"득점",1
"라이키",1
"럭키",1
"레반도프스키",1
"레이첼",1
"로드벤슨",1
"루카쿠",1
"리베리",1
"리영철",1
"리영철자책골",1
"링",1
"마르셀루",1
"마리텔",1
"마티치",1
"만원챌린지",1
"맛집",1
"매너",1
"맨시티",1
"맨유튜브",1
"맨체스터",1
"맨체스터유나이티드",1
"먹거리",1
"멀티출루",1
"멤버",1
"모드리치",1
"모모",1
"무리뉴",1
"무한도전",1
"뮌헨",1
"미나",1
"미나토자키",1
"미미",1
"미사나",1
"미사모",1
"미사모쯔",1
"미풍아",1
"바이에른",1
"박명수",1
"박문성",1
"박철순",1
"박현성",1
"배윤경",1
"버스",1
"버전",1
"복서",1
"복싱레전드",1
"복싱선수",1
"북한",1
"북한자책골",1
"불어라",1
"브라질",1
"블록휴이센",1
"비디오",1
"비스토리",1
"비텍스코",1
"빌드업",1
"사과",1
"사나",1
"사나짱",1
"사이공",1
"사인",1
"사인훔치기",1
"살빼는법",1
"살찌는법",1
"삼두운동",1
"새총",1
"생활체육지도자",1
"샤샤샤",1
"서장훈",1
"선발",1
"설렌다",1
"설정환",1
"세계랭킹1위",1
"세계랭킹2위",1
"소소한랭킹",1
"소연",1
"소원",1
"손델리에",1
"송산노인복지관",1
"송스언",1
"송시우",1
"쇼헤이",1
"수원",1
"수원블루윙즈",1
"스벤",1
"스브스",1
"스토크",1
"스토크시티",1
"스토크전",1
"스파링",1
"스폐셜",1
"스포츠서울",1
"슬램덩크",1
"승",1
"식단",1
"신드롬",1
"신태용호",1
"실바",1
"실버라인댄스",1
"실버체조",1
"씨엘",1
"아마추어",1
"아센시오",1
"아프리카체육대회",1
"알루미늄배트",1
"애교",1
"야구공",1
"야구배트",1
"야구투표",1
"야구팬",1
"얀",1
"양세형",1
"양신",1
"어시스트",1
"에릭",1
"에릭센",1
"에브라",1
"엘리트",1
"엘리트복싱",1
"엠스플뉴스",1
"여자팀추월",1
"여준희",1
"여중생",1
"여행지",1
"역대포수",1
"역전승",1
"역전패",1
"열풍",1
"오심",1
"오토바이",1
"오프닝",1
"요렌테",1
"우아하게",1
"웹드",1
"웹드라마",1
"위엄",1
"유벤투스",1
"유월",1
"유재석",1
"윽박",1
"음식",1
"의정부시",1
"의정부시체육회",1
"이두운동",1
"이상민",1
"이욱",1
"이운재",1
"이정현",1
"이정후",1
"이종격투기",1
"인간중독",1
"日<U+8BED>",1
"日本代表",1
"일본문화",1
"일본야구유튜버",1
"일본어",1
"日本語",1
"일본인",1
"日本人",1
"임치영",1
"자선야구",1
"자선야구대회",1
"자책골",1
"잘자요",1
"전국체전",1
"전진",1
"정소미",1
"정은채",1
"정준하",1
"정현맞상대",1
"정현조코비치",1
"정현준결승상대",1
"정형돈",1
"제주스",1
"조별리그",1
"조세호",1
"조코비치정현",1
"조폭",1
"존",1
"종범신",1
"죄와길",1
"준결승진출",1
"중거리슛",1
"중국어",1
"중국인",1
"중딩",1
"중학생",1
"직접투표",1
"쯔위",1
"차재영",1
"챌린지",1
"최고다윽박",1
"최규순",1
"최종환",1
"최지만",1
"축구영상",1
"축구하이라이트",1
"축협",1
"출루",1
"친구",1
"카본배트",1
"카세미루",1
"코리안",1
"코이티비",1
"크라머",1
"크리스티아누",1
"키미히",1
"킥",1
"킬링파트",1
"킴미히",1
"타이슨",1
"타이슨ko",1
"타점",1
"테니스황제",1
"테임즈",1
"텍사스",1
"투구모음",1
"티아고",1
"파스코",1
"판독",1
"팔씨름근육",1
"팔씨름대결",1
"팔씨름잘하는법",1
"팔운동",1
"패더러",1
"퍼거슨",1
"페널티킥",1
"포그바",1
"포수순위",1
"포수투표",1
"프리키커",1
"플레이메이커",1
"피닉스",1
"피를로",1
"피시방",1
"하하",1
"한국어",1
"한국인",1
"한국일본야구",1
"한국조폭",1
"한글날",1
"解<U+8AAC>",1
"해리",1
"해버지",1
"해태",1
"핵주먹",1
"핸드쉐이크",1
"허웅",1
"헤리케인",1
"현대",1
"호치민",1
"호투",1
"화해",1
"회전수",1
"후방",1
"훈장",1
"훔치기",1
"희망더하기",1
