Politic_tags,number,overlap_num,overlap_word
이명박김어준,4,0,[]
박탈,4,0,[]
당무감사,4,0,[]
자격,4,0,[]
후안무치,4,0,[]
복당파,4,0,[]
배은망덕,4,0,[]
문재인중국인기,4,0,[]
문재인방중,4,0,[]
팟캐스트,4,0,[]
외교부,4,2,"['강경화외교부장관', '외교부장']"
조갑제,4,2,"['조갑제티비', '조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만']"
공약,4,0,[]
부추연tv,4,0,[]
이재명성남시장,4,0,[]
이병호,4,1,['이병호기각']
문재인전안법,4,0,[]
문재인소방차,4,0,[]
문재인지지도,4,0,[]
문재인썰전,4,0,[]
유시민이명박,4,0,[]
문재인외교,4,0,[]
돌직구,4,1,['유시민돌직구']
문재인이명박,4,0,[]
최고다,4,1,['정말최고다']
썰전유시민,4,0,[]
북한군귀순,4,1,['북한군귀순영상']
경질,4,0,[]
우리은행,4,4,"['우리은행달력', '우리은행2018년도달력', '우리은행은행장', '우리은행시위']"
문재인대통령방중,4,0,[]
대법원장,4,1,['김명수대법원장']
세무조사,4,1,['다스특별세무조사']
임종국uae,4,0,[]
문재인임종석,4,0,[]
파파이스김어준,4,0,[]
문재인조국,4,0,[]
유시민썰전,4,0,[]
윤이상,4,0,[]
문재인시계,4,0,[]
임종석추미애,4,0,[]
왕이,4,0,[]
정우성,4,1,['뉴스룸정우성']
특사,4,6,"['시진핑특사방북', '시진핑특사', '시진핑특사쑹타오', '임종석특사', '임종석중동특사', 'uae특사']"
동해,4,1,['노동해방실천연대']
미디어오늘,4,0,[]
피랍,4,0,[]
어부,4,0,[]
진도,4,0,[]
한미연합사,4,0,[]
북한배,4,0,[]
경남기업,4,0,[]
국제전략연구소,4,1,['김정민국제전략연구소']
kcij,4,0,[]
합참,4,0,[]
해외계좌,4,0,[]
사우디,4,1,['사우디아라비아']
유시춘,4,0,[]
김정숙문재인,4,0,[]
미군,4,5,"['미군철수', '주한미군', '강경화미군', '주한미군철수발언', '버윌벨전주한미군사령과']"
총리실,4,0,[]
이명박바레인,4,0,[]
납북,4,0,[]
치던,4,0,[]
속초,4,1,['속초항']
선고에,4,0,[]
보수궤멸,4,0,[]
해양경찰,4,0,[]
인터뷰,4,3,"['투데이인터뷰', '특별인터뷰', '추미애인터뷰']"
해수부,4,0,[]
들통,4,0,[]
지진파,4,0,[]
월북,4,1,['월북영웅']
선장,4,1,['개선장군']
어선,4,1,['중국어선']
울진원자력발전소,4,0,[]
자연지진,4,0,[]
울진,4,1,['울진원자력발전소']
통합론,4,0,[]
중국어선,4,0,[]
났다,4,2,"['끝났다', '화났다']"
정두언독설,4,0,[]
베트남,4,5,"['베트남한중정상회담', '한중정상회담베트남', '미국베트남', '문재인대통령베트남', '문재인베트남']"
이명박대통령,4,0,[]
피우진,4,0,[]
트럼프문재인,4,0,[]
김연국,4,0,[]
인질,4,0,[]
?????,4,17,"['???????', '??????', '?????????????', '???????????', '??????????', '????????????', '???????????????', '?????????', '????????', '????????????????', '????????????34', '???.???????', '??????????????', '??????10????????', '?????????????????', '?.?????????????', '1??????2561']"
이명박출국금지,4,0,[]
이명박출국현장,4,0,[]
이명발이동관,4,0,[]
국정감사,4,1,['자유한국당국정감사임종석']
해직자복직,4,0,[]
전국언론노조,4,0,[]
이명박출국,4,2,"['이명박출국금지', '이명박출국현장']"
mbc신임사장,4,0,[]
신동진,4,0,[]
출근,4,0,[]
하늘궁,4,0,[]
풍수,4,1,['풍수지리']
선원,4,0,[]
주파수,4,0,[]
문재인1987,4,0,[]
남포,4,0,[]
1987,4,3,"['문재인1987', '영화1987', '강동원1987']"
모금회,4,1,['사랑복지공동모금회']
추억의뉴스통,4,0,[]
최하은,4,0,[]
다스는누구겁니까,4,0,[]
원자력발전소,4,2,"['경주월성원자력발전소', '울진원자력발전소']"
???10???,4,1,['??????10????????']
사랑의열매,4,0,[]
사랑복지공동모금회,4,0,[]
박수홍,4,0,[]
기부,4,2,"['기부금', '태극기부대']"
성금,4,0,[]
김재철,4,0,[]
김민식,4,0,[]
영화1987,4,0,[]
정치자금법,4,0,[]
기부금,4,0,[]
채시라,4,0,[]
문정권,3,0,[]
강남구청장,3,1,['강남구청장신연희']
아랍에미레이트,3,0,[]
강남을전현희,3,0,[]
방송사고,3,1,['뉴스방송사고']
평화협정,3,0,[]
역풍,3,0,[]
탄저,3,5,"['탄저균', '탄저병백신', '탄저균치료제', '탄저백신', '탄저테러']"
김진태의원,3,0,[]
tbsfm,3,0,[]
윤상직의원,3,0,[]
문재인중국공항,3,0,[]
혼밥논란,3,0,[]
참여연대,3,0,[]
문재인혼밥,3,0,[]
드렌스덴연설문,3,0,[]
문재인김정숙중국혼밥,3,0,[]
박근혜세월호,3,0,[]
최순실변호사,3,0,[]
폭탄발언,3,0,[]
정용화,3,0,[]
전현희국회의원,3,0,[]
류여해제명,3,0,[]
여자는밤에,3,0,[]
윤리위원회,3,0,[]
샤이니종현,3,4,"['샤이니종현사망', '샤이니종현누나', '샤이니종현우울증', '샤이니종현유서']"
shinee,3,1,['shineedies']
경기도지사,3,0,[]
특별인터뷰,3,0,[]
성남시장,3,1,['이재명성남시장']
남경필이재명,3,0,[]
배종찬,3,0,[]
장자연,3,0,[]
항생제,3,0,[]
서울역,3,1,['박대통령조원진서울역태극기집회문화무죄이완구홍준표대한애국당정치자한당더불어민주유튜브박정희검찰법원']
볼레오광산,3,0,[]
서민,3,1,['서민교수']
중국경호원기자폭행,3,0,[]
통일대박,3,0,[]
이건희,3,0,[]
신지연,3,0,[]
최예진,3,0,[]
정혜승,3,0,[]
코어,3,0,[]
유영하변호사,3,0,[]
민다나오,3,0,[]
태풍강타,3,0,[]
태풍,3,1,['태풍강타']
필리핀,3,0,[]
발리,3,2,"['발리화산', '발리전세기']"
발리화산,3,0,[]
재판문서,3,0,[]
150억,3,0,[]
변희재대표,3,0,[]
권은희,3,0,[]
드라이비트,3,0,[]
이니특별전,3,0,[]
화산,3,1,['발리화산']
ktv,3,3,"['ktvbreakingnews', '한국정책방송ktv', 'ktv국민방송']"
제천화재참사,3,0,[]
국민의당통합,3,0,[]
안철수기자회견,3,0,[]
라이언,3,2,"['폴라이언트럼프', '폴라이언']"
김인옥,3,0,[]
발인,3,2,"['종현발인', '종현발인식']"
보수우파방송,3,0,[]
박근혜석방,3,0,[]
보수방송,3,0,[]
박근혜구속,3,0,[]
최고위원,3,0,[]
김빛이라,3,1,['김빛이라기자']
전세기,3,1,['발리전세기']
미디어워치,3,2,"['#변희재미디어워치대표고문', '#변희재미디어워치']"
ktx,3,0,[]
언론정상화,3,0,[]
언론탄압,3,0,[]
언론장악,3,0,[]
꼼수,3,5,"['나꼼수', '나꼼수정봉주', '나꼼수주진우정봉주', '나꼼수주진우', '꼼수전략']"
고위급회담,3,1,['남북고위급회담']
박승호,3,0,[]
방문위,3,0,[]
신경민,3,0,[]
천정배,3,0,[]
중증외상센터장,3,0,[]
아이유,3,0,[]
전대,3,2,"['전대협', '이명박전대통령']"
각목,3,0,[]
언론적폐,3,1,['언론적폐청산']
mbc해고자,3,0,[]
박통,3,0,[]
대변인,3,4,"['부대변인', '백악관대변인', '청와대대변인', '고민정부대변인']"
난리,3,0,[]
인왕실,3,0,[]
미국은북폭,3,0,[]
아랍에미리트,3,1,['아랍에미리트왕자']
중국은평양점령,3,0,[]
한반도전쟁위기,3,0,[]
추가탈당,3,0,[]
도태우변호사,3,0,[]
망했다,3,0,[]
김기수변호사,3,0,[]
헬멧,3,0,[]
전당대회,3,0,[]
사회자,3,0,[]
폭력집회,3,0,[]
죽창,3,0,[]
전여옥,3,0,[]
서청원,3,0,[]
김종필,3,0,[]
데모,3,0,[]
김영란법,3,0,[]
문재인홀대,3,0,[]
수렁,3,0,[]
송파랑,3,0,[]
자유통일,3,0,[]
장시호아들,3,0,[]
세금,3,0,[]
npk네트워크,3,0,[]
무술년전망,3,0,[]
진실존중,3,0,[]
인격권,3,0,[]
새해전망,3,0,[]
탈라도,3,0,[]
항체,3,0,[]
씽크탱크,3,0,[]
태블릿의모든것,3,0,[]
무결성,3,2,"['증거무결성', '무결성원칙']"
핵단추,3,0,[]
npk,3,1,['npk네트워크']
손석희거짓말,3,0,[]
newyear’sspeech,3,0,[]
사정권,3,0,[]
kimjong-un,3,0,[]
공항,3,5,"['문재인중국공항', '이명박공항', '김포공항폭탄사건', '무안공항', '국제공항']"
전북,3,0,[]
책상,3,0,[]
장시호재판,3,0,[]
장시호징역,3,1,['장시호징역형']
최순실조카,3,0,[]
소년법,3,0,[]
자유당,3,0,[]
자유민주,3,2,"['자유민주주의', '자유민주주의삭제']"
국과수보고서,3,0,[]
위안부문제,3,0,[]
수사,3,17,"['국립과학수사연구원', '국립과학수사연구원포렌식보고서', '정치수사', '특활비검찰수사', '보수사이트', '검찰수사', '부실수사', '구속수사', '수사권', '적폐수사', '수사소홀', '기획수사', '이명박수사', 'mb수사', '국가수사본부', '편파수사', '댓글수사tf']"
법치생존,3,0,[]
김헌식,3,0,[]
조두순,3,0,[]
증거무결성,3,0,[]
오보,3,0,[]
장시호판결,3,0,[]
학부모,3,0,[]
차재원,3,0,[]
고재열,3,0,[]
민정수석,3,0,[]
낙태죄.지방선거,3,0,[]
청원게시판,3,1,['청와대청원게시판']
장시호징역형,3,0,[]
포렌식감정,3,0,[]
장시호눈물,3,0,[]
임종석문재인,3,0,[]
동계영재스포츠센터,3,0,[]
버스,3,0,[]
진실게임,3,1,['태블릿진실게임']
정의구현,3,1,['정의구현사제단']
포랜식,3,0,[]
오도,3,0,[]
신햬원,3,0,[]
법,3,42,"['헌법', '조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만', '법원', '사법부', '불법탄핵', '법무부', '사법개혁', '법무부장관', '보안법', '헌법재판소', '청탁금지법', '불법사찰', '전안법', '문재인전안법', '대법원장', '정치자금법', '김영란법', '소년법', '법치생존', '법치사망', '법치주의', '법정구속', '법치', '김명수대법원장', '사법독립', '법꾸라지', '이민개혁법', '예루살렘대사관법', '주진우법원', '헌법개정', '박대통령조원진서울역태극기집회문화무죄이완구홍준표대한애국당정치자한당더불어민주유튜브박정희검찰법원', '국가보안법', '손자병법', '사회적참사법', '특별법', '서울중앙지법', '방송법', '법사위', '정법시대', '정법클럽', '정법', '정법강의']"
기획탄핵,3,0,[]
법치사망,3,0,[]
태블릿진실공방,3,0,[]
법치주의,3,0,[]
보고서,3,5,"['국과수보고서', '국립과학수사연구원포렌식보고서', '태블릿pc감정보고서', '국과수감정보고서', '포렌식보고서']"
김미영,3,0,[]
태블릿진실게임,3,0,[]
마녀사냥,3,0,[]
개미애국방송,3,0,[]
스텔스기,3,0,[]
????????????34,3,0,[]
진실,3,7,"['우종창의거짓과진실', '진실존중', '진실게임', '태블릿진실공방', '태블릿진실게임', '진실의눈과머리', '거짓과진실']"
정리,3,0,[]
최승호mbc,3,0,[]
박주언,3,0,[]
호도,3,0,[]
검찰유착,3,0,[]
법정구속,3,0,[]
와이드몰입점,3,0,[]
공모관계,3,0,[]
호송,3,0,[]
피고,3,0,[]
정봉주광고,3,0,[]
이의원들을아시나요?,3,0,[]
벙커,3,2,"['청담벙커', '벙커커피']"
정봉주의원,3,0,[]
시사대담,3,0,[]
최민희국회의원,3,0,[]
시사토크쇼,3,0,[]
항의,3,0,[]
전국구광고,3,0,[]
더불어민주당숨은진주,3,0,[]
와이드몰광고,3,0,[]
나꼼수정봉주,3,0,[]
최민희의원,3,0,[]
친중정책,3,0,[]
국제학,3,0,[]
통과,3,1,['예산안통과']
법치,3,3,"['법치생존', '법치사망', '법치주의']"
윤소하,3,0,[]
문재인첫일정,3,0,[]
시진핑난징대학살,3,0,[]
문재인북한산,3,0,[]
김성태의원,3,0,[]
박지원독설,3,0,[]
b형간염,3,0,[]
통합투표,3,0,[]
대박독설,3,0,[]
국당,3,21,"['자유한국당', '대한애국당', '한국당', '자유한국당태블릿pc', '자유한국당김성태', '애국당', '자유한국당뇌물', '자유한국당태블릿pc조작진상조사tf', '자유한국당기자회견', '한국당특활비검찰고발', '자유한국당평창', '박근혜대통령새마을박정희미국캐나다문재인변희재서석구조원진대한애국당국회탄핵무효인권침해', '자유한국당국정감사임종석', '박대통령조원진서울역태극기집회문화무죄이완구홍준표대한애국당정치자한당더불어민주유튜브박정희검찰법원', '박근혜대통령보수대구태극기집회대한애국당조원진자한당홍준표문재인국민의당민심국회대한민국여론친박', '김성태자유한국당', '바른국민한국당', '자유한국당태블릿pc조작진상조사태스크포스', '자유한국당초상집', '자유한국당최경환', '최경환자유한국당']"
투표율,3,0,[]
오세훈투표,3,0,[]
폭망,3,0,[]
나쁜투표,3,0,[]
전당원,3,0,[]
끝났다,3,0,[]
촛불집회,3,0,[]
우리은행2018년도달력,3,0,[]
북한인공기,3,0,[]
우리은행은행장,3,0,[]
초등학생미술작품,3,0,[]
광화문광장,3,0,[]
2008년달력,3,0,[]
윰댕,3,1,['김이브윰댕']
김이브,3,1,['김이브윰댕']
푸대접,3,0,[]
뉴스룸정우성,3,0,[]
기자들,3,0,[]
대사,3,9,"['예루살렘대사관법', '헤일리유엔대사', '주한미대사', '한국근대사', '북대사관', '주한대사관', '교황청대사', '주독일대사', '고대사']"
서울중앙지검,3,1,['서울중앙지검장']
문재인10끼중8끼,3,0,[]
문재인영접,3,0,[]
기무사,3,1,['국군기무사령관']
80조,3,0,[]
간첩,3,0,[]
포퓰리즘,3,0,[]
문재인북경,3,1,['문재인북경대연설']
mbc최승호사장,3,0,[]
홀대·폭행에,3,0,[]
배현진이,3,0,[]
다급한,3,0,[]
날좀보소,3,0,[]
빨리돌아오라,3,0,[]
北,3,0,[]
한명숙,3,0,[]
낚싯배,3,0,[]
썰전e249,3,0,[]
보인,3,0,[]
마주치자,3,0,[]
문정부,3,0,[]
김이브윰댕,3,0,[]
홍익표,3,0,[]
박지원의원,3,0,[]
인천,3,1,['인천항']
무차별폭행,3,0,[]
여고생,3,0,[]
무차별,3,1,['무차별폭행']
김경재,3,0,[]
진보,3,1,['조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만']
노사모,3,0,[]
김경혜,3,0,[]
안철수대표,3,0,[]
박주선의원,3,0,[]
이혼소송,3,0,[]
새해구상,3,0,[]
박주원의원,3,0,[]
주성영,3,0,[]
북한산,3,1,['문재인북한산']
새해첫일정,3,0,[]
2017의인,3,0,[]
국정구상,3,0,[]
산행,3,0,[]
의인,3,1,['2017의인']
충돌,3,1,['충돌사고']
친이계,3,0,[]
박종운,3,0,[]
떠나는,3,0,[]
1심판결문,3,0,[]
판문점귀순,3,1,['판문점귀순병사']
뇌물구조,3,0,[]
최남수,3,0,[]
대북접촉,3,0,[]
유대인,3,0,[]
행사후,3,0,[]
제야의종,3,0,[]
타종식,3,0,[]
최윤성,3,0,[]
계란세례,3,0,[]
태극기부대,3,0,[]
외쳐,3,0,[]
김민석,3,0,[]
독립운동가,3,0,[]
태영호,3,1,['태영호공사']
원내대표후보자,3,0,[]
홍문종,3,0,[]
조작당,3,0,[]
친이,3,1,['친이계']
정태옥,3,0,[]
검찰출석,3,0,[]
이명박심판,3,0,[]
대선자금,3,0,[]
광명동굴예술의전당,3,0,[]
원전수주,3,1,['이명박원전수주']
의원,3,25,"['김종대의원', '국회의원', '심재철의원', '김진태의원', '윤상직의원', '전현희국회의원', '이의원들을아시나요?', '정봉주의원', '최민희국회의원', '최민희의원', '김성태의원', '박지원의원', '박주선의원', '박주원의원', '김현권의원', '의원총회', '양기대의원', 'mbc가이상해졌다는홍준표의원', '박대출의원', '이용주의원', '그레이엄의원', 'mbc가이상해졌어요홍준표의원', '최경환의원', '이우현의원', '이우현국회의원']"
김미화,3,0,[]
해군참모총장,3,0,[]
부역자,3,0,[]
카스라테프트,3,0,[]
후포항,3,0,[]
밀약,3,1,['가쓰라태프트밀약']
북방한계선,3,0,[]
정무수석,3,1,['정무수석실']
친문,3,0,[]
문재인귀순,3,0,[]
문재인jsa,3,0,[]
문재인교전수칙,3,0,[]
민영삼의잘잘못못,3,0,[]
국산브랜드,3,0,[]
삼성동사저,3,0,[]
대여금고,3,0,[]
비서관,3,1,['수석비서관']
논두렁시계,3,0,[]
이명박구속여부,3,0,[]
성남공군기지,3,0,[]
제8비행단,3,0,[]
박범계청문회,3,0,[]
추미애미국발언,3,0,[]
국정원장,3,1,['남재준국정원장']
박재홍감독,3,0,[]
제2롯데월드,3,1,['제2롯데월드성남비행장']
농협사기사건,3,0,[]
정봉주복권,3,0,[]
정봉주의전구구,3,0,[]
전국구광명동굴,3,0,[]
전국구공개방송,3,0,[]
농협해킹,3,0,[]
이명박농협,3,0,[]
이명박두바이,3,0,[]
제2롯데월드성남비행장,3,0,[]
박범계롯데월드,3,0,[]
다스실소유주,3,0,[]
다스이명박,3,0,[]
이명박원전수주,3,0,[]
성남비행장,3,1,['제2롯데월드성남비행장']
das,3,0,[]
이명박출두,3,0,[]
바다이야기,3,0,[]
망언,3,0,[]
추미애미국방문,3,0,[]
허경영강연1104회,3,0,[]
북한귀순,3,1,['북한귀순병사']
유인태,3,0,[]
김현권의원,3,0,[]
회충,3,0,[]
중국사드,3,0,[]
문재인이영애,3,0,[]
한스요아힘슈미트,3,0,[]
사대주의,3,0,[]
슈미트,3,1,['한스요아힘슈미트']
한스,3,1,['한스요아힘슈미트']
괴한,3,2,"['정유라괴한', '정유라괴한침입']"
침입,3,2,"['정유라침입', '정유라괴한침입']"
27일,3,1,['11월27일(월)']
요아힘,3,1,['한스요아힘슈미트']
정유라집,3,1,['정유라집습격']
국립과학수사연구원포렌식보고서,3,0,[]
국과수태블릿,3,3,"['국과수태블릿pc감정결과', '국과수태블릿pc', '국과수태블릿pc감정']"
태블릿pc조작보도,3,0,[]
태블릿pc검증,3,0,[]
현재,3,0,[]
미음,3,0,[]
김관진석방,3,0,[]
강부영,3,0,[]
추혜선,3,0,[]
cctv영상,3,2,"['유엔사cctv영상', '귀순병cctv영상보니']"
허경영강연1104,3,1,['허경영강연1104회']
광해군,3,0,[]
신은미,3,0,[]
김미루,3,0,[]
김완,3,1,['김완기자']
유엔사,3,2,"['유엔사cctv영상', ""유엔사'긴박했던5분'공개""]"
정치알바,3,0,[]
이재정,3,0,[]
북한병사,3,4,"['귀순북한병사cctv', '북한병사대대장', '귀순북한병사', '북한병사기생충']"
유엔군,3,0,[]
권성동,3,1,['권성동강원랜드']
임옥상,3,0,[]
기독교,3,0,[]
인도네시아,3,1,['문재인인도네시아']
이진성,3,0,[]
헌재소장,3,0,[]
백혜련,3,0,[]
김명수대법원장,3,0,[]
공수처신설,3,0,[]
사법독립,3,0,[]
여당대표,3,0,[]
국가의전서열,3,0,[]
물김치,3,0,[]
문재인박근혜,3,0,[]
무역,3,0,[]
한미fta,3,0,[]
도중,3,0,[]
군사훈련,3,1,['한미연합군사훈련']
농협,3,3,"['농협사기사건', '농협해킹', '이명박농협']"
저수지게임,3,0,[]
시민제보,3,0,[]
비대위,3,0,[]
서울동남노회,3,0,[]
도널드트럼프,3,0,[]
도종환,3,0,[]
강원,3,2,"['권성동강원랜드', '강원도']"
한병도,3,0,[]
구형,3,0,[]
트럼프아베,3,0,[]
정봉주서울시장,3,0,[]
땅갈라지는모습,3,0,[]
서울경제,3,0,[]
박지원안철수,3,0,[]
외교성과,3,0,[]
갑질,3,1,['성심병원갑질논란']
박성제,3,1,['박성제기자']
긴박했던,3,2,"['긴박했던jsa귀순', ""유엔사'긴박했던5분'공개""]"
trump,3,2,"['donaldjohntrump', 'ivankamarietrump']"
냉시랭남편전과,3,0,[]
issue,3,1,['issueoftheday']
mainnews,3,0,[]
report,3,1,['mainreport']
다스뵈이다6회,3,0,[]
왕진진전자발찌,3,0,[]
낸시랭남편전과,3,0,[]
낸시랭남편,3,1,['낸시랭남편전과']
news24onlinetv,3,0,[]
낸시랭결혼,3,0,[]
전준주,3,0,[]
news24nepal.tv,3,0,[]
왕진진전과,3,0,[]
김경준,3,0,[]
news24tv,3,0,[]
6회,3,2,"['mbcpd수첩1136회', '다스뵈이다6회']"
news24,3,6,"['news24nepal', 'news24onlinetv', 'news24nepal.tv', 'news24tv', 'news24television', 'news24nepalpanipokhari']"
nepal,3,4,"['news24nepal', 'news24nepal.tv', 'nepalbroadcastingchannel', 'news24nepalpanipokhari']"
팩트티비,3,0,[]
다스뵈이다풀버전,3,0,[]
nepalbroadcastingchannel,3,0,[]
합격점,3,0,[]
사회부총리,3,0,[]
문재인추미애,3,0,[]
국무총리,3,0,[]
자유한국당뇌물,3,0,[]
친박최경환특활비수수의혹,3,0,[]
최경환손수조나쁜손,3,0,[]
친박계최경환,3,0,[]
이병기구속,3,0,[]
최경환국정원,3,1,['최경환국정원특활비']
이병호기각,3,0,[]
문고리3인방특수활동비,3,0,[]
국정원뇌물,3,1,['청와대국정원뇌물']
이철우국정원,3,0,[]
최경환채용비리,3,0,[]
권성동강원랜드,3,0,[]
청와대국정원뇌물,3,0,[]
최경환진박,3,0,[]
최경환재판,3,0,[]
김태흠,3,0,[]
박근혜매달1억,3,0,[]
국정원특수활동비,3,0,[]
un,3,12,"['panmunjeom', 'kimjong-un', 'extremestunt', 'finalstunt', 'un참전국', 'sunsaricursurudhyog', 'leemyung-bak', 'parkgeun-hye', 'funews', 'jonghyunsuicidenote', 'jonghyunsuicide', 'jonghyun']"
추미애인터뷰,3,0,[]
추미애더불어민주당,3,0,[]
초이노믹스,3,0,[]
최경환국정원특활비,3,0,[]
김정민국제전략연구소,3,0,[]
보도본부장,3,0,[]
호평,3,0,[]
수능일정,3,0,[]
수능연기,3,0,[]
지진대응,3,0,[]
교육부장관,3,0,[]
재난대응,3,0,[]
공포,3,0,[]
반동분자,3,0,[]
장윤선,3,0,[]
6ㆍ25,3,0,[]
외상치료,3,0,[]
절규,3,0,[]
바레인,3,2,"['이명박바레인', '임종석바레인']"
비판,3,2,"['문재인비판', '정권비판']"
특조위,3,1,['2기특조위']
이종훈,3,0,[]
총상,3,0,[]
봉합,3,0,[]
중증,3,1,['중증외상센터장']
수술,3,1,['수술장면']
jsa귀순병,3,1,['jsa귀순병사']
news24television,3,0,[]
휴대폰,3,0,[]
#손석희jtbc태블릿pc조작,3,0,[]
#검찰특검,3,0,[]
#손석희시청장의견조작,3,0,[]
#윤석열,3,0,[]
#손석희변희재,3,1,['#손석희변희재논문표절']
국과수태블릿pc감정결과,3,0,[]
#손석희,3,11,"['#손석희jtbc태블릿pc조작', '#손석희시청장의견조작', '#손석희변희재', '#손석희박근혜대통령', '#손석희jtbc', '#손석희태블릿pc특검', '#손석희박근혜', '#손석희검찰', '#손석희변희재논문표절', '#손석희최순실', '#손석희태블릿pc']"
태블릿pc포렌식,3,0,[]
국과수태블릿pc,3,2,"['국과수태블릿pc감정결과', '국과수태블릿pc감정']"
#손석희박근혜대통령,3,0,[]
#변희재미디어워치대표고문,3,0,[]
정치수사,3,0,[]
#변희재손석희,3,0,[]
최순실태블릿pc감정결과,3,0,[]
#손석희jtbc,3,1,['#손석희jtbc태블릿pc조작']
프락치,3,0,[]
우병우라인,3,0,[]
정치압력,3,0,[]
#손석희태블릿pc특검,3,0,[]
#손석희박근혜,3,1,['#손석희박근혜대통령']
#변희재,3,3,"['#변희재미디어워치대표고문', '#변희재손석희', '#변희재미디어워치']"
#손석희검찰,3,0,[]
#박영수특별검사,3,0,[]
법꾸라지,3,0,[]
#최순실국정농단,3,0,[]
#손석희변희재논문표절,3,0,[]
#박영수특검팀,3,0,[]
응징언론,3,0,[]
#손석희최순실,3,0,[]
#손석희태블릿pc,3,1,['#손석희태블릿pc특검']
적폐세력,3,0,[]
#변희재미디어워치,3,1,['#변희재미디어워치대표고문']
3불,2,1,['중국3불']
중국수모,2,0,[]
안보위협,2,0,[]
문재인조공외교,2,0,[]
강경화외무부장관,2,0,[]
중도보수대통합,2,0,[]
시진핑의무례,2,0,[]
문재인비판,2,0,[]
중국의무례,2,0,[]
주체사상,2,0,[]
광화문대통령,2,0,[]
집무실,2,0,[]
3년,2,0,[]
위한컬렉션,2,0,[]
월권,2,0,[]
윤건영,2,0,[]
내로남불,2,0,[]
구중궁궐,2,0,[]
시구,2,0,[]
김은영,2,0,[]
amarintv,2,1,['amarintvhd']
문대림,2,0,[]
ch34,2,0,[]
사람중심,2,0,[]
권혁기,2,0,[]
???.???????,2,0,[]
사드반대,2,0,[]
김금옥,2,0,[]
정부청사,2,0,[]
하승창,2,0,[]
서울시장후보,2,0,[]
긴급기자회견,2,0,[]
시국진단,2,0,[]
왕첸첸,2,0,[]
왕진진회장,2,0,[]
지진에,2,0,[]
정유라집습격,2,0,[]
의원총회,2,0,[]
정현백,2,0,[]
탄생100주년,2,0,[]
조한기,2,0,[]
오종식,2,0,[]
임수경,2,0,[]
리본,2,1,['질병관리본부']
임관빈석방,2,0,[]
민주주의,2,4,"['인민민주주의', '자유민주주의', '자유민주주의삭제', '직접민주주의']"
경호원싸움,2,0,[]
싸움,2,3,"['경호원싸움', '중국인싸움', '집안싸움']"
정책홈쇼핑,2,0,[]
한국기자중국경호원,2,0,[]
폭행영상,2,0,[]
중국경호원폭행,2,0,[]
유행렬,2,0,[]
홈쇼핑,2,1,['정책홈쇼핑']
ghdwnsvy,2,0,[]
찰스,2,0,[]
중국인싸움,2,0,[]
이광재,2,0,[]
유송화,2,0,[]
월북영웅,2,0,[]
대폭발,2,0,[]
이석현,2,0,[]
문재인베이징대,2,0,[]
주진우무죄,2,0,[]
이이제이이작가,2,0,[]
통합추진,2,0,[]
구미,2,0,[]
사면,2,0,[]
칼찌르기,2,1,['칼찌르기연습']
특별공개방송,2,0,[]
자서전,2,0,[]
두유,2,0,[]
구매알바,2,0,[]
익명,2,0,[]
사대,2,3,"['북한병사대대장', '시사대담', '사대주의']"
굴종,2,0,[]
주진우검찰,2,0,[]
순방취소,2,0,[]
이명박의사표명,2,0,[]
엑스,2,2,"['삼성동코엑스', '엑스포']"
고준희,2,0,[]
의문점,2,0,[]
추미애출국,2,0,[]
폴라이언트럼프,2,0,[]
추미애미국,2,2,"['추미애미국발언', '추미애미국방문']"
일침영상,2,0,[]
미국공화당,2,0,[]
exo,2,0,[]
폴라이언,2,1,['폴라이언트럼프']
추미애국회연설,2,0,[]
이명박공항,2,0,[]
방중단,2,0,[]
주진우mb,2,0,[]
송혜교,2,1,['#송혜교#추자현#우효광#김연경']
베이징,2,2,"['문재인베이징대', '베이징대']"
이효성,2,0,[]
청년,2,1,['청년창업']
개선장군,2,0,[]
어깨,2,0,[]
난징,2,2,"['난징대학살', '시진핑난징대학살']"
젊은이,2,0,[]
베이징대,2,1,['문재인베이징대']
강연,2,5,"['김어준강연', '허경영강연', '허경영강연1104회', '허경영강연1104', '남재준강연']"
기업,2,3,"['경남기업', '중소벤처기업부', '중소벤처기업부홍종학']"
참사,2,6,"['제천참사', '외교참사', '제천화재참사', '서울용산화재참사', '사회적참사', '사회적참사법']"
총수,2,0,[]
결례,2,1,['외교결례']
서울용산화재참사,2,0,[]
제주강정해군기지,2,0,[]
민혁당,2,0,[]
지만원,2,0,[]
경남밀양송전탑,2,0,[]
백원우,2,0,[]
오민석,2,0,[]
보이지않는손,2,0,[]
차관보,2,0,[]
노동해방실천연대,2,0,[]
진성준,2,0,[]
김영춘,2,0,[]
동백림,2,0,[]
송인배,2,0,[]
망신외교,2,0,[]
굴욕외교,2,0,[]
우울,2,1,['샤이니종현우울증']
여준성,2,0,[]
김현미,2,0,[]
100주년,2,2,"['탄생100주년', '박정희100주년']"
탄신,2,0,[]
삼국지,2,0,[]
진실의눈과머리,2,0,[]
국격,2,0,[]
