Politic_tags,number,overlap_num,overlap_word
월드미래판연구소,16,0,[]
문재인퇴진,16,0,[]
음악게임,16,0,[]
전국구,16,8,"['전국구시즌2', '정봉주의전국구', '전국구스페샬', '주진우전국구', '전국구광고', '전국구광명동굴', '전국구공개방송', '정봉주의전국구시즌2']"
뉴스타파,16,0,[]
정두언,16,1,['정두언독설']
최서원,15,0,[]
tbs,15,1,['tbsfm']
뉴스쇼,15,2,"['김현정의뉴스쇼', '김현정뉴스쇼']"
문재인시진핑,15,1,['#여사#문재인대통령#문재인시진핑#']
전체듣기,15,0,[]
최강욱변호사,15,0,[]
북한군,15,6,"['북한군상태', '북한군귀순영상', '북한군귀순', '북한군사도발', 'jsa귀순북한군총격부상', '북한군인귀순']"
특활비,15,8,"['국정원특활비', 'mb특활비', '친박최경환특활비수수의혹', '최경환국정원특활비', '특활비검찰수사', '김관진특활비', '한국당특활비검찰고발', '특활비상납']"
장종수,15,0,[]
민동기,15,0,[]
moonjaein,15,0,[]
언론,15,16,"['언론노조', '언론개혁', 'mbc해직언론인', '전국언론노조', '언론정상화', '언론탄압', '언론장악', '언론적폐', '응징언론', '보수언론', '국내언론', '언론통제', '대한언론인회여론조사', '대한언론인회', '언론적폐청산', '국내언론보도']"
김휘종,15,0,[]
원종우,15,1,['원종우.개헌']
개돼지,15,0,[]
tv,15,49,"['정규재tv', '황장수tv', '뉴스타운tv', 'tv조선', 'tv조선뉴스', '국민tv', 'yonhapnewstv', 'nocutv', '민영삼tv', 'cctv', '조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만', 'ktvbreakingnews', 'newstowntv', '이춘근tv', '포항지진cctv', 'cctv공개', '귀순북한병사cctv', '귀순cctv', 'tnjtv', 'amarintvhd', '북산귀순병사cctv', 'northkoreacctv', 'hankyorehtv', '부추연tv', 'ktv', 'cctv영상', 'news24onlinetv', 'news24nepal.tv', 'news24tv', 'amarintv', '채움tv', 'snstv', '미디의워치tv', '이해성tv', '한겨레tv', 'tvn', 'thehankyorehtv', 'dotv', '유엔사cctv영상', '한국정책방송ktv', 'ktv국민방송', '귀순병cctv영상보니', '제천화제현장cctv', 'indonesialawyersclubtvone', 'tvonenews', 'ilctvone', 'tvone', '팩트tv', 'facttv']"
국정농단,15,1,['#최순실국정농단']
탄핵무효,14,1,['박근혜대통령새마을박정희미국캐나다문재인변희재서석구조원진대한애국당국회탄핵무효인권침해']
나꼼수,14,3,"['나꼼수정봉주', '나꼼수주진우정봉주', '나꼼수주진우']"
보수,14,14,"['젊은보수', '애국보수', '조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만', '보수꼴통', '보수궤멸', '보수우파방송', '보수방송', '중도보수대통합', '보수언론', '보수대통합', '보수사이트', '박근혜대통령보수대구태극기집회대한애국당조원진자한당홍준표문재인국민의당민심국회대한민국여론친박', '보수결집', '보수적폐']"
애국보수,14,1,['조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만']
민영삼tv,14,0,[]
탄저균,14,1,['탄저균치료제']
국과수,14,8,"['국과수보고서', '국과수태블릿', '국과수태블릿pc감정결과', '국과수태블릿pc', '국과수태블릿pc감정', '태블릿pc국과수감정결과', '태블릿pc국과수', '국과수감정보고서']"
여론조사,14,5,"['새해여론조사', '지방선거여론조사', '리얼미터여론조사', '대한언론인회여론조사', '갤럽여론조사']"
조은나래,14,1,['조은나래아나운서']
자연사,14,2,"['자연사박물관', '김정민자연사박물관']"
정치보복,14,0,[]
친미,14,0,[]
야당,14,0,[]
봉도사,14,0,[]
특별대담,14,0,[]
표창원,13,0,[]
김한수,13,0,[]
핵폭탄,13,0,[]
임종석비서실장,13,0,[]
안정권,13,0,[]
조갑제티비,13,0,[]
박재홍,13,1,['박재홍감독']
cctv,13,10,"['포항지진cctv', 'cctv공개', '귀순북한병사cctv', '귀순cctv', '북산귀순병사cctv', 'northkoreacctv', 'cctv영상', '유엔사cctv영상', '귀순병cctv영상보니', '제천화제현장cctv']"
원내대표,13,3,"['김성태원내대표', '원내대표후보자', '정우택원내대표']"
투데이인터뷰,13,0,[]
경북,13,3,"['경북지진', '경북포항시', '경북포항지진']"
이용주,13,1,['이용주의원']
혼밥,13,4,"['혼밥논란', '문재인혼밥', '문재인김정숙중국혼밥', '혼밥러']"
이명박다스,13,0,[]
평창동계올림픽,13,2,"['북한평창동계올림픽', '문재인평창동계올림픽']"
윤석열,13,1,['#윤석열']
이상로,13,0,[]
이동관,13,1,['이명발이동관']
조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만,13,0,[]
류종현,13,0,[]
이애란,13,0,[]
김정숙여사,13,1,['김정숙여사옷']
bbk,13,1,['이명박bbk']
기자회견,12,3,"['안철수기자회견', '긴급기자회견', '자유한국당기자회견']"
위안부,12,11,"['문재인위안부', '위안부문제', '위안부만행사진', '위안부일본사과', '위안부강경화', '위안부합의tf', '위안부소녀상', '위안부할머니', '제국의위안부', '위안부합의폐기', '위안부합의']"
자막뉴스,12,0,[]
품격시대,12,0,[]
정봉주의정치쇼,12,0,[]
최민희,12,3,"['최민희유시민', '최민희국회의원', '최민희의원']"
사장,12,6,"['사장과', 'mbc신임사장', 'mbc최승호사장', '사장의', '이사장', 'mbc사장']"
서울구치소,12,0,[]
기자폭행,12,1,['중국경호원기자폭행']
스마트뉴스,12,0,[]
공영방송,12,0,[]
박주원,12,1,['박주원의원']
평창,12,13,"['평창동계올림픽', '평창올림픽', '평창올림픽미국불참', '평창북한', '자유한국당평창', '평창올림픽미국', '평창한미훈련', '북한평창동계올림픽', '평창올림픽북한참석', '문재인평창동계올림픽', '평창아이템', '평창모자', '손석희평창동집']"
샤이니,12,5,"['샤이니종현', '샤이니종현사망', '샤이니종현누나', '샤이니종현우울증', '샤이니종현유서']"
ktvbreakingnews,12,0,[]
유성엽,12,0,[]
지방선거,12,2,"['낙태죄.지방선거', '지방선거여론조사']"
공산화,12,0,[]
박대통령무죄석방,12,0,[]
newstowntv,11,0,[]
최경환,11,17,"['최경환압수수색', '친박최경환특활비수수의혹', '최경환손수조나쁜손', '친박계최경환', '최경환국정원', '최경환채용비리', '최경환진박', '최경환재판', '최경환국정원특활비', '최경환의원', '최경환소환', '최경환할복', '자유한국당최경환', '최경환자유한국당', '최경환구속', '최경환구정원', '최경환뇌물']"
newsroom,11,0,[]
교수,11,5,"['이국종교수', '서민교수', '김철홍교수', '이정훈교수', '이병태교수']"
자원외교,11,0,[]
이춘근의국제정치,11,0,[]
한미관계,11,0,[]
한반도문제,11,0,[]
북핵문제,11,0,[]
특검,11,4,"['#검찰특검', '#손석희태블릿pc특검', '#박영수특검팀', '특검도우미']"
북미관계,11,0,[]
최순실태블릿pc,11,1,['최순실태블릿pc감정결과']
핵배낭,11,0,[]
김어준파파이스,11,0,[]
뉴스공장김어준,11,0,[]
uae,11,11,"['임종국uae', '임종석uae', 'uae원전', 'uae방문', 'uae원전핵폐기물', 'uae핵폐기물', '박근혜uae원전외교', 'uae특사', 'uae왕자', '암종석uae', 'uaeembassay']"
김현정뉴스쇼,11,0,[]
군사분계선,11,0,[]
지진대피,11,3,"['포항지진대피', '지진강도단위지진대피훈련', '지진대피요령']"
국제정치,11,1,['이춘근의국제정치']
경북지진,11,0,[]
신년사,11,4,"['김정은신년사', '문재인신년사', '홍준표신년사', '정미홍신년사']"
???????,11,14,"['?????????????', '???????????', '??????????', '????????????', '???????????????', '?????????', '????????', '????????????????', '????????????34', '???.???????', '??????????????', '??????10????????', '?????????????????', '?.?????????????']"
독설,11,5,"['정두언독설', '박지원독설', '대박독설', '독설왕', '유시민독설']"
경주지진,11,0,[]
국제문제,11,0,[]
이낙연,11,3,"['이낙연총리', '이낙연기자', '이낙연관훈토론']"
정상화,11,2,"['언론정상화', 'kbs정상화']"
fta,11,1,['한미fta']
sohnsukhee,11,0,[]
임관빈,11,2,"['임관빈석방', '임관빈구속']"
이춘근tv,11,0,[]
문무일,11,0,[]
강경화장관,11,0,[]
이춘근,11,2,"['이춘근의국제정치', '이춘근tv']"
이명박구속,10,1,['이명박구속여부']
정제희,10,0,[]
매티스,10,1,['매티스국방장관']
지지율,10,2,"['문재인지지율', '국정지지율']"
호남,10,3,"['호남파', '호남중진', '호남파중진']"
김태효,10,0,[]
우원식,10,0,[]
울산,10,1,['울산지진']
통합,10,8,"['통합론', '국민의당통합', '통합투표', '중도보수대통합', '통합추진', '보수대통합', '통합반대파', '통합파']"
폭행,10,11,"['기자폭행', '집단폭행', '중국폭행', '중국경호원기자폭행', '홀대·폭행에', '무차별폭행', '폭행영상', '중국경호원폭행', '경호원폭행', '폭행기자', '문재인폭행기자']"
자한당,10,2,"['박대통령조원진서울역태극기집회문화무죄이완구홍준표대한애국당정치자한당더불어민주유튜브박정희검찰법원', '박근혜대통령보수대구태극기집회대한애국당조원진자한당홍준표문재인국민의당민심국회대한민국여론친박']"
정미경,10,0,[]
법원,10,4,"['대법원장', '김명수대법원장', '주진우법원', '박대통령조원진서울역태극기집회문화무죄이완구홍준표대한애국당정치자한당더불어민주유튜브박정희검찰법원']"
서훈,10,0,[]
newsk,10,0,[]
12월,10,6,"['12월6일(수)', '12월4일(월)', '12월16일뉴스', '2017년12월16일뉴스룸다시보기', '12월16일뉴스룸다시보기', '12월8일(금)']"
평창올림픽,10,3,"['평창올림픽미국불참', '평창올림픽미국', '평창올림픽북한참석']"
썰전,10,4,"['문재인썰전', '썰전유시민', '유시민썰전', '썰전e249']"
jtbc태블릿pc,10,1,['#손석희jtbc태블릿pc조작']
종현,10,12,"['류종현', '샤이니종현', '종현유서', '종현발인', '종현자살', '샤이니종현사망', '샤이니종현누나', '샤이니종현우울증', '샤이니종현유서', '종현사망', '김종현', '종현발인식']"
국민티비,10,0,[]
김제동,10,0,[]
cnn,10,0,[]
국정원특활비,10,1,['최경환국정원특활비']
김종대의원,10,0,[]
기생충,10,5,"['귀순병사기생충', '북한병사기생충', '쓰러진채피격…몸속수십마리기생충발견', '기생충학자', '기생충다이어트']"
추미애,10,12,"['추미애방미', '추미애연설', '임종석추미애', '추미애미국발언', '추미애미국방문', '문재인추미애', '추미애인터뷰', '추미애더불어민주당', '추미애출국', '추미애미국', '추미애국회연설', '김대중추미애']"
2018,10,6,"['2018fifa', '2018한국어디로가나', '우리은행2018년도달력', '2018.01.01', '20180101', '2018jtbc신년토론회']"
정규재칼럼,10,0,[]
뉴스케이,10,0,[]
경향신문,10,0,[]
정동영,9,0,[]
northkoreandefector,9,0,[]
이용마,9,4,"['이용마암투병', '이용마기자', 'mbc이용마', '최승호이용마']"
잘잘못못,9,1,['민영삼의잘잘못못']
김정일,9,0,[]
northkoreasouthkorea,9,0,[]
박형준,9,0,[]
newstapa,9,0,[]
대피,9,6,"['지진대피', '포항지진대피', '지진강도단위지진대피훈련', '지진대피요령', '대피소', '비상대피훈련']"
김기현,9,0,[]
특수활동비,9,2,"['문고리3인방특수활동비', '국정원특수활동비']"
panmunjeom,9,0,[]
북핵위협,9,0,[]
박수현,9,0,[]
김영삼,9,0,[]
장제원,9,0,[]
이재오,9,1,['주진우이재오']
막말,9,0,[]
정창수,9,0,[]
뉴스데스크,9,1,['mbc뉴스데스크']
공안,9,0,[]
원전,9,14,"['포항지진원전', '원전수주', '이명박원전수주', 'uae원전', '박근혜원전세일즈외교', '원전수출', 'uae원전핵폐기물', '이명박원전수출', '이명박정부원전계약', '이명박원전계약', '원전산업로드쇼', '박근혜uae원전외교', '원전비리', '원전호구']"
아나운서,9,3,"['배성재아나운서', '조은나래아나운서', '손정은아나운서스페셜mc']"
드레스덴연설문,9,0,[]
비디오세상만사,9,0,[]
우병우구속,9,0,[]
중국경호원,9,3,"['중국경호원기자폭행', '한국기자중국경호원', '중국경호원폭행']"
정우택,9,1,['정우택원내대표']
기자,9,30,"['김은지기자', '기자회견', '기자폭행', '주진우기자', '박성제기자', '악마기자', '기자단', '주기자', '이용마기자', '박성호기자', '중국경호원기자폭행', '안철수기자회견', '기자들', '긴급기자회견', '한국기자중국경호원', '박동희기자', '자유한국당기자회견', '하어영기자', '청와대출입기자', '우병우기자', '수행기자', '이낙연기자', '김완기자', '이재석기자', '경호원기자', '문재인기자', '폭행기자', '중국기자', '김빛이라기자', '문재인폭행기자']"
이슈줌인세상만사,9,0,[]
이재석,9,1,['이재석기자']
5.18,9,0,[]
중앙일보,9,0,[]
국제관계,9,1,['김정민의국제관계']
영흥도,9,5,"['문재인영흥도', '영흥도사망자', '영흥도낚시배', '영흥도해경', '영흥도문재인']"
전병헌,9,0,[]
데스노트,9,0,[]
mbc뉴스,8,1,['mbc뉴스데스크']
디펜스뉴스,8,1,['글로벌디펜스뉴스']
김주혁,8,14,"['김주혁블박', '김주혁심근경색', '김주혁블랙박스영상', '김주혁사망이유', '김주혁블랙박스', '김주혁벤츠', '김주혁사고당시블랙박스', '김주혁사고이유', '김주혁사망원인', '김주혁벤츠블랙박스', '김주혁사망', '김주혁사인', '김주혁블박영상', '김주혁이유영']"
블랙박스,8,6,"['김주혁블랙박스영상', '김주혁블랙박스', '김주혁사고당시블랙박스', '블랙박스영상', '김주혁벤츠블랙박스', '벤츠블랙박스']"
안초딩,8,0,[]
비서실장,8,2,"['임종석비서실장', '대통령비서실장']"
고민정,8,2,"['고민정부대변인', '고민정청와대']"
폭로,8,1,['폭로자']
조중동,8,0,[]
해경,8,2,"['영흥도해경', '해경해양수산부']"
나는짐이다,8,1,['백반토론나는짐이다']
정청래,8,0,[]
낚시배,8,2,"['낚시배전복', '영흥도낚시배']"
정봉주의전국구,8,1,['정봉주의전국구시즌2']
개성공단,8,5,"['문재인개성공단', '개성공단폐쇄', '박근혜개성공단폐쇄단독결정', '박근혜개성공단폐쇄', '개성공단조사']"
글로벌디펜스뉴스,8,0,[]
제천,8,17,"['제천화재', '제천참사', '제천화재유가족', '제천화재피해자', '제천화재참사', '제천문재인', '제천스포츠센터화재유가족', '제천스포츠센터화재', '충북제천', '제천스포츠센타', '제천방문', '제천스포츠센터화제유가족', '제천스포츠센터화제', '제천화제현장cctv', '문재인제천화재현장', '제천사우나', '제천화재사고']"
블랙리스트,8,1,['과학계블랙리스트']
정상회담,8,6,"['한중정상회담', '남북정상회담', '한국정상회담결과', '베트남한중정상회담', '한중정상회담베트남', '스리랑카정상회담']"
남재준,8,10,"['남재준구속', '남재준충정가', '남재준국정원장', '남재준장성비리', '남재준참모총장', '남재준육군참모총장', '남재준김장수', '남재준강연', '남재준출석', '남재준상납']"
제천참사,8,0,[]
포항여고,8,1,['문재인포항여고']
주한미군,8,2,"['주한미군철수발언', '버윌벨전주한미군사령과']"
문재인탄핵,8,0,[]
이스라엘,8,0,[]
세습,8,1,['3대세습']
예산안,8,1,['예산안통과']
친박,8,4,"['친박최경환특활비수수의혹', '친박계최경환', '친박연대', '박근혜대통령보수대구태극기집회대한애국당조원진자한당홍준표문재인국민의당민심국회대한민국여론친박']"
백신,8,3,"['탄저병백신', '탄저백신', '백신의']"
보궐선거,8,0,[]
국민청원,8,0,[]
중국방문,8,2,"['문재인중국방문', '#문재인#대통령#국빈만찬#중국#시진핑#중국방문#김정숙']"
민주화,8,0,[]
플랜다스의계,8,0,[]
??????,8,16,"['???????', '?????????????', '???????????', '??????????', '????????????', '???????????????', '?????????', '????????', '????????????????', '????????????34', '???.???????', '??????????????', '??????10????????', '?????????????????', '?.?????????????', '1??????2561']"
다스뵈이다,8,3,"['김어준의다스뵈이다', '다스뵈이다6회', '다스뵈이다풀버전']"
아주대,8,2,"['아주대병원', '이국종아주대']"
박상기,8,0,[]
김어준의다스뵈이다,8,0,[]
자연사박물관,8,1,['김정민자연사박물관']
기레기,8,0,[]
하어영,8,2,"['하어영군사이버', '하어영기자']"
한중정상회담,8,2,"['베트남한중정상회담', '한중정상회담베트남']"
검찰총장,8,0,[]
?????????????,8,5,"['???????????????', '????????????????', '??????????????', '?????????????????', '?.?????????????']"
명성교회,8,0,[]
김하나,8,0,[]
뉴스공장공개방송,7,0,[]
비자금,7,2,"['dj비자금', '다스비자금']"
김어준문재인,7,0,[]
신광렬,7,0,[]
목사,7,1,['이태희목사']
김어준의파파이스,7,0,[]
뉴스공장전체,7,0,[]
4대강,7,0,[]
한국교회,7,0,[]
뉴스공장보이는라디오,7,0,[]
이언정,7,0,[]
친일파,7,0,[]
김어준강연,7,0,[]
디펜스,7,2,"['디펜스뉴스', '글로벌디펜스뉴스']"
전국,7,12,"['전국구시즌2', '전국구', '정봉주의전국구', '전국구스페샬', '주진우전국구', '전국언론노조', '전국구광고', '전국구광명동굴', '전국구공개방송', '전국국특집', '정봉주의전국구시즌2', 'un참전국']"
뉴스공장실시간,7,0,[]
선고,7,2,"['선고에', '사망선고']"
김동철,7,0,[]
황영철,7,0,[]
보신각,7,0,[]
레전드,7,2,"['정치레전드', '유시민레전드']"
이병기,7,1,['이병기구속']
아수라,7,0,[]
뉴스공장pd,7,0,[]
이유미,7,0,[]
김명수,7,1,['김명수대법원장']
서울시장,7,3,"['정봉주서울시장', '서울시장후보', '박원순서울시장']"
김어준유시민,7,0,[]
선창1호,7,0,[]
그것이알고싶다,7,0,[]
유재석,7,0,[]
뉴스방송사고,7,0,[]
수능,7,4,"['#수능', '수능일정', '수능연기', '문재인수능']"
전원책,7,0,[]
문재인포항,7,2,"['문재인포항여고', '문재인포항방문']"
뉴스포차,7,0,[]
굴욕,7,2,"['굴욕외교', '대굴욕']"
가상화폐,7,1,['가상화폐근절']
국빈방문,7,2,"['중국국빈방문', '스리랑카국빈방문']"
김어준조국,7,0,[]
???????????,7,8,"['?????????????', '????????????', '???????????????', '????????????????', '????????????34', '??????????????', '?????????????????', '?.?????????????']"
박시영,7,0,[]
맘마이스,7,0,[]
국방부장관,7,0,[]
외교참사,7,0,[]
강경화외교부장관,7,0,[]
처벌,7,0,[]
북한미사일,7,0,[]
서울신문,7,0,[]
김부겸,7,0,[]
김종,7,11,"['김종대', '김종대의원', '김종대이국종', '정의당김종대', '김종대정의당', '이국종김종대', '김종대페이스북', '김종필', '김종대임종석', '김종배', '김종현']"
국방,7,11,"['애국방송', '중국방문', '국방부장관', '문재인중국방문', '국방부', '애국방송국', '개미애국방송', '추미애미국방문', '매티스국방장관', '국방장관', '#문재인#대통령#국빈만찬#중국#시진핑#중국방문#김정숙']"
청와대청원,7,1,['청와대청원게시판']
윤석렬,7,0,[]
아주대병원,7,0,[]
도주,7,0,[]
국립과학수사연구원,7,1,['국립과학수사연구원포렌식보고서']
jsa귀순,7,4,"['jsa귀순병', '긴박했던jsa귀순', 'jsa귀순북한군총격부상', 'jsa귀순병사']"
원자력,7,3,"['경주월성원자력발전소', '울진원자력발전소', '원자력발전소']"
이란,7,1,['이란시위']
파업,7,1,['총파업']
여적죄,7,0,[]
김일성,7,1,['김일성주의자']
??????????,7,9,"['?????????????', '???????????', '????????????', '???????????????', '????????????????', '????????????34', '??????????????', '?????????????????', '?.?????????????']"
????????????,7,7,"['?????????????', '???????????????', '????????????????', '????????????34', '??????????????', '?????????????????', '?.?????????????']"
친중,7,1,['친중정책']
무죄,7,4,"['박대통령무죄석방', '주진우무죄', '무죄석방', '박대통령조원진서울역태극기집회문화무죄이완구홍준표대한애국당정치자한당더불어민주유튜브박정희검찰법원']"
오청성,7,1,['오청성근황']
내란죄,7,3,"['문재인내란죄', '인민위원회내란죄', '내란죄고발']"
집단탈당,7,0,[]
이동형작가,7,0,[]
이명박완전정복,7,0,[]
주진우기자,7,0,[]
전국구스페샬,7,0,[]
해군,7,4,"['해군참모총장', '광해군', '제주강정해군기지', '해군기지']"
dj,7,3,"['dj비자금', 'donaldjohntrump', 'dj정신']"
개중국,7,0,[]
이이제이,7,2,"['이이제이이작가', '이이제이이동형']"
사법부,7,0,[]
속보,7,0,[]
이작가,7,1,['이이제이이작가']
문빠,7,0,[]
남북대화,7,0,[]
태블릿pc조작,7,4,"['태블릿pc조작보도', '#손석희jtbc태블릿pc조작', '자유한국당태블릿pc조작진상조사tf', '자유한국당태블릿pc조작진상조사태스크포스']"
이택수,7,0,[]
구속영장,7,0,[]
포렌식,7,4,"['포렌식감정', '국립과학수사연구원포렌식보고서', '태블릿pc포렌식', '포렌식보고서']"
나경원,7,0,[]
문재인충칭,7,0,[]
sidhakurajantasanga,6,2,"['sidhakurajantasangafullepisode', 'sidhakurajantasangaep156']"
청쓸신잡,6,0,[]
조추첨,6,2,"['월드컵조추첨', 'sbs조추첨']"
허성무,6,0,[]
???????????????,6,2,"['????????????????', '?????????????????']"
박영수,6,2,"['#박영수특별검사', '#박영수특검팀']"
fifa,6,2,"['fifa러시아월드컵', '2018fifa']"
sidhakurajantasangafullepisode,6,0,[]
배성재,6,2,"['배성재캐스터', '배성재아나운서']"
배성재캐스터,6,0,[]
문재인포항여고,6,0,[]
배성재아나운서,6,0,[]
fifa러시아월드컵,6,0,[]
박문성,6,0,[]
피파월드컵,6,0,[]
피파러시아월드컵,6,0,[]
우리은행달력,6,0,[]
호남파,6,1,['호남파중진']
북한귀순병사,6,0,[]
월드컵조추첨,6,0,[]
알베르토,6,0,[]
2018fifa,6,0,[]
정치권,6,0,[]
순방,6,3,"['트럼프아시아순방', '순방취소', '문재인동남아순방']"
이재민,6,0,[]
고려대학교트루스포럼,6,0,[]
고려대대자보,6,0,[]
홍정욱,6,0,[]
국회부의장,6,0,[]
정부,6,13,"['문재인정부', '문정부', '정부청사', '정부규제', '정부가', '이명박정부핵폐기물', '이명박정부원전계약', '박근혜국정원mb정부', '이명박정부이면계약', '박근혜정부', '행정안정부장관', '고민정부대변인', '정부조직']"
석방,6,7,"['박대통령무죄석방', '박근혜석방', '김관진석방', '임관빈석방', '무죄석방', '이석기석방', '양심수석방추진위원회']"
올림픽,6,7,"['평창동계올림픽', '평창올림픽', '평창올림픽미국불참', '평창올림픽미국', '북한평창동계올림픽', '평창올림픽북한참석', '문재인평창동계올림픽']"
긴급점검,6,0,[]
박진수,6,0,[]
추명호,6,0,[]
nll,6,0,[]
핵,6,34,"['탄핵', '핵개발', '핵실험', '전술핵', '북핵', '탄핵무효', '핵폭탄', '북핵문제', '핵배낭', '북핵위협', '문재인탄핵', '불법탄핵', '핵잠수함', '핵폐기물', '핵항모', '그러니까탄핵당했쥐', '탄핵당했쥐', '탄핵당했지', '그러니까탄핵당했지', '핵단추', '기획탄핵', '박근혜대통령새마을박정희미국캐나다문재인변희재서석구조원진대한애국당국회탄핵무효인권침해', '탄핵1주년', '이명박정부핵폐기물', '핵폐기물한국반입', 'uae원전핵폐기물', '핵폐기물폐연료봉한국처리', 'uae핵폐기물', '핵폐기물이면계약', '핵폐기물처리', '핵동결', '핵미사일', '핵전쟁', '한반도비핵화']"
재판부,6,0,[]
판사,6,2,"['김세윤판사', '부장판사']"
sns,6,1,['snstv']
정권,6,5,"['주사파정권', '안정권', '문정권', '사정권', '정권비판']"
운동권,6,0,[]
친북,6,0,[]
nsc,6,0,[]
중동,6,3,"['조중동', '이명박중동', '임종석중동특사']"
폭격기,6,1,['전략폭격기']
강동원,6,5,"['강동원1987', '강동원울음', '강동원문재인', '문재인강동원', '강동원이한열']"
국빈,6,6,"['국빈방문', '중국국빈방문', '스리랑카국빈방문', '국빈환영식', '#문재인#대통령#국빈만찬#중국#시진핑#중국방문#김정숙', '#국빈만찬메뉴']"
트럼프대통령,6,0,[]
망치부인,6,0,[]
불법탄핵,6,0,[]
공무원,6,0,[]
한미연합훈련,6,0,[]
정봉주정치쇼,6,0,[]
경제사절단,6,0,[]
문재인중국방문,6,0,[]
백성문,6,0,[]
정세현,6,0,[]
척당불기,6,0,[]
리커창,6,0,[]
경찰,6,3,"['해양경찰', '태극기집회경찰', '경찰관련']"
sbs조추첨,6,0,[]
남경필,6,1,['남경필이재명']
낙태죄,6,2,"['낙태죄폐지', '낙태죄.지방선거']"
소리,6,2,"['서울의소리', '문꿀오소리']"
적화통일,6,0,[]
피해자,6,1,['제천화재피해자']
친절한청와대,6,0,[]
김정은신년사,6,0,[]
엄마,6,1,['엄마부대']
홀대,6,6,"['홀대론', '중국홀대', '이런게홀대?', '문재인홀대', '홀대·폭행에', '홀대프레임']"
산후조리원,6,0,[]
아기,6,0,[]
신생아,6,0,[]
개혁,6,4,"['사법개혁', '언론개혁', '종교개혁', '이민개혁법']"
교회,6,2,"['명성교회', '한국교회']"
자유민주주의,6,1,['자유민주주의삭제']
포항지진영상,6,1,['포항지진영상자료']
낙태죄폐지,6,0,[]
경주,6,2,"['경주지진', '경주월성원자력발전소']"
범죄,6,0,[]
울산지진,6,0,[]
포항지진방송,6,0,[]
포항지진대피,6,0,[]
포항지진영상자료,6,0,[]
포항지진cctv,6,0,[]
포항영상,6,0,[]
지진대비,6,0,[]
러시아,6,2,"['fifa러시아월드컵', '피파러시아월드컵']"
지진영상,6,2,"['포항지진영상', '포항지진영상자료']"
부산지진,6,0,[]
부산,6,4,"['부산지진', '부산편의점', '부산사건', '부산사고']"
무안,6,1,['무안공항']
장승호,6,1,['장승호사진']
김상곤,6,0,[]
도태우,6,1,['도태우변호사']
합의이혼,6,0,[]
문재인케어,6,0,[]
한선교,6,0,[]
????,6,19,"['???????', '??????', '?????????????', '???????????', '??????????', '????????????', '???????????????', '?????????', '????????', '????34', '????????????????', '?????', '????????????34', '???.???????', '??????????????', '??????10????????', '?????????????????', '?.?????????????', '1??????2561']"
문재인대통령중국,6,0,[]
송영길,6,0,[]
박주민,6,0,[]
징역,6,3,"['장시호징역', '장시호징역형', '무기징역']"
기획,6,2,"['기획탄핵', '기획수사']"
이낙연총리,6,0,[]
한중회담,6,0,[]
대화,6,1,['남북대화']
이야기,6,1,['바다이야기']
말한다,6,0,[]
구치소,6,2,"['서울구치소', '우병우구치소']"
이경재,6,1,['이경재변호사']
시사토크,6,1,['시사토크쇼']
9시뉴스,6,0,[]
이슈를,6,0,[]
집단폭행,6,0,[]
왕진진,6,4,"['낸시랭왕진진', '왕진진전자발찌', '왕진진전과', '왕진진회장']"
낸시랭,6,4,"['낸시랭왕진진', '낸시랭남편전과', '낸시랭남편', '낸시랭결혼']"
고려대학교,6,2,"['고려대학교트루스포럼', '고려대학교대자보']"
눈물,6,2,"['장시호눈물', '눈물의성탄절']"
박사,6,4,"['김정민박사', '박사모', '선박사고', '이명박사저']"
영재센터,6,0,[]
기습,6,1,['민노총기습점거']
강남,6,4,"['강남구청장신연희', '강남구청장', '강남을전현희', '강남구청']"
법무부,5,1,['법무부장관']
사형,5,0,[]
기각,5,1,['이병호기각']
홍성택,5,0,[]
여당,5,1,['여당대표']
양승봉,5,0,[]
신임,5,1,['mbc신임사장']
국회의원,5,3,"['전현희국회의원', '최민희국회의원', '이우현국회의원']"
#수능,5,0,[]
구속적부심사,5,0,[]
사법개혁,5,0,[]
김홍걸,5,0,[]
배신남매,5,0,[]
귀순대대장,5,0,[]
mobile,5,0,[]
계엄령,5,0,[]
귀순병사기생충,5,0,[]
cctv공개,5,0,[]
레이다,5,0,[]
김종대이국종,5,0,[]
국민,5,20,"['국민의당', '국민시사', '국민tv', '국민티비', '국민청원', '국민의당통합', '국민종편', '국민들반격', '국민공분', '국민연금지급액인상', '국민소통', '국민의방송', '국민소통수석', '국민연금', '박근혜대통령보수대구태극기집회대한애국당조원진자한당홍준표문재인국민의당민심국회대한민국여론친박', '이명박근혜심판범국민행동본부', '바른국민한국당', '국민여러분', 'ktv국민방송', '국민저항운동']"
장시호실형,5,0,[]
은폐,5,0,[]
반역죄,5,0,[]
정세균,5,1,['정세균개헌']
인공지진,5,0,[]
#부모님께큰절,5,0,[]
kbs뉴스9,5,0,[]
