Game_tags,number,overlap_num,overlap_word
로얄,9,35,"['클래시로얄', '클로얄', '클래시로얄도티', '클래시로얄전설상자', '클래시로얄광고', '클로얄버그판', '클래시로얄상자까기', '클로얄버그', '클래시로얄버그판.클로얄핵', '배틀로얄', '로얄의정석', '클로얄클랜상자', '클로얄전설상자', '클로얄신규카드', '클래시로얄버그', '도티클래시로얄', '로얄어드벤처', '클래시로얄전설카드', '종이로얄', '클래시로얄주작', '클래시로얄크리에이터', '클래시로얄상자깡', '도티로얄어드벤쳐', '연예인클래시로얄', '로얄어드벤쳐', '클래시로얄연예인', '로얄어드벤쳐도티', '비누클래시로얄', '클래시로얄상자', '클래시로얄덱', '예능로얄', '더로얄라이브', '클래시로얄전설', '클래시로얄트로피카나', '오토로얄']"
roblox,9,0,[]
구글,9,4,"['구글밥', '구글도시락', '구글부페', '구글식당']"
스페셜솔져,9,2,"['스페셜솔져지훈', '스페셜솔져찌훈']"
바스티온,9,0,[]
가즈아,9,0,[]
잉여맨,9,11,"['상황극잉여맨', '마크잉여맨', '잉여맨가족상황극', '마인크래프트잉여맨', '잉여맨상황극', '잉여맨좀비', '잉여맨환생', '잉여맨저승사자', '잉여맨요루루', '잉여맨아빠', '잉여맨바보']"
순애몽,9,0,[]
겜스터,9,0,[]
charmingjo,9,0,[]
차밍조,9,0,[]
루시우,9,0,[]
아나,9,1,['이현경아나운서']
모이라,9,0,[]
스타,9,24,"['스타크래프트', '스타2', '스타크래프트ii', '스타크래프트2', '스타투', '롤올스타전', '큐베올스타전', '프레이올스타전', '프레이올스타', '앰비션올스타전', '페이커올스타전', '올스타전', '고릴라올스타전', '늪스타그램', '헤어스타일', '먹스타그램', '샤이니종현인스타라이브', '샤이니종현인스타', '한스타', '앙상블스타즈', '카카오앙상블스타즈', '앙상블스타즈forkakao', '스타1', '스타크래프트리마스터']"
닌텐도스위치,9,0,[]
switch,9,1,['nintendoswitch']
위도우메이커,9,0,[]
웃음참기첼린지,9,0,[]
클템,9,0,[]
핑맨,9,0,[]
dontlaugh,9,0,[]
썰,9,1,['왁굳썰']
웃음첼린지,9,0,[]
잠뜰브이로그,9,0,[]
라이더레벨48,9,0,[]
웃긴레전드영상,9,0,[]
네트워크게임,9,0,[]
탈출맵,9,6,"['마인크래프트탈출맵', 'minecraft탈출맵', '탈출맵마인크래프트', '도티탈출맵', '탈출맵minecraft', '스토리탈출맵']"
온게임넷,9,0,[]
웃지마,9,0,[]
장인,8,3,"['라이더장인', '대형석궁장인', '배그장인']"
트위치도네,8,1,['트위치도네이션']
봄수,8,1,['봄수바보']
전설,8,11,"['클래시로얄전설상자', '클로얄전설상자', '젤다의전설', '젤다의전설야생의숨결', '클래시로얄전설카드', '전설의퀴즈고등학교', '전설상자', '전설카드', '전설덱', '클래시로얄전설', '전설의포켓몬']"
kingkuhn,8,0,[]
페이커,8,10,"['프레이페이커', '페이커프레이', '페이커여권', '페이커올스타전', '페이커갈리오', '롤lck페이커인터뷰', '롤페이커채팅', '롤페이커', '롤페이커mvp', '롤페이커인터뷰']"
vr,8,20,"['vr게임', 'vrchat', 'vrgame', 'vr복싱', '겜브링vr', 'vr권투', 'vrfps', 'falloutvr', 'vr게임기', 'vr카페', '강남vr', 'vr장비', 'vr19', 'vr몸개그', 'vr리뷰', 'vr1인자', 'vr영상', 'fallout4vr', '걸그룹vr', '강남역vr']"
유머,8,0,[]
넥슨,8,2,"['넥슨듀랑고', '넥슨레드']"
따봉,8,1,['따봉친구']
요루루,8,5,"['요루루죽다', '요루루신과함께', '잉여맨요루루', '신과함께요루루', '요루루죽었다']"
상황극잉여맨,8,0,[]
마크잉여맨,8,0,[]
kuhn,8,1,['kingkuhn']
잉여맨가족상황극,8,0,[]
왕군,8,3,"['왕군게임국', '왕군라이더', '라이더왕군']"
쥐늑대,8,0,[]
이수건,8,0,[]
마인크래프트잉여맨,8,0,[]
king,8,8,"['king’scup', 'kingkuhn', 'redking', ""knockingonheaven'sdoor"", 'threekingdoms', 'threekingdomsgame', '3kingdoms', 'totalwarthreekingdoms']"
vr게임,8,1,['vr게임기']
테스터훈,8,6,"['테스터훈유튜브', '테스터훈도티', '테스터훈보겸', '테스터훈로이조', '테스터훈재넌', '테스터훈먹방']"
왕군게임국,8,0,[]
lck,8,8,"['lck오프더레코드', 'lckmiccheck', 'weeklylck', '위클리lck', '2018lck스프링스플릿', '롤lck페이커인터뷰', '롤lckmvp', 'lck인터뷰']"
따봉친구,8,0,[]
임금,8,0,[]
태택이,8,0,[]
잉여맨상황극,8,0,[]
잠뜰실험,8,0,[]
비제이,8,0,[]
러쉬,8,6,"['러쉬게임', '러쉬초고수', '러쉬버그판', '러쉬테드', '러쉬공략', '모바일러쉬']"
kiminjik,8,0,[]
아프리카티비,8,0,[]
afreecatv,8,1,['afreecatv(businessoperation)']
injik,8,1,['kiminjik']
토크,8,0,[]
contents,8,0,[]
감튜브,8,0,[]
broadcast,8,1,['koreanbroadcasting']
코난,8,5,"['명탐정코난', '명탐정코난극장판', '코난공유', '명탐정코난모음', '명탐정코난명장면']"
bgam,8,1,['nuclealrbombgame']
gamtube,8,0,[]
클래시오브클랜,8,0,[]
gamst,8,0,[]
비감,8,0,[]
인직,8,1,['김인직']
김인직,8,0,[]
최케빈,8,0,[]
탐정,8,6,"['명탐정', '명탐정코난', '명탐정코난극장판', '탐정들의진혼가', '명탐정코난모음', '명탐정코난명장면']"
마인크래프트럭키블럭,8,1,['마인크래프트럭키블럭레이스']
주작의신,8,0,[]
지조,8,0,[]
수다방,8,0,[]
런어웨이,8,0,[]
젤다의전설,8,1,['젤다의전설야생의숨결']
스팀게임,8,0,[]
로얄어드벤처,8,0,[]
라이더초보,8,1,['라이더초보탈출']
양세찬,8,0,[]
정준영,8,0,[]
4주년,8,0,[]
지석진,8,0,[]
힘찬,8,0,[]
조세호,8,0,[]
이수근,8,0,[]
하하,8,0,[]
후기,7,5,"['곤지암후기', '영화곤지암후기', '곤지암영화후기', '김재원곤지암후기', '곤지암김재원후기']"
트레이서와케이크,7,0,[]
그림,7,4,"['숨은그림찾기', '다른그림찾기', '틀린그림찾기', '그림그리기세트']"
넷마블,7,1,['넷마블넷마블게임즈']
퀴즈,7,5,"['전설의퀴즈고등학교', '퀴즈고등학교', '퀴즈게임', 'ox퀴즈서바이벌', 'ox퀴즈']"
홍진영,7,0,[]
아이언맨,7,0,[]
오버워치감사제,7,0,[]
강아지,7,4,"['강아지를쏘지마세요', '웃긴고양이와강아지', '웃긴강아지', '강아지웃긴영상']"
트레이서감사제,7,0,[]
영웅스킬,7,0,[]
토르,7,1,['토르비욘']
드라마,7,4,"['픽셀드라마', '차은우드라마', '청춘드라마', '프리티걸미니드라마']"
트레이서케이크,7,1,['오버워치트레이서케이크']
심킹,7,1,['심킹원피스']
スイッチ,7,0,[]
심킹원피스,7,0,[]
도티우리이야기,7,0,[]
트레이스,7,0,[]
도티모드상황,7,0,[]
sv_nintendo,7,0,[]
ラボ,7,1,['ニンテンド?ラボ']
ニンテンド?ラボ,7,0,[]
labo,7,0,[]
ニンテンド?,7,1,['ニンテンド?ラボ']
videogame(industry),7,0,[]
연말파티,7,0,[]
포켓몬모드,7,1,['마인크래프트포켓몬모드']
쓰레기,7,0,[]
azubu,7,0,[]
오버워치트레이서케이크,7,0,[]
리타,7,1,['박리타']
수닝,7,0,[]
밍모모바일게임,7,0,[]
프로스트,7,0,[]
cloudtemplar,7,0,[]
얼주부,7,0,[]
컨텐더스,7,1,['컨텐더스코리아']
라이더300점,7,0,[]
무튜브,7,0,[]
김봉준,7,0,[]
bongjun,7,0,[]
섹시여캠,7,0,[]
봉준,7,5,"['김봉준', '와꾸대장봉준', '채보미봉준', '봉준보미', '봉준채보미']"
mutube,7,0,[]
와꾸대장봉준,7,0,[]
여캠,7,1,['섹시여캠']
섹시,7,1,['섹시여캠']
총,7,4,"['총게임', '프리파이어총', '신규총', '총기밸런스']"
탁주,7,2,"['마인크래프트탁주', '탁주마인크래프트']"
쪼꼬,7,0,[]
만득,7,1,['만득이']
윰댕,7,1,['윰댕님']
야한,7,0,[]
쉔,7,0,[]
람머스,7,0,[]
클라우드템플러,7,0,[]
정글,7,0,[]
얼밤,7,0,[]
신음,7,0,[]
스카너,7,0,[]
고통,7,0,[]
프체정,7,0,[]
젠부샤쓰,7,0,[]
간나,7,0,[]
세주아니,7,0,[]
아무무,7,0,[]
아주부,7,0,[]
인민,7,0,[]
해설자,7,0,[]
세체정,7,0,[]
coc,7,0,[]
꿀템,7,0,[]
hogrider,7,0,[]
만년,7,0,[]
클끼리,7,0,[]
frost,7,0,[]
캐스터,7,0,[]
트레이서스탑모션,7,0,[]
任天堂,7,0,[]
꼬리잡기,7,2,"['슈퍼능력자꼬리잡기', '원피스꼬리잡기']"
마이콜페미,7,1,['마이콜페미니스트']
개리,7,0,[]
워마드,7,0,[]
나서스,7,0,[]
피파,7,6,"['피파온라인3', '피파3', '피파온라인4', '김재원피파', '김재원피파감정기복', '피파김재원']"
crazymeta,7,0,[]
마이콜,7,6,"['마이콜페미', '액시스마이콜', '마이콜페미니스트', '마이콜시위', '마이콜혜화', '혜화마이콜']"
치킨,7,0,[]
영화리뷰,7,2,"['메탈킴영화리뷰', '김스카이영화리뷰']"
페미니스트,7,2,"['마이콜페미니스트', '페미니스트시위']"
teemo,7,0,[]
럭키블럭,7,7,"['마인크래프트럭키블럭', '마인크래프트럭키블럭레이스', '마크럭키블럭', '럭키블럭배틀', '럭키블럭레이스', '포켓몬럭키블럭', '럭키블럭모드']"
릴카,7,2,"['clipof릴카-애긔겅츄~', 'clipof릴카-즈기요']"
티모,7,4,"['도티모바일게임', '도티모드상황', '도티모드', '도티모바일']"
로이조,7,1,['테스터훈로이조']
메탈킴리뷰,7,1,['메탈킴리뷰영상']
젤다의전설야생의숨결,7,0,[]
제이플라,7,0,[]
자유의날개,7,0,[]
blackdesert,7,0,[]
몰카,7,0,[]
mmorpg,7,0,[]
다음게임,7,0,[]
뉴메타,7,0,[]
매갈,7,1,['매갈시위']
daumgame,7,0,[]
nasus,7,0,[]
혜화역,7,1,['혜화역시위']
mycall,7,0,[]
밍모rider,7,0,[]
무료플레이,7,0,[]
즐겜,7,0,[]
sn400wja,7,1,['sn400wja_']
sn400wja_,7,0,[]
메갈,7,2,"['메갈로돈', '메갈시위']"
액시스마이콜,7,0,[]
혜화역시위,7,0,[]
페미,7,6,"['마이콜페미', '페미니스트', '마이콜페미니스트', '페미필살기', '페미니스트시위', '페미시위']"
rider밍모,7,0,[]
라이더밍모,7,0,[]
vlog잠뜰,7,0,[]
탑,7,1,['트레이서스탑모션']
도네이션,6,3,"['트위치도네이션', '이유님도네이션', '마루에몽도네이션']"
라이더자몽티비,6,0,[]
히트맨,6,0,[]
youtube,6,3,"['youtubefanfest', 'youtubeyellowdollorsign', 'youtubecopyrightclaim']"
라이더장애물,6,0,[]
youtubefanfest,6,0,[]
팬페스트,6,6,"['유튜브팬페스트', '유튜브팬페스트도티', '도티팬페스트', '도티유튜브팬페스트', '팬페스트도티', '잠뜰팬페스트']"
유튜브팬페스트,6,2,"['유튜브팬페스트도티', '도티유튜브팬페스트']"
대만,6,0,[]
zombiehighschool,6,0,[]
missfortune,6,1,['praymissfortune']
악동김블루,6,0,[]
fifa,6,5,"['fifa4', 'fifaonline4', 'fifaol3', 'fifaonline3', 'fifaonline']"
피파온라인3,6,0,[]
케빈,6,1,['최케빈']
유딱,6,0,[]
오락,6,1,['오락실게임']
각성,6,1,['각성세나']
시상식,6,0,[]
cf,6,0,[]
란,6,9,"['오버워치옴닉의반란', '옴닉의반란', '유튜브노란딱지', '유튜브노란딱지리뷰', '노란달러', '노란딱지', '폴란드군', '테란', 'uae논란']"
구사황,6,0,[]
신규캐릭터,6,0,[]
faker,6,0,[]
편집자,6,2,"['편집자모집', '방구석편집자']"
트레져헌터,6,0,[]
상자깡,6,2,"['클래시로얄상자깡', '상자깡콘텐츠']"
테스터훈유튜브,6,0,[]
일본,6,2,"['병맛일본게임', '일본여행']"
테스터훈도티,6,0,[]
kt,6,5,"['walkthrough', 'skt', 'sktt1', 'sktelecomt1', 'ktrolster']"
비누주작,6,0,[]
오연서,6,0,[]
보슐랭가이드,6,0,[]
롤공략,6,0,[]
테스터훈보겸,6,0,[]
riderㅊhips,6,0,[]
도티의특별한일상,6,0,[]
악어유튜브,6,0,[]
스솔,6,1,['스솔헬로']
유튜브팬페스트도티,6,0,[]
조합,6,1,['조합법']
도티팬페스트,6,0,[]
도티유튜브팬페스트,6,0,[]
범죄도시,6,0,[]
아이스버킷챌린지,6,1,['김재원아이스버킷챌린지']
장첸,6,0,[]
윤계상,6,0,[]
강산,6,0,[]
아오오니,6,0,[]
드레인파브닐,6,0,[]
썩쏘,6,0,[]
오토마우스,6,0,[]
노가다게임,6,0,[]
블루스택,6,0,[]
루태,6,0,[]
토르비욘,6,0,[]
비하인드,6,0,[]
삼식,6,4,"['삼식마크', '삼식모드', '마인크래프트삼식', '마크삼식']"
슈팅,6,2,"['1인칭슈팅', '슈팅게임']"
도티vlog,6,0,[]
애교,6,2,"['해줘해줘애교', '목츄리애교']"
헝거게임,6,0,[]
핸드시뮬레이터,6,0,[]
스파키라이더,6,0,[]
팬페스트도티,6,1,['유튜브팬페스트도티']
놀이,6,0,[]
유튜버,6,6,"['유튜버최초', '오버워치김재원유튜버', '오버워치김재원100만유튜버', '미래의100만유튜버', '김재원유튜버지식인', '버블파이터유튜버']"
도티레드카펫,6,0,[]
잠뜰팬페스트,6,0,[]
오디세이,5,1,['슈퍼마리오오디세이']
달자,5,0,[]
블라스트지니어스,5,0,[]
지크엑스칼리버,5,0,[]
세계top5,5,0,[]
korea,5,3,"['korean', 'ytffkorea', 'koreanbroadcasting']"
자동차,5,1,['도티자동차']
도티미션야생,5,1,['도티미션야생벌칙']
칠각별도티탈,5,0,[]
슈퍼마리오,5,1,['슈퍼마리오오디세이']
흑역사,5,1,['칠각별흑역사']
설날,5,0,[]
모드리뷰,5,2,"['마크모드리뷰', '마인크래프트모드리뷰']"
마인크래프트쁘띠허브,5,0,[]
오버워치프로필숨기기,5,0,[]
칠각별셀카,5,0,[]
칠각별코엑스,5,0,[]
롯데월드,5,1,['칠각별롯데월드']
도티미니게임,5,0,[]
videogames,5,0,[]
300점,5,1,['라이더300점']
게임밍모,5,1,['모바일게임밍모']
호그라이더,5,0,[]
밍모버그,5,0,[]
쉘터레귤루스,5,0,[]
도티미션야생벌칙,5,0,[]
오버워치김재원대리,5,0,[]
오버워치김재원개발자대리,5,0,[]
마인크래프트럭키블럭레이스,5,0,[]
오버워치개발자대리,5,0,[]
마인크래프트포켓몬모드,5,0,[]
마인크래프트서버,5,0,[]
마인크래프트태경쁘띠허브,5,0,[]
김재원프로필대리,5,0,[]
김재원떨려,5,0,[]
김재원오버워치개발자,5,0,[]
마크럭키블럭,5,0,[]
마인크래프트태경,5,1,['마인크래프트태경쁘띠허브']
럭키블럭배틀,5,0,[]
미션야생칠각별,5,0,[]
럭키블럭레이스,5,1,['마인크래프트럭키블럭레이스']
오버워치개발자,5,2,"['오버워치개발자대리', '김재원오버워치개발자']"
스타크래프트2,5,0,[]
김재원블리자드본사,5,0,[]
트위치도네이션,5,0,[]
도네,5,12,"['트위치도네', '도네이션', '트위치도네이션', '이유도네', '이유님도네이션', '이유님도네', '이유도네이셔녀', '도네하이라이트', '음성도네', '인도네시아', '마루에몽도네', '마루에몽도네이션']"
김재원개발자,5,1,['오버워치김재원개발자대리']
김재원블리자드,5,1,['김재원블리자드본사']
rpg,5,1,['mmorpg']
오버워치대리,5,0,[]
프레이페이커,5,0,[]
비누프리파이어,5,0,[]
비누프파,5,0,[]
김재원안산저격수,5,0,[]
ubw,5,0,[]
울산,5,5,"['울산큰고래', '울산큰고래라디오', '라디오울산큰고래', '울산큰고래노가리', '울산행']"
루게릭,5,5,"['루게릭병환우', '루게릭병환자', '루게릭환우', '루게릭환자', '루게릭병']"
고래패밀리,5,0,[]
울큰고,5,0,[]
루게릭병환우,5,0,[]
ulsanbigwhale,5,0,[]
작은머리팀프로게이머,5,0,[]
김재원프로게이머,5,1,['오버워치김재원프로게이머']
안산저격수프로게이머,5,0,[]
pray,5,1,['praymissfortune']
프레이,5,11,"['프레이페이커', '프리시즌프레이미포', '프레이룬', '프리시즌프레이룬', '시즌8프레이', '프레이미스포츈', '페이커프레이', '프레이미포', '프리시즌프레이미스포츈', '프레이올스타전', '프레이올스타']"
작은머리팀,5,1,['작은머리팀프로게이머']
오버워치안스,5,0,[]
안산저격수,5,2,"['김재원안산저격수', '안산저격수프로게이머']"
안스,5,2,"['오버워치안스', '김재원안스']"
김재원안스,5,0,[]
마크도티,5,0,[]
프짱,5,0,[]
프쨩,5,0,[]
고래,5,6,"['울산큰고래', '고래패밀리', '큰고래', '울산큰고래라디오', '라디오울산큰고래', '울산큰고래노가리']"
슈퍼마리오오디세이,5,0,[]
모바일게임밍모,5,0,[]
큰고래,5,4,"['울산큰고래', '울산큰고래라디오', '라디오울산큰고래', '울산큰고래노가리']"
팀블라썸,5,0,[]
60초,5,6,"['60초!', '지구멸망60초전영웅', '지구멸망60초전모든엔딩', '지구멸망60초전엔딩', '지구멸망60초전운석폭파', '지구멸망60초전']"
오버워치김재원프로게이머,5,0,[]
핸드폰게임,5,0,[]
비누국프리파이어,5,0,[]
비누국프파,5,0,[]
뜰로그실험,5,0,[]
우유콜라,5,1,['우유콜라라면']
극장판,5,1,['명탐정코난극장판']
루게릭병환자,5,0,[]
혜미,5,1,['나인뮤지스혜미']
칠각별흑역사,5,0,[]
칠각별롯데월드,5,0,[]
화이트데이,5,0,[]
나인뮤지스,5,1,['나인뮤지스혜미']
기부행사,5,0,[]
우유콜라라면,5,0,[]
미션야생벌칙,5,2,"['도티미션야생벌칙', '미션야생벌칙도티']"
아이스버킷,5,2,"['아이스버킷챌린지', '김재원아이스버킷챌린지']"
루게릭환우,5,0,[]
루게릭환자,5,0,[]
루게릭병,5,2,"['루게릭병환우', '루게릭병환자']"
미션야생벌칙도티,5,0,[]
나인뮤지스혜미,5,0,[]
연예인,5,2,"['연예인클래시로얄', '클래시로얄연예인']"
김재원작머,5,0,[]
칠각별벌칙,5,0,[]
김재원대리,5,1,['오버워치김재원대리']
패트릭스웨이지,5,0,[]
ㅋㅋ,5,8,"['ㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋ']"
마블코믹스,5,0,[]
avengers:infinitywar,5,0,[]
노래도티,5,0,[]
애니,5,5,"['오버워치애니메이션', '엘소드애니메이션', '애니메이션', '포켓몬스터애니', '포켓몬애니']"
라온도티,5,0,[]
블랙팬서,5,0,[]
calshroyale,5,0,[]
로키,5,0,[]
모바일모바일,5,0,[]
고블린,5,0,[]
키아누리브스,5,0,[]
quickdraw,5,0,[]
캐스린비글로우,5,0,[]
pointbreak,5,0,[]
복어,5,0,[]
fifa4,5,0,[]
fifaonline4,5,0,[]
테스트,5,1,['인지테스트']
웹툰,5,0,[]
대형거북,5,0,[]
퀵드로우,5,0,[]
크리에이터,5,4,"['샌드박스크리에이터', '모바일게임크리에이터', '모락실크리에이터', '클래시로얄크리에이터']"
lunarnewyear,5,0,[]
fishfeedandgrow,5,0,[]
beenu,5,0,[]
폭풍속으로,5,0,[]
소개,5,1,['영화소개']
밴쯔,5,0,[]
입대,5,0,[]
캐치마인드,5,0,[]
도티마인크래프트술래잡기,5,0,[]
도티라온,5,0,[]
죠스키우기,5,0,[]
복,5,24,"['복어', '복불복먹방', '복불복음식게임', '복불복음식지니', 'vr복싱', '복싱게임', '김재원감정기복', '김재원피파감정기복', '김재원축구게임감정기복', '갱복치', '갱복치대빡이야', '갱복치탈모르파티', '복수노트', '중복', '교복코스프레', '로복윾짱진결', '로복우결', '로복핫클립', '로복하이라이트', '로복윾짱', '로복진결', '윾짱로복', '로복윾짱우결', '로복']"
녹색피라냐,5,0,[]
백상아리,5,0,[]
거북이,5,0,[]
피드앤그로우,5,2,"['피드앤그로우겜브링', '피드앤그로우피쉬']"
피라냐키우기,5,0,[]
메갈로돈,5,0,[]
swamplurker,5,0,[]
크랩,5,1,['킹크랩']
배터리누나,5,0,[]
슈,5,19,"['슈마상', '슈퍼셀', '슈팅', '슈퍼마리오', '슈퍼마리오오디세이', '슈능꼬', '슈퍼능력자꼬리잡기', '슈퍼능력자', '1인칭슈팅', '슈팅게임', '슈퍼대퍼팀', '이슈', '도로시슈게임', '슈게임', '슈퍼컴퓨터', '시오미슈코', '쵸슈엔', '소셜이슈', '핫이슈']"
피드앤그로우겜브링,5,0,[]
상근,5,0,[]
킹크랩,5,0,[]
대도서관물고기,5,0,[]
악어거북,5,0,[]
물고기키우기,5,1,['물고기키우기게임']
늪지대거북,5,0,[]
피라냐,5,2,"['녹색피라냐', '피라냐키우기']"
주작신,5,1,['비누의주작신']
캠페인,5,0,[]
공포,5,1,['공포게임']
명탐정,5,4,"['명탐정코난', '명탐정코난극장판', '명탐정코난모음', '명탐정코난명장면']"
명탐정코난,5,3,"['명탐정코난극장판', '명탐정코난모음', '명탐정코난명장면']"
marvel,5,0,[]
우리이야기도티,5,0,[]
200점,5,1,['라이더200점']
피드앤,5,3,"['피드앤그로우', '피드앤그로우겜브링', '피드앤그로우피쉬']"
늑대거북,5,0,[]
자이언트샤크,5,0,[]
집으로,5,0,[]
휴지게임,5,0,[]
탈출,5,15,"['마인크래프트탈출맵', 'minecraft탈출맵', '탈출맵마인크래프트', '도티탈출맵', '탈출맵', '탈출게임', '라이더초보탈출', '마인크래프트탈출', '탈출맵minecraft', '친구네집탈출하기', '백층탈출', '엄마100층탈출', '100층탈출', '내방탈출', '스토리탈출맵']"
전역,5,0,[]
라이더꿀팁,5,0,[]
호로록,5,0,[]
lny,5,0,[]
대게,5,0,[]
라이더팁,5,0,[]
샤크키우기,5,0,[]
생존,5,2,"['도티생존', '생존게임']"
모드스토리,5,5,"['마인크래프트모드스토리리뷰', '마인크래프트모드스토리', '마크모드스토리리뷰', '마크모드스토리', '모드스토리리뷰']"
라이더핑거드라이버,5,0,[]
밍모핑거드라이버,5,0,[]
휴지,5,1,['휴지게임']
라이더최고,5,1,['라이더최고기록']
라이더기록,5,0,[]
라이더날짜버그,5,0,[]
마인크래프트모드스토리리뷰,5,0,[]
협동전,5,1,['협동전임무']
라이더최강차,5,0,[]
mariandgames,5,0,[]
생일,5,4,"['김블루생일', '생일선물', '생일파티', '생일축하']"
냐무,5,1,['냐무홈']
클래시로얄전설카드,5,0,[]
코엑스,5,1,['칠각별코엑스']
바다거북,5,0,[]
말이야와게임들,5,0,[]
ridersecret,5,0,[]
feedandgrowfish,5,0,[]
피드앤그로우피쉬,5,0,[]
클오클,5,0,[]
콬,5,0,[]
라이더차,5,0,[]
할로윈,5,0,[]
헝그리샤크,5,0,[]
ketchapp,5,2,"['ketchappgame', 'ketchapprider']"
상어,5,1,['상어키우기']
라이더secret,5,0,[]
프파,5,2,"['비누프파', '비누국프파']"
eu,5,3,"['soloqueue', 'leejieun', 'europe']"
비보스,5,0,[]
happynewyear,5,0,[]
마인크래프트모드스토리,5,1,['마인크래프트모드스토리리뷰']
feedandgrow,5,2,"['fishfeedandgrow', 'feedandgrowfish']"
핑거드라이버,5,2,"['라이더핑거드라이버', '밍모핑거드라이버']"
salmon,5,0,[]
ㅋㅋㅋ,5,7,"['ㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋ']"
연어,5,0,[]
물고기,5,3,"['대도서관물고기', '물고기키우기', '물고기키우기게임']"
자라,5,0,[]
현역,5,0,[]
귀향,5,0,[]
무천도사,5,0,[]
공익,5,0,[]
군대,5,5,"['러너군대', '군대보급상자', '유럽군대보급품', '실제군대보급상자', '유럽군대']"
상어키우기,5,0,[]
라이더별,4,0,[]
네트워크,4,2,"['샌드박스네트워크', '네트워크게임']"
라이더대결,4,0,[]
딕스,4,0,[]
뷰티다다,4,0,[]
게렌술맛평가,4,0,[]
삼식마크,4,0,[]
레고닌자고,4,1,['레고닌자고무비']
뜰뜰한친구들,4,0,[]
김재원99년생,4,0,[]
김재원평가,4,0,[]
댄스,4,4,"['프마댄스', '아이유대상댄스', '후토스댄스', '저스트댄스']"
승준,4,1,['한승준']
닌자고,4,3,"['레고닌자고', '레고닌자고무비', '닌자고무비']"
삼식모드,4,0,[]
아프리카삼성,4,0,[]
마인크래프트삼식,4,0,[]
양띵tv삼성,4,0,[]
베이블레이드버스트지역대회,4,0,[]
삼성이,4,0,[]
레고닌자고무비,4,0,[]
마크모드스토리리뷰,4,0,[]
김재원술,4,2,"['김재원술맛평가', '김재원술맛']"
재밌는,4,1,['재밌는영상']
게렌술,4,3,"['게렌술맛평가', '게렌술맛', '김재원게렌술']"
힐링,4,2,"['힐링영상', '힐링되는']"
김재원술맛평가,4,0,[]
99년생,4,1,['김재원99년생']
마크모드리뷰,4,0,[]
가마돈,4,1,['가마돈가마돈가마돈']
게렌술맛,4,1,['게렌술맛평가']
모두의마블,4,0,[]
마크미니게임,4,0,[]
로이드,4,0,[]
마인크래프트모드리뷰,4,0,[]
레고,4,2,"['레고닌자고', '레고닌자고무비']"
마크삼식,4,0,[]
김재원술맛,4,1,['김재원술맛평가']
춤,4,0,[]
김재원게렌술,4,0,[]
nyamu,4,0,[]
비누탈모,4,0,[]
스승과제자,4,0,[]
잠뜰tv어워즈,4,1,['2017잠뜰tv어워즈']
2017잠뜰tv어워즈,4,0,[]
서넹,4,0,[]
조매력코미디나이트,4,0,[]
루프스테이션,4,0,[]
아카펠라,4,0,[]
코미디나이트,4,2,"['조매력코미디나이트', '코미디나이트하이라이트']"
라이온킹,4,0,[]
코미디나이트하이라이트,4,0,[]
언박싱,4,0,[]
닌자,4,4,"['레고닌자고', '닌자고', '레고닌자고무비', '닌자고무비']"
reality,4,1,['virtualreality']
잠뜰실사,4,0,[]
잠뜰블로그,4,0,[]
구글밥,4,0,[]
구글도시락,4,0,[]
구글부페,4,0,[]
2017sleepgroundawards,4,0,[]
새해,4,2,"['새해첫날부터우럭따', '새해첫날부터']"
wkahd,4,0,[]
cgss,4,0,[]
엄마몰래게임,4,0,[]
재미난게임,4,0,[]
빅보,4,0,[]
?屍學園,4,0,[]
롤챔스,4,2,"['롤챔스포스트시즌', '롤챔스스프링']"
가자,4,0,[]
대정령,4,1,['pd대정령']
playstation,4,1,['playstation4']
종이라이더,4,0,[]
종이로얄,4,0,[]
마인크래프트모드매치,4,0,[]
#mbc연예대상,4,0,[]
playstation4,4,0,[]
#전현무,4,0,[]
#대상,4,0,[]
#나혼자산다,4,0,[]
탈출게임,4,0,[]
엄마몰래외출하기,4,0,[]
엄마몰래,4,2,"['엄마몰래게임', '엄마몰래외출하기']"
연말,4,1,['연말파티']
lego,4,1,['legoninjagomovie']
라디어,4,0,[]
샌드박스크리에이터,4,0,[]
트리플엘릭서,4,1,['트리플엘릭서도전']
비누클로,4,0,[]
몬헌월드,4,0,[]
홍방장,4,6,"['홍방장의리얼라이프', '홍방장게임', '홍방장의reallife', '홍방장트위치', '스트리머홍방장', 'bj홍방장']"
야숨,4,0,[]
클래시로얄주작,4,0,[]
