Game_tags,number,overlap_num,overlap_word
www.twitch.tv,12,0,[]
alenenwooptv,12,0,[]
https:,12,0,[]
웁tv,12,0,[]
alenen,12,1,['alenenwooptv']
hikakin,12,1,['hikakintv']
ytffkorea,12,0,[]
겐지,12,0,[]
ytff2018,12,0,[]
허팝게임,12,0,[]
플래시게임,12,1,['도로시플래시게임']
자몽,12,4,"['라이더자몽', '자몽티비', '라이더자몽티비', '자몽라이더']"
게임리뷰,12,2,"['메탈킴게임리뷰', '김스카이게임리뷰']"
라이더자몽,12,1,['라이더자몽티비']
러너웨이,12,0,[]
도티탈출맵,12,0,[]
팀게임,12,1,['스팀게임']
어썸피스,12,0,[]
자몽티비,12,1,['라이더자몽티비']
ytff,12,2,"['ytffkorea', 'ytff2018']"
세나,12,2,"['각성세나', '세나광고']"
한국,12,12,"['한국게임시장', '한국게임', '한국게임사', '한국대기업', '한국게임회사', '배틀그라운드한국인', '배틀그라운드한국', '한국인', '배그한국인', '배그한국', '웃음참기한국', '자유한국당']"
라이더스파키,11,1,['라이더스파키모드']
모드,11,34,"['마인크래프트모드', '마크모드', '마인크래프트모드쇼케이스', '마인크래프트모드어드벤쳐', '모드마인크래프트', 'minecraft모드', '도티모드상황', '포켓몬모드', '모드리뷰', '마인크래프트포켓몬모드', '모드스토리', '마인크래프트모드스토리리뷰', '마인크래프트모드스토리', '삼식모드', '마크모드스토리리뷰', '마크모드리뷰', '마인크래프트모드리뷰', '마인크래프트모드매치', '마크모드스토리', '악마의열매모드', '도티모드', '스토리모드', '원피스모드', '스파키모드', '라이더스파키모드', '럭키블럭모드', '공룡모드', '마인크래프트공룡모드', '모드minecraft', '모드없이만들기', '모드없이', '모드스토리리뷰', '마인크래프트모드상황극', '모드상황극']"
