fid,avg_tmp,max_tmp,min_tmp,상업/업무지(도시)_비율,도로(도시)_비율,일반주택지(도시)_비율,교육/군사시설(도시)_비율,유원지(임지)_비율,공공용지(도시)_비율,인공녹지(도시)_비율,하천(수계)_비율,고층주택지(도시)_비율,공업시설(도시)_비율,침엽수림(임지)_비율,암벽/석산(임지)_비율,미경지정리답(농지)_비율,보통/특수작물(농지)_비율,처리장(도시)_비율,저수지/늪(수계)_비율,자연초지(임지)_비율,발전시설(도시)_비율,공업나지(도시)_비율,인공초지(임지)_비율,경지정리답(농지)_비율,활엽수림(임지)_비율,철로(도시)_비율,골프장(임지)_비율,혼합수림(임지)_비율,가축/사육시설(도시)_비율,공원묘지(임지)_비율,과수원(농지)_비율,매립지(도시)_비율,순수양호_비율,순수불량_비율,80m_wind_speed,10m_wind_speed,difference_wind,avg_dust_10,max_dust_10,min_dust_10,max_ele,min_ele,avg_ele,num_ele,diff_ele,label
397,26.1666666666667,27,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.40714285714285714,0.45414847161572036,0.29059829059829045,0.4285714285714288,0.38888888888888884,0.5,0.604551920341394,0.3933333333333333,0.5426979441692737,0.6504424778761061,0.5872420262664165,3
410,31.0476190476191,35,27,0.290027970238174,12.8592805780828,1.37762739513323,0.136104999474527,0.498223750502302,0.173564307230317,0.00671555635712776,0.154441339639591,0.0738120919460197,0.0,84.3565047401357,0.0,0.0,0.07369727126024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.16956207624908,12.830437923751,0.18214285714285705,0.20087336244541476,0.24786324786324773,0.48571428571428577,0.44444444444444464,0.5555555555555554,0.16073968705547653,0.09333333333333335,0.10992636695712166,0.5929203539823008,0.17073170731707318,1
409,27.6,30,26,0.0,0.0,0.0,0.0,0.48607520859149,0.0,0.0,0.18185885462778695,0.0,0.0,99.3320659367807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96630630743972,0.0336936925603297,0.27142857142857146,0.262008733624454,0.3418803418803417,0.48571428571428577,0.44444444444444464,0.5555555555555554,0.3556187766714083,0.14333333333333334,0.2393278988013098,0.6238938053097345,0.399624765478424,3
440,29.7,34,26,0.0990930629698905,22.073029217006894,1.14782973524775,0.53573740150823,0.0,0.243084981599816,0.3609895126752,0.0,1.72779774536117,0.0,73.29272937081221,0.0,0.0,0.519708972818851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.17857142857142871,0.25764192139737985,0.12820512820512808,0.37142857142857144,0.3333333333333335,0.4444444444444442,0.23328591749644384,0.10333333333333335,0.16252070934805565,0.6946902654867256,0.2607879924953096,3
442,27.6,29,26,0.0,0.0,1.44485130125058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5551486987494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.28214285714285714,0.3711790393013098,0.15384615384615372,0.37142857142857144,0.3333333333333335,0.4444444444444442,0.37126600284495026,0.2366666666666667,0.2918204498256507,0.7389380530973451,0.3677298311444653,3
441,26.888888888888893,28,26,0.0,0.0,0.0,0.0,0.0,0.16404701103131605,0.0,0.0,0.0,0.0,99.8359529889687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.24642857142857155,0.3711790393013098,0.06837606837606847,0.37142857142857144,0.3333333333333335,0.4444444444444442,0.45234708392603135,0.32,0.40381954219661614,0.654867256637168,0.4277673545966229,3
405,31.0,35,27,0.0,12.6502629270619,3.74132150179204,0.0683548484752039,0.0,0.0,0.0870097662052353,0.1218462495165,0.0,0.0,82.98535505862371,0.0,0.0,0.3458496483253909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.21193738694191,23.7880626130581,0.1071428571428571,0.13100436681222705,0.205128205128205,0.5142857142857142,0.5,0.5555555555555554,0.10099573257467995,0.08000000000000002,0.08102106383227162,0.48230088495575224,0.09943714821763602,1
404,29.875,34,26,0.0,0.0,0.0879465912540792,0.0,0.0,0.0,0.0,0.0863951594933452,0.0,0.0,99.63535752229308,0.0,0.0,0.19030072695951894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.61463766460108,5.38536233539884,0.15357142857142858,0.17467248908296928,0.23076923076923067,0.5142857142857142,0.5,0.5555555555555554,0.23470839260312945,0.11000000000000001,0.16679236367188954,0.5309734513274336,0.2589118198874297,3
438,25.3333333333333,32,18,0.0,0.0,2.15454649122541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84545350877458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.09642857142857131,0.16157205240174666,0.1196581196581195,0.3142857142857145,0.2777777777777777,0.38888888888888884,0.3613086770981508,0.13333333333333336,0.22616881759749063,0.6238938053097345,0.41275797373358347,3
406,33.0,36,29,0.36038839213849,12.1583014421659,3.03276430259966,0.269002268401287,0.0,0.671076573552616,0.36806423446165504,1.8417264006943104,1.5405742891906398,0.0,79.75810209679541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1798147432917,80.8201852567083,0.09285714285714286,0.14410480349344967,0.14529914529914517,0.4285714285714288,0.44444444444444464,0.4444444444444442,0.034139402560455195,0.07333333333333335,0.04426856021445521,0.163716814159292,0.015009380863039401,0
437,30.3333333333333,35,26,0.29909432051307,21.448965434597397,1.97367240232056,0.451276274209299,0.0,0.0,0.0,0.0,4.36674483179389,0.0,71.2205471857305,0.0,0.0,0.23969955083533606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3251748796863,12.674825120313699,0.09642857142857131,0.1572052401746723,0.12820512820512808,0.34285714285714297,0.3333333333333335,0.38888888888888884,0.2773826458036984,0.08333333333333334,0.1452092681409393,0.49115044247787615,0.3302063789868668,1
395,27.0,29,26,0.0,0.0,0.0,0.0,2.02752696324948,0.0,0.0,0.0,0.0,0.0,97.9724730367505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6348303111726,3.3651696888273994,0.2392857142857142,0.26637554585152834,0.2564102564102563,0.4571428571428573,0.44444444444444464,0.5,0.37268847795163584,0.31,0.334141765508851,0.579646017699115,0.32833020637898686,3
439,21.019323671497602,32,14,0.402263269132614,20.7189445602499,2.73128407198094,0.0,0.0,0.0,0.000300086850006146,0.0,0.0,0.0,74.18288191343609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9643260983504,0.0,0.0,0.0,0.0,0.0,0.0,99.2760665497341,0.7239334502659449,0.16785714285714282,0.2532751091703055,0.11111111111111097,0.34285714285714297,0.2777777777777777,0.4444444444444442,0.5547652916073968,0.1466666666666667,0.3208606525770196,0.8451327433628318,0.6604127579737336,3
391,26.111111111111107,27,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.9999999999999999,0.8165938864628822,1.0,0.37142857142857144,0.3333333333333335,0.4444444444444442,0.7795163584637269,0.6233333333333334,0.7222067665685267,0.5442477876106194,0.6885553470919324,1
394,27.375,29,26,0.0,0.0,0.0,0.0,1.1104983626928202,0.0,0.0,0.0353682471813379,0.0,0.0,98.85413339012592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.23329846203258,1.76670153796738,0.5928571428571429,0.4934497816593887,0.6581196581196581,0.40000000000000036,0.3333333333333335,0.5,0.6273115220483642,0.2633333333333333,0.4121282997634031,0.7610619469026548,0.6904315196998124,3
